LOCATION,IMAGE,ROTATION,LONGITUDE,LATITUDE
105A Ave And Whalley Blvd,http://cosmos.surrey.ca/TrafficCameraImages/enc_105a_whalley_cam1.jpg,0,-122.8424194211,49.1944214651
60 Ave And 172 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_60_172_cam1.jpg,0,-122.7460278053,49.1115158648
105A Ave And University Dr,http://cosmos.surrey.ca/TrafficCameraImages/enc_105a_university_cam1.jpg,0,-122.8508667406,49.1944647677
14 Ave And King George Blvd,http://cosmos.surrey.ca/TrafficCameraImages/enc_14_kgbv_cam1.jpg,,-122.7713061917,49.0278623053
16 Ave And 140 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_16_140_cam1.jpg,,-122.8342116446,49.0310869350
16 Ave And 148 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_16_148_cam1.jpg,,-122.8120897064,49.0310873157
16 Ave And 152 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_16_152_cam1.jpg,,-122.8013547447,49.0312137693
16 Ave And 152 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_16_152_cam2.jpg,,-122.8005667609,49.0312036665
16 Ave And 168 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_16_168_cam1.jpg,,-122.7569806421,49.0309999747
16 Ave And 192 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_16_192_cam1.jpg,,-122.6911788731,49.0310023601
16 Ave And King George Blvd,http://cosmos.surrey.ca/TrafficCameraImages/enc_16_kgbv_cam1.jpg,,-122.7758099938,49.0311406045
18 Ave And 152 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_18_152_cam1.jpg,,-122.8013882855,49.0346514491
20 Ave And 152 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_20_152_cam1.jpg,,-122.8013661495,49.0382730442
20 Ave And King George Blvd,http://cosmos.surrey.ca/TrafficCameraImages/enc_20_kgbv_cam1.jpg,,-122.7844311406,49.0381426585
24 Ave And 148 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_24_148_cam1.jpg,,-122.8123667823,49.0455377895
24 Ave And 152 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_24_152_cam1.jpg,,-122.8013078059,49.0455004792
24 Ave And 152 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_24_152_cam2.jpg,,-122.8013391386,49.0452474252
24 Ave And 160 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_24_160_cam1.jpg,,-122.7789190048,49.0453915489
24 Ave And 192 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_24_192_cam1.jpg,,-122.6912768082,49.0455741668
24 Ave And King George Blvd,http://cosmos.surrey.ca/TrafficCameraImages/enc_24_kgbv_cam1.jpg,,-122.7932209483,49.0455093288
176 St And 56 Ave,http://images.drivebc.ca/bchighwaycam/pub/cameras/84.jpg,,-122.7384649852,49.1040816708
176 St And 56 Ave,http://images.drivebc.ca/bchighwaycam/pub/cameras/85.jpg,,-122.7382944381,49.1041601431
176 St And 8 Ave,http://images.drivebc.ca/bchighwaycam/pub/cameras/477.jpg,,-122.7352445218,49.0165772320
176 St And 8 Ave,http://images.drivebc.ca/bchighwaycam/pub/cameras/447.jpg,,-122.7352306802,49.0167385732
No 99 Hwy And 32 Ave Div,http://images.drivebc.ca/bchighwaycam/pub/cameras/284.jpg,,-122.8080703825,49.0632037649
No 99 Hwy And 32 Ave Div,http://images.drivebc.ca/bchighwaycam/pub/cameras/285.jpg,,-122.8075203651,49.0633629252
No 99 Hwy And Mud Bay,http://images.drivebc.ca/bchighwaycam/pub/cameras/313.jpg,,-122.8700375999,49.0900287496
No 99 Hwy And Mud Bay,http://images.drivebc.ca/bchighwaycam/pub/cameras/314.jpg,,-122.8699257743,49.0912186534
King George Blvd And No 99 Hwy,http://images.drivebc.ca/bchighwaycam/pub/cameras/393.jpg,,-122.8222552723,49.0740542684
King George Blvd And No 99 Hwy,http://images.drivebc.ca/bchighwaycam/pub/cameras/390.jpg,,-122.8235766867,49.0745099363
No 99 Hwy And King George Blvd,http://images.drivebc.ca/bchighwaycam/pub/cameras/391.jpg,,-122.8228627476,49.0735615765
No 99 Hwy And King George Blvd,http://images.drivebc.ca/bchighwaycam/pub/cameras/392.jpg,,-122.8229020742,49.0747278692
No 1 Hwy And 176 St,http://images.drivebc.ca/bchighwaycam/pub/cameras/172.jpg,,-122.7867562554,49.1941365771
Port Mann Bridge And Loughren Dr,http://images.drivebc.ca/bchighwaycam/pub/cameras/275.jpg,,-122.8076179732,49.2100307243
Pattullo Bridge Approach And 131 St,http://images.drivebc.ca/bchighwaycam/pub/cameras/258.jpg,,-122.8592546605,49.2074640060
Beach Road And No 99 Hwy,http://images.drivebc.ca/bchighwaycam/pub/cameras/14.jpg,,-122.7580794141,49.0073046317
Beach Road And No 99 Hwy,http://images.drivebc.ca/bchighwaycam/pub/cameras/445.jpg,,-122.7571361287,49.0078453116
2 Ave And No 99 Hwy,http://images.drivebc.ca/bchighwaycam/pub/cameras/494.jpg,,-122.7347881749,49.0070494664
Peace Arch And No 99 Hwy,http://images.drivebc.ca/bchighwaycam/pub/cameras/13.jpg,,-122.7566869157,49.0012728215
Pacific Border Crossing And 176 St,http://images.drivebc.ca/bchighwaycam/pub/cameras/15.jpg,,-122.7357649694,49.0027118486
32 Ave And 152 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_32_152_cam1.jpg,,-122.8009322650,49.0614498786
32 Ave And 152 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_32_152_cam2.jpg,,-122.8017901909,49.0614788544
32 Ave And 160 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_32_160_cam1.jpg,,-122.7792976945,49.0599629489
32 Ave And 168 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_32_168_cam1.jpg,,-122.7567136148,49.0604252618
32 Ave And 172 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_32_172_cam1.jpg,,-122.7458172597,49.0600691064
32 Ave And 192 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_32_192_cam1.jpg,,-122.6913604200,49.0602036316
32 Ave And Croydon,http://cosmos.surrey.ca/TrafficCameraImages/enc_32_croydon_cam1.jpg,,-122.7971610254,49.0606602608
62 Ave And King George Blvd,http://cosmos.surrey.ca/TrafficCameraImages/enc_62_kgbv_cam1.jpg,,-122.8447448847,49.1156331504
64 Ave And 120 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_64_120_cam1.jpg,,-122.8901074529,49.1192069716
64 Ave And 124 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_64_124_cam1.jpg,,-122.8788325780,49.1191434617
64 Ave And 128 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_64_128_cam1.jpg,,-122.8680217324,49.1192544243
64 Ave And 132 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_64_132_cam1.jpg,,-122.8563256943,49.1188707853
64 Ave And 144 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_64_144_cam1.jpg,,-122.8234707250,49.1189946983
64 Ave And 148 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_64_148_cam1.jpg,,-122.8123192732,49.1189980594
64 Ave And 152 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_64_152_cam1.jpg,,-122.8008295093,49.1187268835
Crescent Rd And Bayview St,http://cosmos.surrey.ca/TrafficCameraImages/enc_64_152_cam2.jpg,,-122.8770952453,49.0539322382
64 Ave And 168 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_64_168_cam1.jpg,,-122.7563587124,49.1187593600
64 Ave And 180 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_64_180_cam1.jpg,,-122.7224333738,49.1188363793
64 Ave And 188 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_64_188_cam1.jpg,,-122.7015912889,49.1190943552
64 Ave And Fraser Hwy,http://cosmos.surrey.ca/TrafficCameraImages/enc_64_fraser_cam1.jpg,,-122.6914296828,49.1187173875
64 Ave And King George Blvd,http://cosmos.surrey.ca/TrafficCameraImages/enc_64_kgbv_cam1.jpg,,-122.8452866773,49.1187561041
64 Ave And King George Blvd,http://cosmos.surrey.ca/TrafficCameraImages/enc_64_kgbv_cam1.jpg,,-122.8440883962,49.1191439045
66 Ave And 120 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_66_120_cam1.jpg,,-122.8905581919,49.1229414204
68 Ave And 128 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_68_128_cam1.jpg,,-122.8679686338,49.1270887328
68 Ave And 152 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_68_158_cam1.jpg,,-122.8011597536,49.1262604257
68 Ave And 168 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_68_168_cam1.jpg,,-122.7566620833,49.1256182287
68 Ave And King George Blvd,http://cosmos.surrey.ca/TrafficCameraImages/enc_68_kgbv_cam1.jpg,,-122.8454045901,49.1263226954
72 Ave And 120 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_72_120_cam1.jpg,,-122.8901352159,49.1339613588
72 Ave And 120 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_72_120_cam2.jpg,,-122.8905271226,49.1343654630
72 Ave And 124 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_72_124_cam1.jpg,,-122.8792488292,49.1340174128
72 Ave And 128 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_72_128_cam1.jpg,,-122.8676380959,49.1337919989
72 Ave And 132 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_72_132_cam1.jpg,,-122.8564776526,49.1336114408
72 Ave And 137 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_72_137_cam1.jpg,,-122.8426062611,49.1334704517
72 Ave And 152 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_72_152_cam1.jpg,,-122.8011941671,49.1326826402
72 Ave And Comber Way,http://cosmos.surrey.ca/TrafficCameraImages/enc_72_comber_cam1.jpg,,-122.8510014127,49.1335351942
72 Ave And King George Blvd,http://cosmos.surrey.ca/TrafficCameraImages/enc_72_kgbv_cam1.jpg,,-122.8457772607,49.1334288092
72 Ave And King George Blvd,http://cosmos.surrey.ca/TrafficCameraImages/enc_72_kgbv_cam2.jpg,,-122.8453995505,49.1332603957
76 Ave And King George Blvd,http://cosmos.surrey.ca/TrafficCameraImages/enc_76_kgbv_cam1.jpg,,-122.8454178992,49.1405016148
80 Ave And 120 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_80_120_cam1.jpg,,-122.8905776742,49.1484680091
80 Ave And 128 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_80_128_cam1.jpg,,-122.8681045501,49.1480355869
80 Ave And King George Blvd,http://cosmos.surrey.ca/TrafficCameraImages/enc_80_kgbv_cam1.jpg,,-122.8455055646,49.1478717584
84 Ave And 152 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_84_152_cam1.jpg,,-122.8012752493,49.1551877023
88 Ave And 128 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_88_128_cam1.jpg,,-122.8678268866,49.1624878804
88 Ave And 132 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_88_132_cam1.jpg,,-122.8567027646,49.1625163238
88 Ave And 140 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_88_140_cam1.jpg,,-122.8344588997,49.1626916825
88 Ave And 152 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_88_152_cam1.jpg,,-122.8013150059,49.1627111698
88 Ave And 160 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_88_160_cam1.jpg,,-122.7786702897,49.1626500728
88 Ave And 162 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_88_162_cam1.jpg,,-122.7730503918,49.1627369085
88 Ave And 133A St,http://cosmos.surrey.ca/TrafficCameraImages/enc_88_13400blk_cam1.jpg,,-122.8519444478,49.1626791642
88 Ave And Fraser Hwy,http://cosmos.surrey.ca/TrafficCameraImages/enc_88_fraser_cam1.jpg,,-122.7940656696,49.1630582933
88 Ave And Fraser Hwy,http://cosmos.surrey.ca/TrafficCameraImages/enc_88_fraser_cam2.jpg,,-122.7931192408,49.1629952893
88 Ave And King George Blvd,http://cosmos.surrey.ca/TrafficCameraImages/enc_88_kgbv_cam1.jpg,,-122.8455447523,49.1625216657
88 Ave And King George Blvd,http://cosmos.surrey.ca/TrafficCameraImages/enc_88_kgbv_cam2.jpg,,-122.8455507952,49.1621840147
92 Ave And 120 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_92_120_cam1.jpg,,-122.8901084027,49.1702189602
92 Ave And King George Blvd,http://cosmos.surrey.ca/TrafficCameraImages/enc_92_kgbv_cam1.jpg,,-122.8460697290,49.1702879984
94 Ave And 192 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_94_192_cam1.jpg,,-122.6904256693,49.1728315267
96 Ave And 96 Connector,http://cosmos.surrey.ca/TrafficCameraImages/enc_96_96connector_cam1.jpg,,-122.7112550931,49.1771074206
96 Ave And 96 Connector,http://cosmos.surrey.ca/TrafficCameraImages/enc_96_96connector_cam2.jpg,,-122.7112550931,49.1771074206
96 Ave And 120 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_96_120_cam1.jpg,,-122.8899594905,49.1767778297
96 Ave And 120 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_96_120_cam1.jpg,,-122.8906276093,49.1772467079
96 Ave And 128 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_96_128_cam1.jpg,,-122.8681833629,49.1772840528
96 Ave And 132 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_96_132_cam1.jpg,,-122.8570302546,49.1772170640
96 Ave And 138 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_96_138_cam1.jpg,,-122.8401548552,49.1771132801
96 Ave And 148 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_96_148_cam1.jpg,,-122.8120942625,49.1767833886
96 Ave And 152 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_96_152_cam1.jpg,,-122.8008423932,49.1767178200
96 Ave And 152 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_96_152_cam2.jpg,,-122.8015621252,49.1769461645
96 Ave And 156 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_96_156_cam1.jpg,,-122.7901027390,49.1767596447
96 Ave And 160 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_96_160_cam1.jpg,,-122.7786837785,49.1768156773
96 Ave And 162 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_96_16200_cam1.jpg,,-122.7732001921,49.1769365145
96 Ave And 175 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_96_172_176_cam1.jpg,,-122.7361135842,49.1769208024
96 Ave And 192 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_96_192_cam1.jpg,,-122.6907381074,49.1768501510
96 Ave And 196 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_96_196railway_cam1.jpg,,-122.6795070079,49.1769114527
96 Ave And Fraser Hwy,http://cosmos.surrey.ca/TrafficCameraImages/enc_96_fraser_cam1.jpg,,-122.8283619007,49.1764083375
96 Ave And Fraser Hwy,http://cosmos.surrey.ca/TrafficCameraImages/enc_96_fraser_cam2.jpg,,-122.8290479356,49.1766838840
96 Ave And Green Timbers Way,http://cosmos.surrey.ca/TrafficCameraImages/enc_96_greentimbers_cam1.jpg,,-122.8248363889,49.1769089603
96 Ave And King George Blvd,http://cosmos.surrey.ca/TrafficCameraImages/enc_96_kgbv_cam1.jpg,,-122.8453797352,49.1768497597
96 Ave And King George Blvd,http://cosmos.surrey.ca/TrafficCameraImages/enc_96_kgbv_cam2.jpg,,-122.8439902788,49.1771072988
98 Ave And King George Blvd,http://cosmos.surrey.ca/TrafficCameraImages/enc_98_kgbv_cam1.jpg,,-122.8452812810,49.1804050006
98 Ave And King George Blvd,http://cosmos.surrey.ca/TrafficCameraImages/enc_98_kgbv_cam2.jpg,,-122.8458603297,49.1800211162
99 Ave And 120 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_99_120_cam1.jpg,,-122.8900321102,49.1822231187
100 Ave And 128 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_100_128_cam1.jpg,,-122.8675526720,49.1845514642
100 Ave And 140 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_100_140_cam1.jpg,,-122.8343098929,49.1841136888
100 Ave And 148 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_100_148_cam1.jpg,,-122.8119064096,49.1842976375
100 Ave And 152 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_100_152_cam1.jpg,,-122.8010466076,49.1840507429
100 Ave And King George Blvd,http://cosmos.surrey.ca/TrafficCameraImages/enc_100_kgbv_cam1.jpg,,-122.8456935799,49.1841365476
100 Ave And King George Blvd,http://cosmos.surrey.ca/TrafficCameraImages/enc_100_kgbv_cam1.jpg,,-122.8445151282,49.1843892652
100 Ave And Whalley Blvd,http://cosmos.surrey.ca/TrafficCameraImages/enc_100_whalley_cam1.jpg,,-122.8434191626,49.1841253366
102 Ave And City Parkway,http://cosmos.surrey.ca/TrafficCameraImages/enc_cityparkway_102_cam1.jpg,,-122.8475835039,49.1877491080
102 Ave And King George Blvd,http://cosmos.surrey.ca/TrafficCameraImages/enc_102_kgbv_cam1.jpg,,-122.8451769734,49.1877406448
102 Ave And University Dr,http://cosmos.surrey.ca/TrafficCameraImages/enc_universitydr_102_cam1.jpg,,-122.8503853450,49.1883806724
103 Ave And 160 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_103_160_cam1.jpg,,-122.7787346046,49.1894458788
104 Ave And 120 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_104_120_cam1.jpg,,-122.8893489921,49.1935864397
104 Ave And 128 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_104_128_cam1.jpg,,-122.8675613711,49.1916217730
104 Ave And 132 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_104_132_cam1.jpg,,-122.8565977900,49.1917541801
104 Ave And 144 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_104_144_cam1.jpg,,-122.8232402095,49.1916126672
104 Ave And 148 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_104_148_cam1.jpg,,-122.8125887891,49.1915882917
104 Ave And 150 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_104_150_cam1.jpg,,-122.8065813942,49.1913731502
104 Ave And 152 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_104_152_cam1.jpg,,-122.8010569645,49.1912842837
104 Ave And 154 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_104_154_cam1.jpg,,-122.7957570138,49.1914268650
104 Ave And 156 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_104_156_cam1.jpg,,-122.7895876968,49.1914953901
104 Ave And 158 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_104_hwy1_cam1.jpg,,-122.7818000442,49.1914613660
104 Ave And King George Blvd,http://cosmos.surrey.ca/TrafficCameraImages/enc_104_kgbv_cam1.jpg,,-122.8455789954,49.1914923502
104 Ave And King George Blvd,http://cosmos.surrey.ca/TrafficCameraImages/enc_104_kgbv_cam2.jpg,,-122.8451678228,49.1910337669
104 Ave And Whalley Blvd,http://cosmos.surrey.ca/TrafficCameraImages/enc_104_whalley_cam1.jpg,,-122.8420449447,49.1914572298
105 Ave And 152 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_105_152_cam1.jpg,,-122.8007046293,49.1932892825
108 Ave And 132 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_108_132_cam1.jpg,,-122.8563241658,49.2015809582
108 Ave And 140 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_108_140_cam1.jpg,,-122.8342239645,49.1987233989
108 Ave And 148 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_108_148_cam1.jpg,,-122.8122901637,49.1986409275
108 Ave And 150 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_108_150_cam1.jpg,,-122.8061134441,49.1988065464
108 Ave And 156 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_108_156_cam1.jpg,,-122.7898317185,49.1982054616
108 Ave And 160 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_108_160_cam1.jpg,,-122.7785437547,49.1989010448
108 Ave And King George Blvd,http://cosmos.surrey.ca/TrafficCameraImages/enc_108_kgbv_cam1.jpg,,-122.8453556686,49.1987482397
108 Ave And University Dr,http://cosmos.surrey.ca/TrafficCameraImages/enc_universitydr_108_cam1.jpg,,-122.8510505890,49.1987950427
108 Ave And Whalley Blvd,http://cosmos.surrey.ca/TrafficCameraImages/enc_108_whalley_cam1.jpg,,-122.8423436271,49.1987883705
110 Ave And 120 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_110_120_cam1.jpg,,-122.8786924087,49.2028524929
102A Ave And 152 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_10300blk_152_cam1.jpg,,-122.8010729945,49.1890730622
103A Ave And 120 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_103a_120_cam1.jpg,,-122.8905104388,49.1907045112
105A Ave And King George Blvd,http://cosmos.surrey.ca/TrafficCameraImages/enc_105a_kgbv_cam1.jpg,,-122.8451195452,49.1942282640
107A Ave And King George Blvd,http://cosmos.surrey.ca/TrafficCameraImages/enc_107a_kgbv_cam1.jpg,,-122.8452671188,49.1974279243
107A Ave And King George Blvd,http://cosmos.surrey.ca/TrafficCameraImages/enc_107a_kgbv_cam2.jpg,,-122.8453902938,49.1973325320
