GUID,Event Title,Teaser Text,Event Image,Event URL,Event Location,Event Location URL,Start Date,Start Time,Start Time Zone,End Date,End Time,End Time Zone,Categories__001,Categories__002,Categories__003,Categories__004,Categories__005
3fbb2f30-6105-42a3-b8ef-b6265c91d37d,Environmental Extravaganza - Week 2,Explore and learn about nature with these free programs and events!,https://www.surrey.ca/images/cos-master/pageImages/ArborDay16_GroupWithTree.jpg,https://www.surrey.ca/culture-recreation/22493.aspx,,,22/04/2018,0:00,Canada/Pacific,28/04/2018,12:00,Canada/Pacific,Parks and Environment,,,,
6e904815-646f-491a-99b1-9227318e1c31,Environmental Extravaganza - Week 3,Explore and learn about nature with these free programs and events!,https://www.surrey.ca/images/cos-master/pageImages/Salmon%20Sendoff%20girl%20visible%20fish.jpg,https://www.surrey.ca/culture-recreation/22494.aspx,,,29/04/2018,0:00,Canada/Pacific,5/05/2018,12:00,Canada/Pacific,Kids and Family,Parks and Environment,,,
458abb5c-96ef-4aa5-a420-33ca8b17e970,Environmental Extravaganza - Week 4,Explore and learn about nature with these free programs and events!,https://www.surrey.ca/images/cos-master/pageImages/OwlProwl%20owl%20and%20audience.jpg,https://www.surrey.ca/culture-recreation/22495.aspx,,,6/05/2018,0:00,Canada/Pacific,12/05/2018,12:00,Canada/Pacific,Kids and Family,Parks and Environment,,,
0d3e3958-c7d0-4706-bf02-a3cc730ceb8d,Environmental Extravaganza - Week 5,Explore and learn about nature with these free programs and events!,https://www.surrey.ca/images/cos-master/pageImages/Extravaganza%20rainy%20colourful%20walk.jpg,https://www.surrey.ca/culture-recreation/22496.aspx,,,13/05/2018,0:00,Canada/Pacific,19/05/2018,12:00,Canada/Pacific,Kids and Family,Parks and Environment,,,
21fbf376-782a-4952-bc93-c62bf0cbe94c,Environmental Extravaganza - Week 6,Explore and learn about nature with these free programs and events!,https://www.surrey.ca/images/cos-master/pageImages/Girl%20with%20Fish.jpg,https://www.surrey.ca/culture-recreation/22497.aspx,,,20/05/2018,0:00,Canada/Pacific,26/05/2018,12:00,Canada/Pacific,Kids and Family,Parks and Environment,,,
ae4f455a-9463-45c5-97f3-55708b3a89bb,Environmental Extravaganza - Week 7,Explore and learn about nature with these free programs and events!,https://www.surrey.ca/images/cos-master/pageImages/SundayMorningBirding.jpg,https://www.surrey.ca/culture-recreation/22499.aspx,,,27/05/2018,0:00,Canada/Pacific,2/06/2018,12:00,Canada/Pacific,Kids and Family,Parks and Environment,,,
44e2ae7a-1c25-4017-b22e-db95f93c5c72,Environmental Extravaganza - Week 8,Explore and learn about nature with these free programs and events!,https://www.surrey.ca/images/cos-master/pageImages/BeachHeroSeaStar.jpg,https://www.surrey.ca/culture-recreation/22500.aspx,,,3/06/2018,0:00,Canada/Pacific,9/06/2018,12:00,Canada/Pacific,Kids and Family,Parks and Environment,,,
75fee723-21be-4902-a86c-e567d264420a,Neighbourhood Tree Parties,"Drop-in to plant shade trees, improve tree wells, enjoy tree-themed activities and free pizza!",https://www.surrey.ca/images/cos-master/pageImages/Website%20resize.jpg,https://www.surrey.ca/culture-recreation/22573.aspx,,,4/04/2018,17:00,Canada/Pacific,25/04/2018,19:00,Canada/Pacific,Kids and Family,Parks and Environment,Youth,,
7d221117-257e-46ff-8d84-0a1ceebb7d52,Birding Walks,Join a local naturalist for a series of free monthly walks to discover Surrey's birds!,https://www.surrey.ca/images/cos-master/pageImages/chickadeesonbranch.jpg,https://www.surrey.ca/culture-recreation/24773.aspx,,,16/09/2017,9:00,Canada/Pacific,19/05/2018,11:00,Canada/Pacific,Kids and Family,Parks and Environment,Seniors,Youth,
c9e73c2b-6f7b-4ce8-81ba-f34348d60a9a,Regular Council Public Hearing Meeting,Attend the next Surrey Public Hearing meeting and hear or speak to public hearing items.,https://www.surrey.ca/images/cos-master/pageImages/CityHallCouncilChambers.jpg,https://www.surrey.ca/city-government/14886.aspx,City Hall Council Chambers,,9/04/2018,19:00,Canada/Pacific,9/04/2018,19:00,Canada/Pacific,Public Meetings and Open Houses,,,,
ff6260c1-87d6-4ae0-85cb-ec3cc04071ea,Coastal Flood Adaptation Strategy Open House,"Learn about Surrey's Coastal Flood Adaptation Strategy at the next CFAS Open House 10 April, 2018.","https://www.surrey.ca/images/cos-master/pageImages/CFSA%20Open%20House,%20new%20image.jpg",https://www.surrey.ca/city-government/26286.aspx,,,10/04/2018,17:00,Canada/Pacific,10/04/2018,20:00,Canada/Pacific,Parks and Environment,Public Meetings and Open Houses,South Surrey,,
9442e77c-1b93-4d47-bb97-ec066accc18e,Cloverdale Town Centre Plan Open House,Join us on June 14 to share your feedback on the draft updates to the Cloverdale Town Centre Plan,https://www.surrey.ca/images/cos-master/pageImages/Surrey_Open_House%20_Event.jpg,https://www.surrey.ca/city-government/26329.aspx,"Cloverdale Rodeo & Exhibition Association - Shannon Hall, 6050 176 St",http://cloverdalerodeo.com/contact-us/,14/06/2018,17:30,Canada/Pacific,14/06/2018,20:00,Canada/Pacific,Public Meetings and Open Houses,Cloverdale,,,
2884b3d5-3e8b-4b66-9ad5-947be22c2d16,Social Innovation Summit,Transform our times by engaging in the Surrey Social Innovation Summit.,https://www.surrey.ca/images/cos-master/pageImages/SocialInnovationSummitAttendees.jpg,https://www.surrey.ca/community/19760.aspx,"Surrey City Hall, 13450 104 Ave",,5/09/2018,12:00,Canada/Pacific,6/09/2018,14:45,Canada/Pacific,Business,Public Meetings and Open Houses,Whalley,,
b6931bc3-f9d2-4591-9655-9608e38951eb,Celebrate the Arts,Celebrate the arts with this free event that brings youth and seniors together!,https://www.surrey.ca/images/cos-master/pageImages/TeenWithSenior.jpg,https://www.surrey.ca/community/26031.aspx,"Guildford Recreation Centre, 15105 105 Ave",,29/03/2018,14:00,Canada/Pacific,29/03/2018,16:00,Canada/Pacific,Seniors,Youth,Guildford,,
