Business Name,Products or Services,Unit,Number,Street,Postal Code,Phone Number,No Of Employees,Town Centre,NAIC,NAIC Description,Latitude,Longitude
Eye Star,Retail Eyewear,1074,10355,152 St,V3R7C1,6045828843,5,GTC,446130,Optical Goods Stores,49.19192585,-122.8042654
Fraser Valley Wireless Inc,Retail -,107B,1711,152 St,V4A4N3,6045312500,4,SSTC,443110,"Appliance, Television & Other Electronics Stores",49.0331143,-122.801669
Flight Centre White Rock,Travel Agency,131,1711,152 St,V4A4N3,6045362103,5,SSTC,561510,Travel Agencies,49.0331143,-122.801669
Johnson Joan P,Shiatsu Massage,245,2121,152 St,V4A4P1,6045410838,2,SSTC,621390,Offices of Other Health Practitioners,49.04080035,-122.8014883
7-Eleven Canada Store #37866,Car Wash, ,10376,152 St,V3R4G8,7782411919,7,GTC,811192,Car Washes,49.19106581,-122.8005237
Homelife Benchmark Titus Realty,Real Estate,105,5477,152 St,V3S5A5,6045755262,64,NTC,531210,Offices of Real Estate Agents & Brokers,49.10316269,-122.8015849
Careville Pharmacy Fleetwood,Pharmacy,107,8927,152 St,V3R4E5,6046341074,2,FTC,446110,Pharmacies & Drug Stores,49.16515455,-122.8016812
Sleep Country Canada,Retail Merchant - 0 to 2 Employees,165,10040,152 St,V3R8X8,6045221717,5,GTC,442110,Furniture Stores,49.18477623,-122.800594
Tim Hortons (10376 - 152 St),Restaurant, ,10376,152 St,V3R4G8,6045817722,20,GTC,722110,Restaurants,49.19106581,-122.8005237
Select Mortgage Corp,Financial Planning/Consultant,404,1688,152 St,V4A4N2,6045317310,1,SSTC,522310,Mortgage & Non-Mortgage Loan Brokers,49.03243524,-122.8008931
Capital West Insurance Agencies,Autoplan Insurance Agency,105,6351,152 St,V3S3K8,6045435559,1,NTC,524210,Insurance Agencies & Brokerages,49.11798242,-122.8012761
Quizno's Subs #7833,Restaurant - No Alcohol,310,2670,152 St,V4P1M8,6045317702,3,SSTC,722110,Restaurants,49.05026809,-122.8009322
Peninsula Resort Retirement Living The,Retirement Residence, ,2088,152 St,V4A9Z4,6045382033,60,SSTC,531111,Lessors of Residential Buildings & Dwellings,49.03966889,-122.8009538
Brawn Karras & Sanderson,Professional Practitioner-Lawyer,309,1688,152 St,V4A4N2,6045425344,15,SSTC,541110,Offices of Lawyers,49.03243524,-122.8008931
Walmart #3098 LTC,Lottery Counter,1000,10355,152 St,V3R1N3,6045889179,1,GTC,453999,All Other Miscellaneous Store Retailers (except Beer & Wine Making Supplies Stores),49.19192585,-122.8042654
Iris Day Spa,"Esthetics, Holistic Health Care - Spa Therapy",A7,10160,152 St,V3R9W3,6045800399,3,GTC,621390,Offices of Other Health Practitioners,49.18699498,-122.8005135
Iris Day Spa,"Esthetics, Holistic Health Care - Spa Therapy",A7,10160,152 St,V3R9W3,6045800399,3,GTC,812115,Beauty Salons,49.18699498,-122.8005135
South Point Chiropractic,Chiropractor,205,2828,152 St,V4P1G6,6045352289,2,SSTC,621310,Offices of Chiropractors,49.05326246,-122.8009054
Macdonald Realty Ltd,Real Estate Office,100,2429,152 St,V4P1N4,6045422444,3,SSTC,531210,Offices of Real Estate Agents & Brokers,49.04616705,-122.8015081
Optimal Recovery Physiotherapy Clinic,Physiotherapy,101,8927,152 St,V3R4E5,6049513300,1,FTC,621340,"Offices of Physical, Occupational & Speech Therapists & Audiologists",49.16515455,-122.8016812
7-Eleven Canada Store #37886H,Gas Station, ,2377,152 St,V4A4P9,6045429739,5,SSTC,447110,Gasoline Stations with Convenience Stores,49.04504045,-122.8015084
7-Eleven Canada Store #37886H,Gas Station, ,2377,152 St,V4A4P9,6045429739,5,SSTC,811192,Car Washes,49.04504045,-122.8015084
Brandon's Nails & Skin Care,"Nail Salon,  Waxing,  Facials",1A,9965,152 St,V3R4G5,6045808836,7,GTC,812115,Beauty Salons,49.18379312,-122.8012729
Ronsons Shoe Stores Ltd (152 St),Retail - Shoes,150,1711,152 St,V4A4N3,6045366930,5,SSTC,448210,Shoe Stores,49.0331143,-122.801669
Crystal Hearing Center,Retail - Hearing Aids,141,1711,152 St,V4A4N3,6045418599,3,SSTC,446110,Pharmacies & Drug Stores,49.0331143,-122.801669
Metro Parking Ltd (1688 - 152 St),Parking Lot, ,1688,152 St, ,6046826754,1,SSTC,812930,Parking Lots & Garages,49.03243524,-122.8008931
South Surrey Cycles,Retail Bicycles,100,2055,152 St,V4A4N7,6045315004,5,SSTC,451110,Sporting Goods Stores,49.03923197,-122.8014323
Peoples Pharmacy 356,Retail Merchant - 0 to 2 Employees,113,10212,152 St,V3R6N7,6042912127,4,GTC,446110,Pharmacies & Drug Stores,49.18820963,-122.800629
Hoang Oanh 8,Video Rental, ,10218,152 St,V3R6N7,6045820018,1,GTC,451220,"Pre-Recorded Tape, Compact Disc & Record Stores",49.18835698,-122.8006344
Heathtown Vitamin,Nutrition,45,10330,152 St,V3R4G8,6045812030,1,GTC,446191,Food (Health) Supplement Stores,49.19027016,-122.8000928
South Point Counselling Group,Counselling Serv.,203,2828,152 St,V4P1G6,6045422412,5,SSTC,624190,Other Individual & Family Services,49.05326246,-122.8009054
Sullivan Medical Dental Clinic,Professional Practitioner-Medical,201,6355,152 St,V3S3K8,6045922242,1,NTC,621110,Offices of Physicians,49.11819888,-122.8013965
Regency 2000 Loans Inc,Auto Loans,153,10090,152 St,V3R8X8,6045825655,1,GTC,522291,Consumer Lending,49.18575463,-122.8005815
White Rock Health and Beauty Centre,Esthetician,115,1959,152 St,V4A9E3,6045064796,1,SSTC,812115,Beauty Salons,49.03727504,-122.8014669
BBQ King Delight Inc,Restaurant,A,8973,152 St,V3R4E5,6045814069,1,FTC,722110,Restaurants,49.16573945,-122.8018043
Sapporo Kitchen,Restaurant,1,1625,152 St,V4A4X3,6045380773,15,SSTC,722110,Restaurants,49.03240001,-122.8016914
Adryon Hutton RMT,Massage Therapy (RMT),301,3091,152 St,V4P3K1,6045915569,1,SSTC,621370,Offices of Massage Therapists,49.05795415,-122.8021376
TD Canada Trust (5606 - 152 St),Bank, ,5606,152 St,V3S3K2,6045756890,17,NTC,522111,Personal & Commercial Banking Industry,49.10478232,-122.800621
Bayshore Home Health Inc,Health Care Consult.,206,2828,152 St,V4P1G6,6045316111,150,SSTC,624190,Other Individual & Family Services,49.05326246,-122.8009054
Blenz Coffee,Coffee Shop,102,1711,152 St,V4A4N3,6045319515,3,SSTC,722110,Restaurants,49.0331143,-122.801669
Windsor Square Dental Centre,Dental Office,265,1959,152 St,V4A9E3,6045381204,5,SSTC,621210,Offices of Dentists,49.03727504,-122.8014669
Boardwalk  Hearing,Retail Hearing Aids,101,2055,152 St,V4A4N7,6046448995,1,SSTC,446110,Pharmacies & Drug Stores,49.03923197,-122.8014323
Phenomena Hair Design,Hairdressing,130,5620,152 St,V3S3K2,7785711516,3,NTC,812115,Beauty Salons,49.10489636,-122.8006262
Stark Podiatric Corp Dr Steven D,Podiatry Office,111,1959,152 St,V4A9E3,6045417666,3,SSTC,621110,Offices of Physicians,49.03727504,-122.8014669
Tim Hortons (1767 - 152 St),Retail Coffee & Gifts,1,1767,152 St,V4A4N3,6045315111,20,SSTC,722110,Restaurants,49.03378679,-122.801643
Starbucks Coffee (2670 - 152 St),"Retail Coffee, Restaurant",300,2670,152 St,V4P1M8,2063188705,15,SSTC,722110,Restaurants,49.05026809,-122.8009322
Coastal Hand Clinic Inc,Hand Therapy Clinic,230,5620,152 St,V3S3K2,7785712882,7,NTC,621340,"Offices of Physical, Occupational & Speech Therapists & Audiologists",49.10489636,-122.8006262
Limbers Clothing Inc,Retail Dancewear,150,5620,152 St,V3S3K2,6045758725,4,NTC,451110,Sporting Goods Stores,49.10489636,-122.8006262
Physiomoves Physiotherapy Clinic,"Physiotherapy, Massage Therapy - Registered Massage Therapy",110,5620,152 St,V3S3K2,6045757477,10,NTC,621340,"Offices of Physical, Occupational & Speech Therapists & Audiologists",49.10489636,-122.8006262
Physiomoves Physiotherapy Clinic,"Physiotherapy, Massage Therapy - Registered Massage Therapy",110,5620,152 St,V3S3K2,6045757477,10,NTC,621370,Offices of Massage Therapists,49.10489636,-122.8006262
"JAK""""S Beer Wine & Spirits",Liquor Store,A,9082,152 St,V3R4E7,6045801447,6,FTC,445310,"Beer, Wine & Liquor Stores",49.16791232,-122.8009788
Jack's Pub,Neighbourhood Pub,B,9082,152 St,V3R4E7,6045316953,16,FTC,722410,Drinking Places,49.16791232,-122.8009788
Fraser Valley Wireless,Retail,820,3041,152 St,V4P3K1,6045312500,4,SSTC,443110,"Appliance, Television & Other Electronics Stores",49.05731993,-122.8020893
Thrifty Foods Retail Support Centre - Surrey,Wrhse. - Foods,UNIT,5355,152 St,V3S5A5,7785712138,45,NTC,493190,Other Warehousing & Storage,49.10013474,-122.8014985
Bravo Apparel Inc,Pedlar,105,5433,152 St,V3S5A5,6047606416,1,NTC,454390,Other Direct Selling Establishments,49.1005229,-122.8014712
Dr Tajinder Lalli Chiropractic Corporation,Professional Practitioner-Chiropractor,140,5620,152 St,V3S3K2,7785712911,3,NTC,621310,Offices of Chiropractors,49.10489636,-122.8006262
Salveen Lalli Physiotherapist Corporation,Physiotherapist,140,5620,152 St,V3S3K2,7785712911,1,NTC,621340,"Offices of Physical, Occupational & Speech Therapists & Audiologists",49.10489636,-122.8006262
Ladymarc Filipino Store,Video Rental,-116,10200,152 St,V3R6N7,7783950078,3,GTC,445110,Supermarkets & Other Grocery (except Convenience) Stores,49.18795424,-122.800627
Ladymarc Filipino Store,Video Rental,-116,10200,152 St,V3R6N7,7783950078,3,GTC,523130,Commodity Contracts Dealing,49.18795424,-122.800627
Ladymarc Filipino Store,Video Rental,-116,10200,152 St,V3R6N7,7783950078,3,GTC,532230,Video Tape & Disc Rental,49.18795424,-122.800627
Ladymarc Filipino Store,Video Rental,-116,10200,152 St,V3R6N7,7783950078,3,GTC,811490,Other Personal & Household Goods Repair & Maintenance,49.18795424,-122.800627
Village Farms Canada Limited Partnership,Produce Distribution Centre, ,5355,152 St,V3S5A5,6049406012,1,NTC,413150,Fresh Fruit & Vegetable Wholesaler-Distributors,49.10013474,-122.8014985
Peninsula Crossing Animal Hospital,Veterinarian, ,2382,152 St,V4A4N9,6045417374,7,SSTC,541940,Veterinary Services,49.04525886,-122.8009386
Kwan Dr Herman C,Professional Practitioner-Medical,300,2099,152 St,V4A4N7,6045361801,2,SSTC,621110,Offices of Physicians,49.03988819,-122.8014286
Ocean Pointe Business Centre Ltd,Administration Office,404,1688,152 St,V4A4N2,6045422445,3,SSTC,541611,Administrative Management & General Management Consulting Services,49.03243524,-122.8008931
P H L Capital Corp,Mortgage Broker,216,5455,152 St,V3S5A5,6017109525,1,NTC,522310,Mortgage & Non-Mortgage Loan Brokers,49.10286186,-122.8015691
Taurus Commercial Real Estate Services Ltd,Real Estate,200,5446,152 St,V3S5J9,6045341688,3,NTC,531210,Offices of Real Estate Agents & Brokers,49.10133068,-122.8007367
North Bluff Auto Ltd,Automotive Repair Service, ,2025,152 St,V4A4N7,6045313056,4,SSTC,811111,General Automotive Repair,49.03877252,-122.8014624
Black Press Group Ltd,Printer/Publisher,102,5460,152 St,V3S5J9,6045752744,1,NTC,323119,Other Printing,49.10214832,-122.7997339
Raymond S Bonter Designer Ltd,Home Design,88,1959,152 St,V4A9E3,6045353322,2,SSTC,541340,Drafting Services,49.03727504,-122.8014669
Pharmasave Health Centre #1000,Retail - Pharmacy,101,1688,152 St,V4A4N2,6045386334,6,SSTC,446110,Pharmacies & Drug Stores,49.03243524,-122.8008931
Aquatrans Distributors Inc,Transportation Logistics,105,5355,152 St,V3S5A5,6045758792,34,NTC,541611,Administrative Management & General Management Consulting Services,49.10013474,-122.8014985
Chevron Gas Station,"Gas Station, Retail", ,7177,152 St,V3S8A5,6045906953,7,NTC,447110,Gasoline Stations with Convenience Stores,49.13327693,-122.8014072
Ethereal Nail and Beauty,Esthetician,107,1688,152 St,V4A4N2,6045316889,3,SSTC,812115,Beauty Salons,49.03243524,-122.8008931
Wal Mart Portrait Studio 23098,Photographer/Videographer,1000,10355,152 St,V3R7C3,3142443892,4,GTC,541920,Photographic Services,49.19192585,-122.8042654
Aru Spa & Salon,"Hair Salon/Barber,Esthetician", ,2068,152 St,V4A4N8,6045360788,42,SSTC,812115,Beauty Salons,49.03946984,-122.8009537
Cobs Bread,Bakery,1284,10355,152 St,V3R7B7,6046859988,19,GTC,445291,Baked Goods Stores,49.19192585,-122.8042654
Dr. Jay Nagamatsu Inc,Professional Practitioner-Dentist,310,1959,152 St,V4A9E3,6045353028,12,SSTC,621210,Offices of Dentists,49.03727504,-122.8014669
Omega Pizza & Wings,Take-Out Restaurant,5,9965,152 St,V3R4G5,6045840341,4,GTC,722110,Restaurants,49.183793,-122.801273
Baskin Robbin,Restaurant,101,6351,152 St,V3S3K8,6045976498,4,NTC,722110,Restaurants,49.11798242,-122.8012761
South Point Pub & Liquor Store,Liquor Store, ,3020,152 St,V4P3N7,6045413680,45,SSTC,445310,"Beer, Wine & Liquor Stores",49.0572222,-122.8008502
Adisa Benefit Solutions Inc,Insurance & Financial Planning,203,1959,152 St,V4A9E3,6045383445,2,SSTC,524210,Insurance Agencies & Brokerages,49.03727504,-122.8014669
Dasarang Chicken,Korean Restaurant,A,10320,152 St,V3R4G8,6045821919,10,GTC,722110,Restaurants,49.19010913,-122.8005972
Johnston Meier Insurance Agencies Group,Insurance Agent,102,1750,152 St,V4A7Z7,6045388833,6,SSTC,524210,Insurance Agencies & Brokerages,49.03414465,-122.8009727
Relate Interns,Business School, ,6788,152 St,V3S3L4,6045998989,10,NTC,611410,Business & Secretarial Schools,49.1257959,-122.8006767
Thuy Hair Design & Permanent Make-Up Specialist,Hair Salon/Barber,A6,10160,152 St,V3R9W3,6045834079,1,GTC,812114,Barber Shops,49.18699498,-122.8005135
Thuy Hair Design & Permanent Make-Up Specialist,Hair Salon/Barber,A6,10160,152 St,V3R9W3,6045834079,1,GTC,812115,Beauty Salons,49.18699498,-122.8005135
Royal Bank Of Canada,Financial Agent,118,5455,152 St,V3S5A5,6045753380,20,NTC,522291,Consumer Lending,49.10286186,-122.8015691
Anna Kristina Boutique,"Retail - Ladies,Retail Merchant - 3 to 5 Employees",119,1711,152 St,V4A4N3,6045368873,5,SSTC,448120,Women's Clothing Stores,49.0331143,-122.801669
Hillcrest Decorating Centre,Retail Merchant,106,2055,152 St,V4A4N7,6045313811,4,SSTC,444120,Paint & Wallpaper Stores,49.03923197,-122.8014323
Fatburger White Rock,Resturant,101,1750,152 St,V4A7Z7,7782941500,10,SSTC,722110,Restaurants,49.03414465,-122.8009727
Freshslice,Restaurant - No Alcohol,145,1711,152 St,V4N4N3,6046492026,1,SSTC,722110,Restaurants,49.0331143,-122.801669
Dairy Queen Grill & Chill,Restaurant - No Alcohol, ,5630,152 St,V3S5K2,6045758330,14,NTC,722110,Restaurants,49.10523388,-122.8004471
Fusion Beauty,"Nail/Waxing Salon,Hair Salon",,10310,152 St,V3R4G8,6045888667,1,GTC,446120,"Cosmetics, Beauty Supplies & Perfume Stores",49.18955005,-122.8005314
Fusion Beauty,"Nail/Waxing Salon,Hair Salon",,10310,152 St,V3R4G8,6045888667,1,GTC,812115,Beauty Salons,49.18955005,-122.8005314
Ronsons  Rack,Retail - Shoes,147,1711,152 St,V4A4N3,6045366930,5,SSTC,448210,Shoe Stores,49.0331143,-122.801669
Save On Foods #903 Lottery Ticket Centre,Lottery, ,3033,152 St,V4P3K1,6045420649,4,SSTC,453999,All Other Miscellaneous Store Retailers (except Beer & Wine Making Supplies Stores),49.05707032,-122.8020864
Sushi Tengoku,Food Primary-Class B Dining Lounge, ,10194,152 St,V3R6N7,6045849787,10,GTC,722110,Restaurants,49.1876798,-122.8006362
Rewind Consignment,Retail Merchant - 3 to 5 Employees, ,1959,152 St,V4A9E3,7782941823,5,SSTC,453999,All Other Miscellaneous Store Retailers (except Beer & Wine Making Supplies Stores),49.03727504,-122.8014669
Gymboree Inc # 742,Retail Merchant - 3 to 5 Employees,1171,10355,152 St,V3R7C1,4152787000,7,GTC,448130,Children's & Infants' Clothing Stores,49.19192585,-122.8042654
Evergreen Medical Centre,Professional Practitioner-Medical, ,8960,152 St,V3R4E4,6045888181,7,FTC,621110,Offices of Physicians,49.16545001,-122.800771
Annu Pratap-Kliem Massage Therapy,Massage Therapy (RMT),108,2055,152 St,V4A4N7,6045313631,1,SSTC,621370,Offices of Massage Therapists,49.03923197,-122.8014323
Chartwell Financial Group,Insurance Agency,100,5455,152 St,V3S5A5,6045967188,8,NTC,524210,Insurance Agencies & Brokerages,49.10286186,-122.8015691
Everything Financial Consultants Inc,Financial Planning/Consultant,210,9547,152 St,V3R5Y5,6046340636,5,FTC,541611,Administrative Management & General Management Consulting Services,49.17590414,-122.8012833
Leonis Management & Consultants Ltd,Property Management Office,108,5455,152 St,V3S5A5,6045755474,5,NTC,531310,Real Estate Property Managers,49.10286186,-122.8015691
CWPC Property Consultant Ltd,Real Estate Appraisal/Building Insp Serv,203,5455,152 St,V3S5A5,6045838889,11,NTC,531320,Offices of Real Estate Appraisers,49.10286186,-122.8015691
M D Insurance Agency Limited,Insurance Agent,209,5455,152 St,V3S5A5,7785711447,1,NTC,524210,Insurance Agencies & Brokerages,49.10286186,-122.8015691
M D Insurance Agency Limited,Insurance Agent,209,5455,152 St,V3S5A5,7785711447,1,NTC,541611,Administrative Management & General Management Consulting Services,49.10286186,-122.8015691
Pacifica Partners Capital Management,Financial Planning/Consultant,213,5455,152 St,V3S5A5,6045768908,5,NTC,541611,Administrative Management & General Management Consulting Services,49.10286186,-122.8015691
Elements of Balance Wellness Ltd,Massage Therapy (RMT),206,5460,152 St,V3S5J9,6045769996,1,NTC,621370,Offices of Massage Therapists,49.10214832,-122.7997339
D S G Tag Systems Inc,Sales/Marketing Office,214,5455,152 St,V3S5A5,6045753848,1,NTC,541619,Other Management Consulting Services,49.10286186,-122.8015691
Crossroads Mobility Solutions Ltd,Retail,110,9547,152 St,V3R5Y5,7783952221,3,FTC,453999,All Other Miscellaneous Store Retailers (except Beer & Wine Making Supplies Stores),49.17590414,-122.8012833
Impark,Parking Lot, ,1959,152 St,V4A9E3,6044206446,1,SSTC,812930,Parking Lots & Garages,49.03727504,-122.8014669
Drs R & K French Inc,Professional Practitioner-Medical,240,5620,152 St,V3S3K2,6049304723,3,NTC,621110,Offices of Physicians,49.10489636,-122.8006262
Merle Norman Cosmetics and Spa,"Retail, Esthetician",138,1711,152 St,V4A4N3,7782944944,5,SSTC,446120,"Cosmetics, Beauty Supplies & Perfume Stores",49.0331143,-122.801669
Merle Norman Cosmetics and Spa,"Retail, Esthetician",138,1711,152 St,V4A4N3,7782944944,5,SSTC,812115,Beauty Salons,49.0331143,-122.801669
Stitch It Canada's Tailor Inc,Alterations,107C,1711,152 St,V4A4N3,6045352242,3,SSTC,315999,Dressmaking & Tailoring,49.0331143,-122.801669
Coastal Pacific Xpress Inc,"Cold Storage/Warehouse Distribution,Administration Office", ,5355,152 St,V3S5A5,6045750983,80,NTC,493120,Refrigerated Warehousing & Storage,49.10013474,-122.8014985
Coastal Pacific Xpress Inc,"Cold Storage/Warehouse Distribution,Administration Office", ,5355,152 St,V3S5A5,6045750983,80,NTC,541611,Administrative Management & General Management Consulting Services,49.10013474,-122.8014985
Kin's Farm Market,Produce Retail,101,2990,152 St,V4P3N7,6045386872,22,SSTC,445230,Fruit & Vegetable Markets,49.05622799,-122.8008926
Peter's Shoe Repair,Shoe Repair Service,138A,1711,152 St,V4A4N3,6045315251,1,SSTC,811490,Other Personal & Household Goods Repair & Maintenance,49.0331143,-122.801669
Sandcastle Fitness Club,Fitness facility,200,1938,152 St,V4A4N6,6045316255,8,SSTC,713940,Fitness & Recreational Sports Centres,49.03724945,-122.8009197
R T Tires & Wheels Ltd,Retail,A,2101,152 St,V4A4N7,6045350262,3,SSTC,441320,Tire Dealers,49.04016995,-122.8014388
Beehive Lock & Safe,Locksmith & novelty store, ,8970,152 St,V3R4E4,6045894221,1,FTC,561622,Locksmiths,49.16565503,-122.8011467
Van Tech,Property Management, ,10246,152 St,V3R6N7,6049366473,1,GTC,531310,Real Estate Property Managers,49.18851006,-122.8005438
Panda Szechuan,Food Primary-Class B Dining Lounge,450,3099,152 St,V4P3K1,6045351555,20,SSTC,722110,Restaurants,49.05809016,-122.8021367
Don Wotherspoon & Associates Ltd,Insurance Office,302,9014,152 St,V3R4E7,6045833367,10,FTC,524210,Insurance Agencies & Brokerages,49.16697429,-122.7992408
Coast Capital Savings Credit Union,Financial Institution,1,10118,152 St,V3R7B7,6045814411,21,GTC,522111,Personal & Commercial Banking Industry,49.18645457,-122.8005336
Clancy's Meat Co,Retail - Meats,102,2990,152 St,V4P3N7,6045364237,2,SSTC,445210,Meat Markets,49.05622799,-122.8008926
Saklas and Co,Accounting Practice,200,2121,152 St,V4A4P1,6045312292,6,SSTC,541212,Offices of Accountants,49.04080035,-122.8014883
Mind Body Soul Clinical Hypnotherapy,Hypnotherapy,203,2828,152 St,V4P1G6,6045029716,1,SSTC,624190,Other Individual & Family Services,49.05326246,-122.8009054
Watkins Odendaal,Chartered Accountant,300,1959,152 St,V4A9E3,6045314123,3,SSTC,541212,Offices of Accountants,49.03727504,-122.8014669
Papa John's Pizza Surrey,Restaurant,A1,10320,152 St,V3R4G8,6045525955,10,GTC,722512,Limited-service eating places,49.19010913,-122.8005972
Safeway #4920 LTC,Retail, ,8870,152 St,V3R4E4,6045313126,1,FTC,445110,Supermarkets & Other Grocery (except Convenience) Stores,49.16332387,-122.8011913
Weeks Insurance & Financial Services Inc,Insurance Agency,101,2982,152 St,V4P3N7,6045313599,6,SSTC,524210,Insurance Agencies & Brokerages,49.05569682,-122.8009088
Insightful Wealth Group - Manulife Securities Incorporated,Financial Planning/Consultant,309,5455,152 St,V3S5A5,6045756911,2,NTC,541611,Administrative Management & General Management Consulting Services,49.10286186,-122.8015691
Time Education Inc,"Tutoring for math,chemistry, calculus & physics",205,1990,152 St,V4A4N6,6045982889,1,SSTC,611650,Tutorial Services,49.03807582,-122.8005191
Ed Edwards R D,Denturist,132,1711,152 St,V4A4N3,6045366711,1,SSTC,621380,Offices of Denturists,49.0331143,-122.801669
Diamond Parking Ltd,Parking Lot Enforcement, ,10310,152 St,V3R4G8,6046818797,2,GTC,812930,Parking Lots & Garages,49.18955005,-122.8005314
Abilities Neurological Rehabilition,Physiotherapy CLinic,207,5460,152 St,V3S5J9,6778552317,7,NTC,621340,"Offices of Physical, Occupational & Speech Therapists & Audiologists",49.10214832,-122.7997339
First World Vision Academy Ltd,Education,205,10090,152 St,V3R8X8,6045885857,6,GTC,611650,Tutorial Services,49.18575463,-122.8005815
Sakura,Women's Apparel,2359,10355,152 St,V3R7B9,6045849288,7,GTC,448120,Women's Clothing Stores,49.19192585,-122.8042654
Fraser Campbell Property Management Ltd,Property Management,210,5500,152 St,V3S5J9,6045853276,6,NTC,531310,Real Estate Property Managers,49.10292455,-122.8000821
Murchie's Tea & Coffee (2007) Ltd,Restaurant,136,1711,152 St,V4A4N3,6045411066,1,SSTC,722110,Restaurants,49.0331143,-122.801669
Telus Retail Limited,"Radio, Television, and Other Electronics Stores",1150,10355,152 St,V3R7B9,4164550949,7,GTC,443110,"Appliance, Television & Other Electronics Stores",49.19192585,-122.8042654
D L Safety Consulting Ltd,Traffic Control,110,5477,152 St,V3S5A5,6045692005,6,NTC,488490,Other Support Activities for Road Transportation,49.10316269,-122.8015849
Wet Nail Bar,Nail salon,102,2982,152 St,V4P3N7,6045365589,5,SSTC,812115,Beauty Salons,49.05569682,-122.8009088
Melanie Lyne,Retail - Ladies,320,3091,152 St,V4P3K1,6045311807,10,SSTC,448120,Women's Clothing Stores,49.05795415,-122.8021376
Guildford Acupuncture And Herb Clinic,Acupuncture,45,10330,152 St,V3R4G8,6045871075,1,GTC,621360,Offices of Acupuncturists & Acupressurists,49.19027016,-122.8000928
Homesense # 084,Retail merchant,7,3091,152 St,V4P3K1,6045350189,32,SSTC,452110,Department Stores,49.05795415,-122.8021376
Turner Inc Dr Mark O,Professional Practitioner-Medical,241,1959,152 St,V4A9E3,6045315781,2,SSTC,621110,Offices of Physicians,49.03727504,-122.8014669
Yolo Medical Inc,Sales/Marketing Office,245,1959,152 St,V4A9E3,6045422200,7,SSTC,541611,Administrative Management & General Management Consulting Services,49.03727504,-122.8014669
C S Diamond Jewellers Ltd,Retail Merchant, ,10220,152 St,V3R6N7,6045897288,1,GTC,448310,Jewellery Stores,49.18841335,-122.8006362
Freedom Mobile Inc,Retail Cellular phone & service,KIOS,10355,152 St,V3R7C1,8874595377,7,GTC,443110,"Appliance, Television & Other Electronics Stores",49.19192585,-122.8042654
Mark's Work Wearhouse,Retail Merchant - Clothing & Footwear, ,10191,152 St,V3R4G6,6045820422,17,GTC,448199,All Other Clothing Stores,49.18765337,-122.8012983
Bay The,Retail Merchant - Department Store,1400,10355,152 St,V3R7B7,6045882111,152,GTC,452110,Department Stores,49.19192585,-122.8042654
She's Fit Health Club (White Rock) Ltd,Fitness Club,251,1959,152 St,V4A9E3,6045355411,6,SSTC,713940,Fitness & Recreational Sports Centres,49.03727504,-122.8014669
PriceSmart #2235,Retail Merchant - Supermarket, ,1641,152 St,V4A4N3,6045364522,163,SSTC,445110,Supermarkets & Other Grocery (except Convenience) Stores,49.0325256,-122.8016893
Dashiwa Sushi,Sushi take-out,103,6351,152 St,V3S3K8,6045070811,1,NTC,722110,Restaurants,49.11798242,-122.8012761
Community Therapists Inc,Occupational Therapy, ,9014,152 St,V3R4E7,6046819293,1,FTC,621340,"Offices of Physical, Occupational & Speech Therapists & Audiologists",49.16697429,-122.7992408
Vancouver City Savings Credit Union,Credit Union,104,1790,152 St,V4A7Z7,6048777000,16,SSTC,522130,Local Credit Unions,49.03448945,-122.8009737
Kimberley Jewellers,Retail Sales - Jewellery, ,1728,152 St,V4A4N4,6045316626,2,SSTC,448310,Jewellery Stores,49.03336892,-122.8009293
Dr Z Strauts Laser & Vein Clinic,Professional Practitioner-Medical,136,1959,152 St,V4A9E3,6045411053,4,SSTC,621110,Offices of Physicians,49.03727504,-122.8014669
Hanaya Japanese Restaurant, Restaurant,106,2828,152 St,V4P1G6,6045426311,1,SSTC,722110,Restaurants,49.05326246,-122.8009054
Starbucks Coffee #4406,Coffee shop,700,3065,152 St,V4P3K1,6047089233,15,SSTC,445291,Baked Goods Stores,49.05776504,-122.8013386
Starbucks Coffee #4406,Coffee shop,700,3065,152 St,V4P3K1,6047089233,15,SSTC,722110,Restaurants,49.05776504,-122.8013386
South Point Dental Centre,Professional Practitioner-Dentist,830,3041,152 St,V4P3K1,6045358880,14,SSTC,621210,Offices of Dentists,49.05731993,-122.8020893
Childcare International Society,Charitable Society/Organization,204,5460,152 St,V3S5J9,6045417900,6,NTC,813990,Other Membership Organizations,49.10214832,-122.7997339
Bob Shivji Guildford Denture Clinic Inc,Dental Mechanic,A,10246,152 St,V3R6N7,6045885211,10,GTC,621380,Offices of Denturists,49.18851006,-122.8005438
Mr. Pei Restaurant,Restaurant, ,1724,152 St,V4A4N4,6045356862,6,SSTC,722110,Restaurants,49.03328144,-122.8009368
Florens Haircut,Hair Design & Permanent Make Up Specialist,A6,10160,152 St,V3R9W3,6045837899,6,GTC,812115,Beauty Salons,49.18699498,-122.8005135
Family Dental Centre,Professional Practitioner-Dentist,1250,10355,152 St,V3R7B7,6045849988,15,GTC,621210,Offices of Dentists,49.19192585,-122.8042654
Reading Town White Rock,English learning centre for children,200,1812,152 St,V4A4N5,6045318975,8,SSTC,611690,All Other Schools & Instruction,49.03508252,-122.8008684
