SUPPLIER NAME, AGGREGATE AMOUNT PAID TO SUPPLIER 
ORION FIRE DISTRIBUTION LTD.,"25,273.41"
OVERHEAD DOOR COMPANY,"147,815.31"
PACHENA PROPERTIES LTD.,"103,950.00"
PACIFIC BARK BLOWERS INC.,"27,390.30"
PACIFIC COAST HEAVY TRUCK GROUP,"181,873.06"
PACIFIC FLOW CONTROL LTD.,"121,050.07"
PACIFIC SURREY CONSTRUCTION LTD.,"436,451.56"
PALADIN SECURITY GROUP LTD.,"259,524.08"
PALMIERI BROS. PAVING LTD.,"28,077.00"
PANARAMA TECHNOLOGIES LTD.,"40,139.67"
PANORAMA STATION,"391,015.34"
PARA SPACE LANDSCAPING INC.,"58,961.76"
PARAGON ENGINEERING LTD.,"205,080.21"
PARKTORIA TECHNOLOGIES LTD.,"31,932.28"
PARSONS BRINCKERHOFF HALSALL INC.,"53,532.48"
PARSONS INC.,"48,562.01"
PARTNERSHIPS BRITISH COLUMBIA,"522,543.32"
PATTISON OUTDOOR ADVERTISING L.P.,"30,666.42"
"PAUL MAXIM, CONSULTANT","47,250.00"
"PAYMENTS TO SUPPLIERS WHO RECEIVED AGGREGATE PAYMENTS EXCEEDING $25,000","397,022,325.92"
PBX ENGINEERING LTD.,"55,656.31"
PCI KING GEORGE DEVELOPMENTS INC.,"102,587.52"
PCL CONSTRUCTORS WESTCOAST INC,"9,441,986.48"
PCM PROPERTY SERVICES INC.,"52,978.54"
PEDRE CONTRACTORS LTD.,"5,417,437.19"
PEEL'S NURSERIES LTD.,"50,718.65"
PEERS EMPLOYMENT & EDUCATION RESOURCES INC,"103,653.98"
PERFORMANCE ELECTRIC LTD.,"45,201.16"
PERFORMANCE VISUAL WORKS INC,"26,049.71"
"PETER CLAIR, INSTRUCTOR","41,256.87"
PHOENIX TENT AND EVENT RENTALS,"86,187.48"
PIEDMONT SHEET METAL (1997) LTD.,"27,131.40"
PIER 16 HOMES LTD.,"39,613.95"
PILLAR COUPE CONSULTING.,"35,689.50"
PIT STOP PORTABLE TOILET SERVICES LTD. BC,"30,401.41"
PITNEY BOWES,"63,930.64"
PITNEYWORKS,"505,000.04"
PIVOTAL PROJECTS INCORPORATED,"308,426.92"
PLASTICS SOLUTIONS CANADA INC.,"64,522.48"
PNR RAILWORKS INC.,"473,314.48"
POLYCRETE RESTORATIONS LTD.,"180,538.14"
POLYGON DEVELOPMENTS 194 LTD.,"57,221.48"
PORTAL VILLAGE MANAGEMENT LTD.,"28,033.84"
PRAIRIECOAST EQUIPMENT,"121,174.80"
PRECISION FIBRE STRUCTURES INC.,"185,577.00"
PRECISION SERVICE & PUMPS INC.,"30,838.29"
PREMIER PACIFIC SEEDS LTD.,"46,289.44"
PRICEWATERHOUSE COOPERS LLP CHARTERED ACCOUNTANTS,"254,593.50"
PRINTHINK SOLUTIONS INC,"151,707.29"
PRO ACTIVE HAZMAT & ENVIRONMENTAL,"45,131.70"
PRO QUALITY LOCKSMITH CO.,"42,728.55"
PRO SOUND & STAGE LIGHTING LTD.,"28,698.01"
PROFIRE EMERGENCY EQUIPMENT INC.,"109,191.61"
PROGRESSIVE FENCE INSTALLATIONS LTD.,"269,507.70"
PROPER LANDSCAPING INC.,"445,153.63"
PROSHOW AUDIOVISUAL BROADCAST,"39,293.63"
PROSTAR PAINTING AND RESTORATION LTD,"45,262.07"
PURAN CONSTRUCTION (1997) LTD.,"69,159.30"
PURPLE FORGE CORP,"56,175.00"
PW TRENCHLESS CONSTRUCTION INC.,"1,523,719.36"
QUADRAZEN INC.,"29,176.88"
QUADRI PROPERTIES LTD.,"75,178.22"
R. AND L. BIO-PEST CONTROL LTD.,"55,662.56"
R.F. BINNIE & ASSOCIATES LTD.,"1,794,840.08"
RAINBOW PAVING LTD.,"447,509.64"
RAINCOAST APPLIED ECOLOGY,"94,263.71"
RAYBERN ERECTORS LTD.,"86,506.76"
RAZOR MANUFACTURING LTD.,"43,966.54"
READ JONES CHRISTOFFERSEN LTD.,"50,882.31"
RECEIVER GENERAL FOR CANADA,"94,740,148.61"
RECOLLECT SYSTEMS INC.,"29,117.76"
RECTEC INDUSTRIES INC.,"607,475.93"
REPUBLIC OF QUALITY,"61,503.75"
RESHAPE INFRASTRUCTURE STRATEGIES LTD.,"26,223.77"
RESOLUTION REPROGRAPHICS LTD.,"60,685.16"
RETHINK COMMUNICATIONS INC.,"33,952.13"
RIADA SALES INC.,"248,659.24"
RICHCO CONTRACTING LTD.,"1,252,186.63"
RICOH CANADA INC,"68,848.83"
RISKWIDE CONSULTING INC,"34,308.75"
RJS PAINTING & WALLCOVERING LIMITED,"96,344.75"
ROADWAY TRAFFIC PRODUCTS LTD.,"250,953.31"
ROARON CONSTRUCTION LIMITED,"32,122.50"
"ROBERT DAVIDSON, ARTIST","60,760.00"
ROCK MECHANICAL INC.,"33,506.91"
ROCKY MOUNTAIN PHOENIX,"208,243.45"
ROGAD CONSTRUCTION(2006) LTD.,"175,281.63"
ROLLINS MACHINERY LIMITED,"309,485.46"
RONA HOME CENTRE ,"34,527.44"
RONA REVY INC.,"30,023.93"
RONCO PRODUCTS INC.,"26,743.42"
ROPER GREYELL LLP,"86,792.17"
ROSS MORRISON ELECTRICAL LTD.,"29,247.75"
ROYAL CANADIAN MOUNTED POLICE,"38,586.38"
ROYAL CITY FIRE SUPPLIES LTD.,"29,128.45"
ROYAL CITY YOUTH BALLET,"48,633.00"
ROYAL LEPAGE NORTHSTAR REALTY,"42,000.00"
ROYAL PRINTERS LTD.,"65,436.00"
RUTH BEER & CHARLOTTE WALL,"59,279.95"
RWDI AIR INC.,"51,276.69"
SAFE GUARD FENCE LTD.,"95,032.51"
SANDPIPER CONTRACTING LLP,"1,047,614.25"
SAVE ON FOODS ,"26,094.16"
SBC INSURANCE AGENCIES LTD.,"39,665.35"
SCALAR DECISIONS INC.,"267,637.84"
SCANCORE LIMITED,"650,761.50"
SCHINDLER ELEVATOR CORPORATION,"111,631.78"
SCHOOL DISTRICT (NO. 36),"63,337.00"
SCHREIBER PURE INGENUITY,"39,959.59"
SEA TO SKY TRANSFER,"157,918.46"
SELECT PROJECT MANAGEMENT LTD.,"206,170.20"
SEMIAHMOO ARTS SOCIETY,"38,229.62"
"SEMIAHMOO ARTS, COMMUNITY ARTS","28,473.06"
SEMIAHMOO BULLDOZING & TRUCKING LTD.,"121,844.65"
SENSUS COMMUNICATION SOLUTIONS INC,"78,151.78"
SENTINEL SECURITY SOLUTIONS INC.,"105,696.20"
"SERVICENOW, INC.","327,406.42"
SHADES TANKERS (1976) LTD.,"86,807.18"
SHANAHAN'S BUILDING PRODUCTS DIV OF SHANAHANS LTD PARTNERSH,"37,224.54"
SHAPE ARCHITECTURE INC.,"82,071.14"
SHAPIRO HANKINSON & KNUTSON LAW CORP,"49,954.70"
"SHAW BUSINESS, A DIVISION OF SHAW TELECOM G.P","31,688.21"
SHAW CABLESYSTEMS G.P.,"69,548.00"
SHERATON VANCOUVER GUILDFORD HOTEL,"39,933.43"
SHERINE INDUSTRIES LTD.,"105,544.19"
SHOWMAX EVENT PRODUCTION SERVICES,"26,140.10"
SIMON FRASER UNIVERSITY,"146,206.02"
SINGH TRUCKING LTD.,"45,881.41"
SINGLETON URQUHART LLP,"111,130.37"
SIRSI CORP DBA: SIRSIDYNIX,"68,910.24"
SITE ECONOMICS LTD.,"31,500.00"
SKYE CONSULTING,"69,722.49"
SMAK MEDIA AND PROMOTIONS INC,"31,000.00"
SMEAL FIRE APPARATUS CO.,"375,660.00"
SMITH-CAMERON PUMP SOLUTIONS,"56,003.98"
SMS EQUIPMENT INC.,"61,338.89"
SOFTCHOICE CORPORATION,"153,269.74"
"SOLARWINDS, INC.","42,297.09"
SOLTERRA (72ND AVE) LP,"65,079.84"
SOURCE OFFICE FURNISHINGS & SYSTEMS LTD.,"40,590.34"
SOUTH COAST BRITISH COLUMBIA TRANSPORTATION AUTHORITY,"116,558.55"
SOUTHERN RAILWAY OF BC LTD.,"143,658.14"
SOUTHWESTERN FLOWTECH & ENVIRONMENTAL LTD.,"54,153.75"
SPACE2PLACE DESIGN INC.,"35,232.50"
SPECIMEN TREES WHOLESALE NURSERIES LTD.,"163,628.33"
SPICERS CANADA LTD.,"147,755.83"
SPORT MEDICINE COUNCIL OF B.C.,"30,217.80"
STAK FITNESS,"179,251.49"
STANTEC CONSULTING LTD.,"641,083.95"
STAR RENTALS LTD.,"34,371.44"
STEELE SECURITY INC.,"30,832.21"
STEELE'S GARAGE,"70,169.55"
STEER DAVIES & GLEAVE NORTH AMERICA INCORPORATED,"146,984.54"
"STEFAN, FRASER & ASSOCIATES INC.","50,695.00"
STERLING FENCE CO. LTD.,"40,976.25"
STEVE MURRAY TRUCKING,"78,914.86"
STILLWOOD CAMP & CONFERENCE CENTRE,"31,219.00"
STUART OLSON DOMINION CONSTRUCTION LIMITED,"148,649.90"
STUDIO ROSO LIMITED,"28,696.11"
SULLY'S LAWN CARE & LANDSCAPING,"64,748.69"
SUMMIT VALVE AND CONTROLS INC. (BC),"27,681.06"
SUNCORP VALUATIONS LTD.,"40,673.76"
SUNRISE LANDSCAPING LTD.,"108,951.50"
SUPER SAVE DISPOSAL INC.,"101,122.30"
SUPERIOR ASPHALT PAVING LTD,"180,298.13"
SUPERIOR CITY SERVICES LTD.,"589,108.65"
SUPERIOR PROPANE INC.,"34,486.89"
SURREY ASSOCIATION FOR COMMUNITY LIVING,"72,922.63"
SURREY CRIME PREVENTION SOCIETY,"28,850.00"
SURREY FOOD BANK SOCIETY,"33,882.60"
SURREY RADIATOR & AIR CONDITIONING,"27,389.45"
SURREY TOURISM AND CONVENTION ASSOCIATION,"555,323.62"
SUTTLE RECREATION INC.,"118,087.20"
SUTTON ROAD MARKING LTD.,"546,184.63"
SWAN COMMUNITY SERVICES LTD.,"25,740.00"
SWR DRAIN SERVICE LTD,"40,910.87"
SYMANTEC CORPORATION,"36,490.08"
"SYSCO FOOD SERVICES OF CANADA, INC.","86,396.73"
TAG CONSTRUCTION LTD.,"4,110,005.21"
TARGA CONTRACTING LTD.,"44,986.46"
TASK CONSTRUCTION MANAGEMENT,"27,708.19"
TAYLOR KURTZ ARCHITECTURE & DESIGN INC.,"517,052.58"
TEK SYSTEMS CANADA INC.,"88,289.25"
TELUS COMMUNICATIONS COMPANY,"709,863.43"
TELUS SERVICES INC. PAYMENT PROCESSING,"496,806.08"
TETRA TECH EBA INC.,"341,783.51"
"THE ACTIVE NETWORK, LTD.","108,373.39"
"THE AGENCY GROUP, LTD.","27,000.00"
THE AME CONSULTING GROUP LTD.,"33,932.03"
THE BIRKS COMPANY,"119,962.47"
THE CENTRE FOR CHILD DEVELOPMENT OF THE L.MAINLAND,"76,275.00"
THE CO-OPERATORS,"38,256.05"
THE CROYDON DRIVE DEVELOPMENT LLP,"36,280.88"
THE DRIVING FORCE INC.,"159,256.44"
THE DUTCHMAN'S CATERERS LTD.,"28,164.84"
THE FINDOLOGIST,"30,720.26"
THE GOURMET LUNCH LADIES ,"27,837.32"
THE HOCKEY SHOP,"35,457.71"
THE HOME DEPOT ,"47,654.92"
THE LOGIC GROUP,"28,775.75"
THE STEWART GROUP,"41,991.47"
THE TEMPEST DEVELOPMENT GROUP INC.,"94,949.65"
THE W GROUP,"117,665.63"
THURBER ENGINEERING LTD.,"80,805.07"
TIDE'S OUT SERVICES LTD.,"796,826.37"
TIM DILLON & ASSOCIATES STRATEGIC COMPENSATION,"30,450.00"
TK GRAPHICS,"112,229.54"
TMF TEXTILE SERVICES,"25,332.23"
TODAY'S TILE LTD,"105,642.08"
TOMKO SPORTS SYSTEMS INC.,"58,600.64"
TOPPING ELECTRONICS - DIV.  OF INSPECTECH ANALYGAS GROUP INC.,"28,015.99"
TOTAL ENERGY SYSTEMS LTD.,"432,655.72"
TOTER INCORPORATED,"282,523.86"
TOURISM SURREY,"42,290.00"
TOWNSHIP OF LANGLEY,"112,122.81"
TRAFCO (CANADA),"167,014.68"
TRANE CANADA T42324C,"427,809.53"
TRICO EXCAVATING INC.,"1,384,656.43"
TURNBULL CONSTRUCTION PROJECT MANAGERS LTD.,"360,839.43"
TYBO CONTRACTING LTD.,"1,493,984.73"
UBS INDUSTRIES,"44,879.47"
ULMER CONTRACTING LTD.,"74,463.00"
UNION OF BRITISH COLUMBIA MUNICIPALITIES,"159,268.98"
UNISOURCE CANADA INC.,"81,865.15"
UNIT4 BUSINESS SOFTWARE CORP,"150,545.61"
"UNITED RENTALS OF CANADA, INC.","34,112.57"
UNITED WAY OF THE LOWER MAINLAND,"210,007.05"
UNITOW SERVICES (1978) LTD.,"29,400.93"
UNIVERSAL SUPPLY CO. INC,"36,661.26"
UNIWELD SERVICES (2007) LTD.,"34,787.69"
URBAN SYSTEMS LTD.,"865,531.47"
URS CANADA  INC.,"89,416.56"
VALLEY MOBILE POWERWASH (AVON-LEAH ENTERPRISES LTD.),"73,840.17"
VALLEY TRAFFIC SYSTEMS INC,"30,589.10"
VAN CITY CREDIT UNION,"27,300.53"
VANCOUVER CASKET LTD.,"83,594.47"
VANE LAWN & GARDEN SERVICES LTD.,"420,286.96"
VAN-KEL IRRIGATION DIV. OF EMCO CORPORATION,"31,626.51"
VERATEC ENGINEERED PRODUCTS INC.,"80,332.95"
VESTA PROPERTIES (SULLIVAN HILLS) LTD.,"124,204.14"
VICTORIA MOBILE RADIO LTD.,"28,582.40"
VIMAR EQUIPMENT LTD.,"28,992.31"
VISION CRITICAL COMMUNICATIONS INC.,"43,170.00"
VOVO PRODUCTIONS INC.,"26,670.00"
W.D.I. SERVICES LTD. A DIVISION OF HERITAGE OFFICE FURNISHINGS LTD.,"28,644.01"
W.K. WILLIAMS CONSULTING SERVICES,"31,342.50"
WAL-MART SUPERCENTER ,"36,540.29"
WALNUT GROVE CONSTRUCTION,"59,295.14"
WASHINGTON SPEAKERS BUREAU,"68,162.50"
WASTE MANAGEMENT OF CANADA CORPORATION,"326,360.42"
WEB ENGINEERING LTD.,"1,389,233.59"
WEDLER ENGINEERING LLP,"135,140.33"
WESCO DISTRIBUTION CANADA LP,"83,666.33"
WEST COAST BARK PRODUCTS INC,"37,682.72"
WEST PACIFIC CONSULTING GROUP MANAGED SERVICES INC.,"116,101.14"
WESTCHEM MFG. LTD.,"51,345.60"
WESTERN PACIFIC ENTERPRISES LTD.,"37,517.75"
WESTERN SAFETY PRODUCTS LTD.,"33,962.47"
WESTKEY GRAPHICS LTD.,"33,443.12"
WESTPORT CONSTRUCTION GROUP INC.,"187,425.53"
WESTPRO INFRASTRUCTURE LTD.,"5,411,617.66"
WESTVIEW SALES LTD.,"127,937.10"
WHITE PAPER CO. LTD.,"67,346.87"
WICKE HERFST MAVER CONSULTING INC.,"26,232.82"
WILDES CONSULTING INC.,"38,420.04"
WILLIS CANADA INC.,"1,870,424.90"
WILLOWBROOK MOTORS LTD.,"47,593.21"
WINVAN PAVING LTD.,"10,117,855.65"
WISHBONE INDUSTRIES LTD.,"50,325.47"
WOLSELEY CANADA INC.,"398,187.51"
WOOD WYANT INC.,"52,687.53"
"WORK AUTHORITY, A DIVISION OF KODIAK GROUP HOLDINGS CO.","46,809.68"
WORKSAFE BC WORKERS COMPENSATION BOARD/BC,"1,948,149.61"
XEROX CANADA LTD.,"494,386.80"
XYLEM CANADA COMPANY,"108,722.30"
YARD-AT-A-TIME CONCRETE (1988) LTD.,"228,982.89"
YELLOW PENCIL INC.,"667,063.56"
YMCA OF GREATER VANCOUVER,"157,683.40"
YOLLES PARTNERSHIP INC,"105,253.58"
"YOUNG, ANDERSON BARRISTERS & SOLICITORS","51,814.69"
ZAPPONE TRUCKING LTD.,"49,851.18"
ZEEMAC VEHICLE LEASE LTD.,"32,834.32"
ZEN TOWNHOMES LTD.,"33,868.80"
ZGF COTTER ARCHITECTS INC.,"69,318.78"
ZONDERVAN ASSOCIATES ENGINEERING LTD.,"79,993.99"
,
"PAYMENTS TO SUPPLIERS WHO RECEIVED AGGREGATE PAYMENTS EXCEEDING $25,000","570,479,162.37"
,
"CONSOLIDATED TOTAL PAID TO SUPPLIERS WHO RECEIVED AGGREGATE PAYMENTS 
OF $25,000 OR LESS","12,444,546.53"
