BUSINESS_NAME,PRODUCTS_OR_SERVICES,UNIT,HOUSE_NUMBER,ROAD,POSTAL_CODE,PHONE,EMPLOYEES,TOWN_CENTRE,BUSINESS_LICENCE_APPLICATION_TYPE,YEAR,LONGITUDE,LATITUDE
Herbalex Canada Cosmetics Ltd,Retail,104,8077,King George Blvd,V3W5B4,0,1,NTC,Commercial/Industrial,2012,-122.84584,49.14959
All Seasons Roofing 2001 Ltd,Contractor - Roofing/Insulation,0,13281,Comber Way,V3W5V8,6045028683,2,NTC,Commercial/Industrial,2012,-122.85365,49.13664
B C Access Flooring Inc,Whlse. Flooring,305,13060,80 Ave,V3W3B2,6045437967,3,NTC,Commercial/Industrial,2012,-122.86059,49.14808
Open Door Group,Employment counselling,266,8128,128 St,V3W1R1,6045020770,1,NTC,Commercial/Industrial,2012,-122.86784,49.15035
Global Insurance Agency 2008 Ltd,Insurance Agent,0,6820,188 St,V4N3G6,6045741771,3,CTC,Commercial/Industrial,2012,-122.70156,49.12651
Arirang Restuarant,Food Primary-Class B Dining Room,0,14916,104 Ave,V3R1M7,6048520020,3,GTC,Commercial/Industrial,2012,-122.80874,49.1914
Cloverdale Kumon,After School math and reading supplemental education centre,102,17618,58 Ave,V3S1L3,7785747715,1,CTC,Commercial/Industrial,2012,-122.73451,49.1077
Pinoy Fleetwood Grocery,Retail,0,15340,Fraser Hwy,V3R3P5,6045951908,1,FTC,Commercial/Industrial,2012,-122.79774,49.16457
Impark,Parking Lot,0,1959,152 St,V4A9E3,6044206446,1,SSTC,Commercial/Industrial,2012,-122.80133,49.03761
Impark,Parking Lot,0,15300,105 Ave,V3R6A7,6044206446,1,GTC,Commercial/Industrial,2012,-122.79801,49.19323
Impark,Parking Lot,0,13695,96 Ave,V3V1Z2,6044206446,1,SCC,Commercial/Industrial,2012,-122.84348,49.17712
Impark,Parking Lot,0,9688,137A St,V3T4H9,6044206446,1,SCC,Commercial/Industrial,2012,-122.84191,49.17834
Impark,Parking Lot,0,13710,94A Ave,V3V1N1,6044206446,1,WTC,Commercial/Industrial,2012,-122.84227,49.17461
Impark,Parking Lot,0,15225,104 Ave,V3R6Y8,6044206446,1,GTC,Commercial/Industrial,2012,-122.80019,49.19157
Impark Lot # 1658,Parking Lot,0,15269,104 Ave,V3R1N5,6044206446,1,GTC,Commercial/Industrial,2012,-122.79906,49.19159
Impark Lot 1857,Parking Lot,0,5500,180 St,V3S6R1,6044206446,1,CTC,Commercial/Industrial,2012,0,0
Impark Lot 540,Parking Lot,0,9801,King George Blvd,V3T5H6,6044206446,1,SCC,Commercial/Industrial,2012,-122.84567,49.18058
Impark Lot 1049,Parking Lot,0,10348,King George Blvd,V3T2W5,6044206446,1,SCC,Commercial/Industrial,2012,-122.84523,49.19028
Impark Lot 1894,Parking Lot,0,10240,City Pky,V3T4C2,6044206446,1,SCC,Commercial/Industrial,2012,-122.84753,49.18793
Impark Lot 1618,Parking Lot,0,10294,City Pky,V3T4C2,6044206446,1,SCC,Commercial/Industrial,2012,-122.84751,49.18978
Impark Lot 1076,Parking Lot,0,12515,110 Ave,V3V3J7,6044206446,1,WTC,Commercial/Industrial,2012,-122.87548,49.2027
Drs R & K French Inc,Professional Practitioner-Medical,240,5620,152 St,V3S3K2,6049304723,3,NTC,Commercial/Industrial,2012,-122.8009,49.10464
Bi Pure Water Canada Inc,Manufacturer/Machine Shop,2,9790,190 St,V4N3M9,6048826650,40,GTC,Commercial/Industrial,2012,-122.69584,49.1804
Murdoch Jewellers,"Jewellery sales, repairs, custom designs",142,2940,King George Blvd,V4P0E4,6045364348,7,SSTC,Commercial/Industrial,2012,-122.80649,49.05617
Punjab Paan & Flower,Take Out,0,12827,76 Ave,V3W2V3,6045913241,1,NTC,Commercial/Industrial,2012,-122.86637,49.1411
Gateway Mechanical Services Inc,Contractor - Plumbing/Heating,206,9775,188 St,V4N3N2,6048887711,65,GTC,Commercial/Industrial,2012,-122.7014,49.18001
Clark & Company,Professional Practitioner-Accountant,209,12877,76 Ave,V3W1E6,7785937565,1,NTC,Commercial/Industrial,2012,-122.86504,49.14109
C K Carpet Ltd,Flooring Whlse.,0,12122,86 Ave,V3W3H7,6045944763,5,NTC,Commercial/Industrial,2012,-122.88667,49.15952
British Columbia Back Institute,Professional Practitioner-Chiropractor,102,15150,56 Avenue,V3S1B8,7785744999,9,NTC,Commercial/Industrial,2012,-122.80442,49.10436
Chow Dr Jenny,Professional Practitioner-Medical,206,13710,94A Ave,V3V1N1,6045854477,3,WTC,Commercial/Industrial,2012,-122.84227,49.17461
Town Shoes Ltd,Retail,0,15715,Croydon Dr,V3S2L5,6045384667,4,SSTC,Commercial/Industrial,2012,-122.78711,49.0479
Swiss Chalet,Food Primary-Class B Dining Room,0,9666,King George Blvd,V3T2V4,6045830883,1,SCC,Commercial/Industrial,2012,-122.84553,49.17801
Envision Denture and Implant Centre Inc,Denture Clinic,104,2055,152 St,V4A4N7,6045383384,5,SSTC,Commercial/Industrial,2012,-122.80133,49.0394
NDCO Construction Services Inc,Underground Mining & Tunnelling Equipment,205,3237,King George Blvd,V4P1B7,6045357488,1,SSTC,Commercial/Industrial,2012,-122.81279,49.06096
Georgia Pacific Canada Ltd,Manufacturer - Gypsum Wallboard,0,12509,Industrial Rd,V3V3S6,6045807855,50,WTC,Commercial/Industrial,2012,0,0
K N V Chartered Accountants LLP,Professional Practitioner-Accountant,200,15300,Croydon Dr,V3S0Z5,6045367614,110,SSTC,Commercial/Industrial,2012,-122.79821,49.06009
Piquant Gourmet Foods Ltd,"Retail sales, seasoned meats & spices",0,1627,128 St,V4A3V2,6045358638,6,SSTC,Commercial/Industrial,2012,-122.86767,49.03179
Nazco Auto Sales Ltd,Automobile Dealer/Rebuilder,0,10652,135 St,V3T4C7,6047731534,1,SCC,Commercial/Industrial,2012,0,0
Godinez Car Detailing,Automobile Cleaning/Car Wash/Detailing,0,2337,King George Blvd,V4A5A4,7788821709,1,SSTC,Commercial/Industrial,2012,-122.79219,49.04435
Steve Nash Sports Club,Fitness club,0,15850,26 Ave,V3S0G2,6045425213,30,SSTC,Commercial/Industrial,2012,-122.78327,49.0491
Stylex Custom Kitchen Cabinet,Cabinets,8,12468,82 Ave,V3W3E9,7782410347,1,NTC,Commercial/Industrial,2012,-122.87677,49.1519
Tilemart,Warehouse & distribution of flooring,5,12990,80 Ave,V3W3B2,6045990070,1,NTC,Commercial/Industrial,2012,-122.86266,49.14807
PhysioLife Physiotherapy Clinic,Physiotherapy/Message Clinic,215,2411,160 St,V3S0C8,7782940075,1,SSTC,Commercial/Industrial,2012,-122.77935,49.04578
Lovelle Design Centre,"Kitchen & household cabinets, bathroom fixtures,window coverings,hardwood floors,mouldings",0,6918,King George Blvd,V3W4Z9,6046353322,6,NTC,Commercial/Industrial,2012,-122.84545,49.12815
Co-Operators The,Insurance agents,116,15775,Croydon Dr,V3S2L6,7785452667,4,SSTC,Commercial/Industrial,2012,-122.78567,49.04689
Sahota Flying Fashions Ltd,"Clothing, fabric & sarees",0,9326,120 St,V3V4B8,6045825432,2,WTC,Commercial/Industrial,2012,-122.89008,49.17258
Super Railing & Gates,Manufacture and Installation of Gates & Railings,8,12848,85 Ave,V3W0K8,6046496208,1,NTC,Commercial/Industrial,2012,-122.86647,49.15742
M Khan & Company Immigration Counsellors Ltd,Financial Planning/Consultant,213,8334,128 St,V3W4G2,6045915824,1,NTC,Commercial/Industrial,2012,-122.86786,49.15406
O J Electric Ltd,Electrical Cont.,0,8363,128 St,V3W4G1,6044187202,6,NTC,Commercial/Industrial,2012,-122.86813,49.15456
Canada Storage Station Ltd,Warehouse,0,14742,64 Ave,V3S1X7,6045922817,2,NTC,Commercial/Industrial,2012,-122.81384,49.11904
Essential Hair & Body Works Day Spa,"Hair Salon/Barber,Esthetician",0,5780,176A St,V3S4H3,6045769454,2,CTC,Commercial/Industrial,2012,-122.73355,49.10743
Essential Hair & Body Works Day Spa,"Hair Salon/Barber,Esthetician",0,5780,176A St,V3S4H3,6045769454,2,CTC,Commercial/Industrial,2012,-122.73355,49.10743
Super Powder Coating Ltd,Powder Coating,41288,12848,85 Ave,V3W0K8,6046496208,1,NTC,Commercial/Industrial,2012,-122.86647,49.15742
First Choice Haircutters,Hair Salon/Barber,125,12477,88 Ave,V3W1P8,6045017271,6,WTC,Commercial/Industrial,2012,-122.87689,49.16318
Nursing Foot Care,Health Care Consultant,0,15008,26 Ave,V4P3H5,6046265939,1,SSTC,Commercial/Industrial,2012,-122.80381,49.04891
Newton General Store,Retail,0,12990,72 Ave,V3W2M9,6045977134,1,NTC,Commercial/Industrial,2012,-122.86266,49.13372
Just For You Wellness Centre,Yoga,0,6195,136 St,V3X1H4,6045946717,1,NTC,Commercial/Industrial,2012,-122.84557,49.11533
Prem Bangles & Artificial Jewellry,Retail,22,8430,128 St,V3W4G3,7782359006,1,NTC,Commercial/Industrial,2012,-122.86786,49.156
Neighbourhood Mail Services,"Retail - Mail Box Rentals,Retail Merchant - Convenience Store",0,6832,King George Blvd,V3W4Z9,6045973033,2,NTC,Commercial/Industrial,2012,-122.84545,49.12682
Ming & Sing Chinese Express Ltd,Restaurant,106,18640,Fraser Hwy,V3S7Y4,6045740900,20,CTC,Commercial/Industrial,2012,-122.70581,49.12544
Merle Norman Cosmetics and Spa,"Retail, Esthetician",138,1711,152 St,V4A4N3,7782944944,5,SSTC,Commercial/Industrial,2012,-122.80132,49.03315
Guildford Grace Optical,Retail - Optical,0,15135,101 Ave,V3R7Z1,6049513000,1,GTC,Commercial/Industrial,2012,-122.80276,49.18622
Menendez Enterprises,Manufacturer/Machine Shop,118,13030,76 Ave,V3W2V6,6045975089,1,NTC,Commercial/Industrial,2012,-122.861,49.14088
Bank Of Nova Scotia,Bank with 3 ABM's,0,15290,56 Avenue,V3S5K7,7785713301,14,NTC,Commercial/Industrial,2012,-122.79862,49.10433
G 5 Industries Ltd,Manufacturer/Machine Shop,110,19110,24 Ave,V3S3S9,6045417322,1,SSTC,Commercial/Industrial,2012,-122.6938,49.04558
Unwanted Ink,Professional Practitioner-Medical,135,3388,Rosemary Heights Cr,V3S0K7,6045361617,1,SSTC,Commercial/Industrial,2012,-122.79822,49.06357
Tesuro Professional Manpower Agency Limited,Employment Agency/Recruiting Service,201,13979,104 Ave,V3T1X1,7783193265,1,SCC,Commercial/Industrial,2012,-122.83477,49.19157
Roger The Plumber Ltd,Contractor - Plumbing,202,15388,24 Ave,V4A2J2,6045311666,4,SSTC,Commercial/Industrial,2012,-122.79602,49.04551
E & P Enterprises 2005 Ltd,Plumbing/Heating Cont.,206,18428,53 Ave,V3S7A4,6045337822,1,CTC,Commercial/Industrial,2012,-122.712,49.09897
South Fraser Legal Resource Centre,Charitable Society/Organization,214,7565,132 St,V3W1K5,7785653638,5,NTC,Commercial/Industrial,2012,-122.85689,49.14016
Culture Craze,Retail Fashion Accessories,0,10151,King George Blvd,V3T5H9,6045841008,1,SCC,Commercial/Industrial,2012,-122.84555,49.18693
Dr P A Warshawski Inc,Professional Practitioner-Medical,0,8630,120 St,V3W3N6,6045912322,1,NTC,Commercial/Industrial,2012,-122.89023,49.16002
Stitch It Canada's Tailor Inc,Alterations,0,1711,152 St,V4A4N3,9053350922,1,SSTC,Commercial/Industrial,2012,-122.80132,49.03315
K R M Distributing Inc,Small Tool Repair,102,17688,66 Ave,V3S7X1,6045963229,4,CTC,Commercial/Industrial,2012,-122.73247,49.12227
Super Gold Jewellers Ltd,Retail Sales - Jewellery,341,8140,128 St,V3W1R1,6045438442,3,NTC,Commercial/Industrial,2012,-122.86784,49.15057
Payless Shoesource #5861,Shoe store,0,12477,88 Ave,V3W1P8,6045962913,8,WTC,Commercial/Industrial,2012,-122.87689,49.16318
Class One Driving School,Driving School,203,7750,128 St,V3W0R6,6045011108,1,NTC,Commercial/Industrial,2012,-122.8678,49.14392
Chatters Salon South Surrey Ltd,"Hair Salon/Barber, Retail,Retail Merchant - 10 to 19 Employees",80,16041,24 Ave,V3S9H7,7782944410,14,SSTC,Commercial/Industrial,2012,-122.77811,49.04564
Bella Beauty & Hair Inc,Retail Merchant - 0 to 2 Employees,107,15122,72 Ave,V3S2G2,6045994004,1,NTC,Commercial/Industrial,2012,-122.80327,49.1336
Number Crunchers Financial Services,Bookkeeping,201,12877,76 Ave,V3W1E6,6046379608,3,NTC,Commercial/Industrial,2012,-122.86504,49.14109
B R C Nutrition,Import/Export,28,8111,160 St,V4N0V4,6046302141,3,FTC,Commercial/Industrial,2012,-122.77898,49.1505
Remax Little Oak Realty Surrey,Real Estate,102,8501,162 St,V4N1B2,6048592341,100,FTC,Commercial/Industrial,2012,-122.77345,49.15731
Champion All Star Cheerleading Academy,Cheerleading Dance School,0,2255,King George Blvd,V4A5A4,7788819374,3,SSTC,Commercial/Industrial,2012,-122.79038,49.04289
5 Corner Dental,Professional Practitioner-Dentist,1,5989,168 St,V3S3X5,6045744000,5,CTC,Commercial/Industrial,2012,-122.75676,49.11133
Tim Hortons 3676,Restaurant with drive through,0,19218,96 Ave,V4N4C1,6045139933,21,GTC,Commercial/Industrial,2012,-122.68993,49.17691
Murali Krishnan Notarial Services,Professional Practitioner-Notary,11,15243,91 Ave,V3R8P8,6049531588,1,FTC,Commercial/Industrial,2012,-122.7998,49.16837
Alternative Cartage Inc,Warehousing & distribution,305,17665,66A Ave,V3S2A7,6045799980,8,CTC,Commercial/Industrial,2012,-122.73305,49.12343
Allied Auto Repair Ltd,Automotive Repair Service,5,7711,128 St,V3W4E6,6045996656,2,NTC,Commercial/Industrial,2012,-122.86807,49.14332
Sussex Insurance Agency (South Surrey),Insurance Agent,40,2285,160 St,V3S9N6,6045358890,3,SSTC,Commercial/Industrial,2012,-122.77935,49.04372
Big C Sari Sari Store At I B A P A,"Currency exchange, groceries",113,15277,100 Ave,V3R8X2,6049572873,4,GTC,Commercial/Industrial,2012,-122.79881,49.18431
G L T Transportation Inc,Administration Office,102,17750,56 Avenue,V3S1K4,6047197603,1,CTC,Commercial/Industrial,2012,-122.73088,49.10408
DIVERSEcity Community Resources Society,Non profit - info regarding settlement program,201,7288,137 St,V3W1A3,6045970205,25,NTC,Commercial/Industrial,2012,-122.84268,49.13551
Xpress Center Accessories Ltd,"Computer & laptop repair, key cutting, engraving, photocopying
Inside T & T Market",3000,10153,King George Blvd,V3T2W1,7783951515,2,SCC,Commercial/Industrial,2012,-122.84555,49.18696
First Nails 2010,Esthetician,0,14827,108 Ave,V3R1W2,6049519905,3,GTC,Commercial/Industrial,2012,-122.81153,49.19882
Robert Doran Barrister & Solicitor,Professional Practitioner-Lawyer,302,15252,32 Ave,V3S0R7,6045429455,1,SSTC,Commercial/Industrial,2012,-122.80002,49.06149
Diamond Parking Ltd #4181,Parking Lot,0,14988,57 Ave,V3S7S6,6046818797,1,NTC,Commercial/Industrial,2012,-122.80708,49.10565
Diamond Parking Ltd #4203,Parking facility,0,10136,King George Blvd,V3T2W4,6046818797,2,SCC,Commercial/Industrial,2012,-122.84528,49.18668
Diamond Parking Ltd #4206,Parking facility,0,10119,136A St,V3T4G1,6046818797,2,SCC,Commercial/Industrial,2012,0,0
Diamond Parking Ltd #4287,Parking facility,0,10435,King George Blvd,V3T2W7,6046818797,1,SCC,Commercial/Industrial,2012,-122.84548,49.19242
Pink Rose Tailors,Tailor,176,8138,128 St,V3W1R1,6045189494,1,NTC,Commercial/Industrial,2012,-122.86784,49.15053
Diamond Parking Ltd # 4337,Parking enforcement services,0,15968,82 Ave,V4N0S9,6046818797,1,FTC,Commercial/Industrial,2012,-122.77974,49.15174
Diamond Parking Ltd # 4331,Parking enforcement services,0,10351,150 St,V3R4B1,6046818797,1,GTC,Commercial/Industrial,2012,-122.80658,49.19061
Diamond Parking Ltd # 4173,Parking enforcement services,0,13580,102 Ave,V3T5C5,6046818797,2,SCC,Commercial/Industrial,2012,-122.84547,49.18775
Coastal Pacific Xpress Inc,"Cold Storage/Warehouse Distribution,Administration Office",0,5355,152 St,V3S5A5,6045750983,80,NTC,Commercial/Industrial,2012,-122.80122,49.0999
Coastal Pacific Xpress Inc,"Cold Storage/Warehouse Distribution,Administration Office",0,5355,152 St,V3S5A5,6045750983,80,NTC,Commercial/Industrial,2012,-122.80122,49.0999
Aimmed Manufacturing Ltd,Manufacturer - Dressing Pack,6,8145,130 St,V3W7X4,6045979179,2,NTC,Commercial/Industrial,2012,-122.86241,49.15058
Surrey Damiko Sushi,Food Primary-Class B Dining Room,140,2950,King George Blvd,V4P0E5,6045310006,1,SSTC,Commercial/Industrial,2012,-122.80671,49.05635
Fresh Healthy Cafe,Restaurant - No Alcohol,116,15745,Croydon Dr,V3S2L5,7782941282,10,SSTC,Commercial/Industrial,2012,-122.78643,49.04729
Iron Curtain Fence & Gate Ltd,Fencing,116,19140,28 Ave,V3S6M3,6048684844,1,SSTC,Commercial/Industrial,2012,-122.69205,49.0528
Delta Wedding & Party Centre Ltd,"Retail, Rental Service,Esthetician",108,12877,76 Ave,V3W1E6,6045944103,12,NTC,Commercial/Industrial,2012,-122.86504,49.14109
Delta Wedding & Party Centre Ltd,"Retail, Rental Service,Esthetician",108,12877,76 Ave,V3W1E6,6045944103,12,NTC,Commercial/Industrial,2012,-122.86504,49.14109
A D T Financial Inc,Financial services,101,7475,135 St,V3W0M8,6045946685,1,NTC,Commercial/Industrial,2012,-122.84854,49.1387
Kin's Farm Market,Produce Retail,101,2990,152 St,V4P3N7,6045386872,22,SSTC,Commercial/Industrial,2012,-122.80103,49.05617
Siam Thai Cuisine,Dining Lounge,2,1990,152 St,V4A4N6,6045382211,10,SSTC,Commercial/Industrial,2012,-122.80105,49.03816
Peter's Shoe Repair,Shoe Repair Service,0,1711,152 St,V4A4N3,6045315251,1,SSTC,Commercial/Industrial,2012,-122.80132,49.03315
Bride & Groom Shop,Bridal accessories,164,8120,128 St,V3W1R1,6045076826,2,NTC,Commercial/Industrial,2012,-122.86784,49.15021
Bride & Groom Shop,Bridal accessories,164,8120,128 St,V3W1R1,6045076826,2,NTC,Commercial/Industrial,2012,-122.86784,49.15021
E I T I Electrical Industry Training Institute Ltd,Trade School,0,12330,88 Ave,V3W3J6,6045908911,1,NTC,Commercial/Industrial,2012,-122.88152,49.16313
T A J Counter Top Ltd,"Counter top installation, cutting & finishing",0,7711,128 St,V3W4E6,6045908812,1,NTC,Commercial/Industrial,2012,-122.86807,49.14332
Jod's Hair Studio Ltd,"Hair Salon/Barber, Retail",0,10615,King George Blvd,V3T2X6,6045850555,1,SCC,Commercial/Industrial,2012,-122.84544,49.19554
Roadhouse Bake Shoppe,Bakery,0,1763,King George Blvd,V4A4Z9,6045383177,10,SSTC,Commercial/Industrial,2012,-122.78022,49.03469
Royal Photo Studio,Photographer/Videographer,171,8138,128 St,V3W1R1,6045942131,1,NTC,Commercial/Industrial,2012,-122.86784,49.15053
Elle V Hair Salon Ltd,Hair Salon/Barber,105,15380,102A Ave,V3R0B3,6045845760,5,GTC,Commercial/Industrial,2012,-122.7959,49.1887
678859 BC Ltd,Administration Office,201,12788,76A Ave,V3W1S9,6045729111,1,NTC,Commercial/Industrial,2012,-122.86814,49.14224
A & B Gill Ventures Ltd,Administration Office,201,12788,76A Ave,V3W1S9,6045729111,1,NTC,Commercial/Industrial,2012,-122.86814,49.14224
Blue Continent Transportation Ltd,Logistics,2,19122,27 Ave,V3S5T1,6045364700,3,SSTC,Commercial/Industrial,2012,-122.69362,49.05095
New Vision Immigration Consultants Ltd,Immigration Consultant,343,8140,128 St,V3W1R1,6045918920,4,NTC,Commercial/Industrial,2012,-122.86784,49.15057
White Spot Restaurant #651,Food Primary-Class B Dining Lounge,0,15157,56 Avenue,V3S9A5,7785745772,54,NTC,Commercial/Industrial,2012,-122.80401,49.10454
Noor Fashion Boutique Ltd,Retail,104,8334,128 St,V3W4G2,6045945516,3,NTC,Commercial/Industrial,2012,-122.86786,49.15406
Sandcastle Fitness Club,Fitness facility,200,1938,152 St,V4A4N6,6045316255,1,SSTC,Commercial/Industrial,2012,-122.80105,49.03724
Ronald R Coumont Law Corporation,Professional Practitioner-Lawyer,3,6830,King George Blvd,V3W4Z9,6045911948,2,NTC,Commercial/Industrial,2012,-122.84546,49.12678
Barnes Wheaton Surrey Ltd,Automobile Dealer/Rebuilder,0,6280,120 St,V3X1Y7,6045942277,1,NTC,Commercial/Industrial,2012,-122.89026,49.1171
Pizza Factory,Restaurant,0,6838,King George Blvd,V3W4Z9,6045903464,2,NTC,Commercial/Industrial,2012,-122.84545,49.12691
Alistair McAndrew,Law Office,210,13711,72 Ave,V3W2P2,6045912288,2,NTC,Commercial/Industrial,2012,-122.84228,49.13365
Premiere Collision Ltd,"Auto Body Repair Service, Auto Body Painting",0,12259,King George Blvd,V3V3K2,6045801027,6,WTC,Commercial/Industrial,2012,-122.88141,49.20595
King George Smoke Shop,Retail Sales - Smoke Shop,0,9875,Whalley Blvd,V3T5V7,6045833111,2,SCC,Commercial/Industrial,2012,-122.84208,49.18182
Hi Way Market,"Video Rentals, Retail Merchant Groceries,Retail Merchant - Groceries",201,9801,King George Blvd,V3T5H5,6045842000,3,SCC,Commercial/Industrial,2012,-122.84567,49.18058
Argen Canada,Dental alloy distribution,107,5668,192 St,V3S2V7,6045759669,10,CTC,Commercial/Industrial,2012,-122.691,49.10585
Bombay Collection Ltd,Retail Clothing,0,8166,128 St,V3W1R1,6045940888,3,NTC,Commercial/Industrial,2012,-122.86785,49.15104
Vancouver Church of the Great Faith,Charitable Society/Organization,101,15290,103A Ave,V3R7A2,6045894659,1,GTC,Commercial/Industrial,2012,-122.79834,49.19036
R T Tires & Wheels Ltd,Retail,0,2101,152 St,V4A4N7,6045350262,1,SSTC,Commercial/Industrial,2012,-122.80133,49.04019
Golden Truck Repair Ltd,Commercial truck repair including heavy duty trucks,0,7823,132 St,V3W4M8,6045980933,1,NTC,Commercial/Industrial,2012,-122.85693,49.14505
Luxor Home Collection Corp,Building material sales,0,6398,120 St,V3X3K1,6049524434,1,NTC,Commercial/Industrial,2012,-122.89024,49.11922
Vancouver City Savings Credit Union,Credit Union,0,15795,Croydon Dr,V3S2L6,6049153703,10,SSTC,Commercial/Industrial,2012,-122.7849,49.04686
Northcrest Forest Products Ltd,Import/Export - Lumber,204,7565,132 St,V3W1K5,6045982822,1,NTC,Commercial/Industrial,2012,-122.85689,49.14016
Emco Corp,Heating Equipment & Systems,0,2412,King George Blvd,V4P1H5,6045352412,3,SSTC,Commercial/Industrial,2012,-122.79381,49.04593
7 Eleven Canada Inc #26365,Convenience Store,0,7988,120 St,V5G4P3,6042990711,13,NTC,Commercial/Industrial,2012,-122.89022,49.14822
Lifetime Pet Care Practice at Strawberry Hill,Professional Practitioner-Veterinarian,110,12101,72 Ave,V3W2M1,6045947387,1,NTC,Commercial/Industrial,2012,-122.88748,49.13414
Gateway Place,Apartment/Townhouse Rental,0,13649,Bentley Rd,V3R5C1,6045840893,4,SCC,Commercial/Industrial,2012,-122.8436,49.2026
Toppers Truck Accessories Inc,"Truck Canopies,Truck Tops & Accessories,Retail Merchant - Truck Tops & Accessories",0,12826,112 Ave,V3R2S9,6045803374,1,SCC,Commercial/Industrial,2012,0,0
Sunflowers Organics & Deli Inc,Restaurant,0,12310,Beecher St,V4A3A6,6045418511,3,SSTC,Commercial/Industrial,2012,-122.8807,49.05297
Sunflower Organics & Deli Inc,Retail Sales - Health Foods,0,12310,Beecher St,V4A3A6,6045418511,5,SSTC,Commercial/Industrial,2012,-122.8807,49.05297
Greek Islands Pizza,Restaurant - Pizza,0,14657,108 Ave,V3R1V9,6049518133,1,GTC,Commercial/Industrial,2012,-122.81597,49.19884
Ninja Sushi Japanese Restaurant,Dining Room,110,19475,Fraser Hwy,V3S6K7,6045143700,12,CTC,Commercial/Industrial,2012,-122.6828,49.11534
Imperial Pines Estates,Apartment/Townhouse Rental,0,10557,150 St,V3R4B6,6046027711,1,GTC,Commercial/Industrial,2012,-122.80647,49.19421
Rypac Aluminum Recycling Ltd,Mfg. -  Aluminum Ingots,0,11849,Tannery Rd,V3V3W8,6045807471,8,WTC,Commercial/Industrial,2012,-122.89315,49.19632
Layton Inc. Dr Michael R DDS,Professional Practitioner-Dentist,210,15321,16 Ave,V4A1R6,6045310511,9,SSTC,Commercial/Industrial,2012,-122.79788,49.0312
Jenill Bottle Depot,Bottle & Can Recycling,0,13140,88 Ave,V3W3K3,6045961751,1,NTC,Commercial/Industrial,2012,-122.85873,49.16255
Western Auto Services Ltd,Auto dealership,0,15420,104 Ave,V3R1N8,6045811223,3,GTC,Commercial/Industrial,2012,-122.79476,49.19145
Gaba Travel Ltd,Travel Agent Consultant,101,12830,80 Ave,V3W3A8,6045074477,5,NTC,Commercial/Industrial,2012,-122.86703,49.14807
Eliros Aluminum & Ironcraft Ltd,Aluminum & Iron Railings,0,12333,Winram Rd,V3V3Y4,6045803332,1,WTC,Commercial/Industrial,2012,-122.88021,49.1992
Clayton Liquor Store,Cold Beer & Wine Store,102,18789,Fraser Hwy,V3S7Y3,6045758720,1,CTC,Commercial/Industrial,2012,-122.70203,49.12396
Jeannie's Catering,Caterer,2,18812,96 Ave,V4N3R1,6048828096,4,GTC,Commercial/Industrial,2012,-122.70097,49.17691
Beehive Lock & Safe,Locksmith & novelty store,0,8970,152 St,V3R4E4,6045894221,1,FTC,Commercial/Industrial,2012,-122.80129,49.16535
Blue Ribbon Pet Foods & Grooming,Pet Supplies & Grooming,220,15355,24 Ave,V4A2H9,6045312311,4,SSTC,Commercial/Industrial,2012,-122.79692,49.0457
Lancaster Medical Supplies & Prescriptions,Retail Merchant - Pharmacy,101,13710,94A Ave,V3V1N1,6045829181,3,WTC,Commercial/Industrial,2012,-122.84227,49.17461
Sunburst Countertops 1989 Ltd,Manufacturer - Countertops,109,8250,124 St,V3W3X9,6045973447,5,NTC,Commercial/Industrial,2012,-122.87896,49.15317
Path to Freedom Addiction & Educational Society,Drug & Alcohol Treatment Centre,0,19030,56 Avenue,V3S4N7,6045766466,1,CTC,Commercial/Industrial,2012,-122.69556,49.10426
Tai Hsing Auto Repairs Inc,Auto Repairs,0,10666,135 St,V3T4C7,6045834688,1,SCC,Commercial/Industrial,2012,0,0
Apex Universal Metalworks Ltd,Welding - Fabricating,9,8125,130 St,V3W7X4,6045970736,1,NTC,Commercial/Industrial,2012,-122.86241,49.15026
Van Tech,Property Management,0,10246,152 St,V3R6N7,6049366473,1,GTC,Commercial/Industrial,2012,-122.80076,49.18862
Tempest Development Group Inc The,Computer Software Consulting,103,8431,160 St,V4N0V6,6045972846,25,FTC,Commercial/Industrial,2012,-122.77898,49.15617
1 800 Got Junk,Junk Removal,201,14640,64 Ave,V3S1X7,6047878796,4,NTC,Commercial/Industrial,2012,-122.81656,49.11904
557313 B C Ltd,Apartment/Townhouse Rental,0,5668,176A St,V3S4H1,6047319898,1,CTC,Commercial/Industrial,2012,-122.73355,49.1054
Wave Skin Care Centre Ltd,Cosmetic Laser Treatments,101,5680,152 St,V3S3K2,6045768819,1,NTC,Commercial/Industrial,2012,-122.80089,49.10553
Gracepoint Community Church,Non Profit Society,0,3487,King George Blvd,V4P1B7,6045381825,10,SSTC,Commercial/Industrial,2012,-122.81756,49.06482
Azure Spa Inc,Esthetician,204,6820,188 St,V4N3G6,6045753326,5,CTC,Commercial/Industrial,2012,-122.70156,49.12651
Big Kahuna Sport Company,Whlsle - Sporting Goods,306,8352,130 St,V3W8J9,6045909211,16,NTC,Commercial/Industrial,2012,-122.86215,49.15438
Panorama Village Animal Hospital Ltd,Veterinarian,104,15149,56 Avenue,V3S9A5,6045751133,2,NTC,Commercial/Industrial,2012,-122.80455,49.10454
