BUSINESS_NAME,PRODUCTS_OR_SERVICES,UNIT,HOUSE_NUMBER,ROAD,POSTAL_CODE,PHONE,EMPLOYEES,TOWN_CENTRE,BUSINESS_LICENCE_APPLICATION_TYPE,YEAR,LONGITUDE,LATITUDE
Sanghe Ltd Dr Parminder S,Family Physician/Medical Clinic,0,13719,72 Ave,V3W2P2,6045725551,3,NTC,Commercial/Industrial,2013,-122.84196,49.13366
Payless Shoesource No 5868,Retail Sales - Shoes,0,1143,Guildford Town Centre,V3R7B7,6045834403,8,GTC,Commercial/Industrial,2013,0,0
Atomic Themeworks Manufacturing Inc,Manufacturer/Machine Shop,101,13163,76 Ave,V3W2V7,6045071260,3,NTC,Commercial/Industrial,2013,-122.85778,49.14103
H & M Hennes & Mauritz,Retail women's clothing,20,2453,161A St,V3S0M6,6045355624,21,SSTC,Commercial/Industrial,2013,-122.77489,49.04663
C I B C Grandview Corners South Surrey Banking Centre,Bank,10,2245,160 St,V3S9N6,6045415752,17,SSTC,Commercial/Industrial,2013,-122.77935,49.04313
T D S Industrial Services Ltd,Drafting/Design Service,334,8140,128 St,V3W1R1,6045991570,1,NTC,Commercial/Industrial,2013,-122.86784,49.15057
Fatburger White Rock,Resturant,0,1750,152 St,V4A7Z7,7782941500,10,SSTC,Commercial/Industrial,2013,-122.80105,49.03387
Western Immigration Consultants INc,Consultant,269,8128,128 St,V3W1R1,6045074284,3,NTC,Commercial/Industrial,2013,-122.86784,49.15035
Surrey Grace Medical Clinic Ltd,Medical Clinic,0,9655,137 St,V3T4G8,7783954434,3,SCC,Commercial/Industrial,2013,-122.84349,49.17787
North Surrey Halal Quality Meat Shop Ltd,Retail Merchant - 0 to 2 Employees,0,10825,148 St,V3R3Y2,6045856328,1,GTC,Commercial/Industrial,2013,-122.81266,49.19918
Galina's Cafe,Restaurant - No Alcohol,0,13531,102 Ave,V3T4X8,6045852929,1,,Commercial/Industrial,2013,-122.84653,49.18794
Panago Pizza,Pizza Take Out,114,7320,King George Blvd,V3W5A5,6045017920,1,NTC,Commercial/Industrial,2013,-122.84546,49.13567
Starbucks Coffee,Restaurant - No Alcohol,0,7450,120 St,V3W3M9,6045947341,1,NTC,Commercial/Industrial,2013,-122.89022,49.1381
Guildford Pizza Ltd,Restaurant,0,10790,148 St,V3R3X6,6045848888,1,GTC,Commercial/Industrial,2013,-122.81234,49.19855
Home Depot,Retail Merchant - Home Hardware,0,7350,120 St,V3W3M9,6045903546,200,NTC,Commercial/Industrial,2013,-122.89022,49.13654
Bon Inc Dr Richard,Cardiology,102,13798,94A Ave,V3V1N1,6045881414,2,WTC,Commercial/Industrial,2013,-122.84015,49.17462
Vancouver Top Prep School,Tutoring,205,10330,152 St,V3R4G8,6045836180,1,GTC,Commercial/Industrial,2013,-122.80075,49.19019
Kin's Farm Market,Retail,2290,10153,King George Blvd,V3T2W1,6045813033,23,SCC,Commercial/Industrial,2013,-122.84555,49.18696
J J J Nails and Beauty Bar,Esthetician,346,8140,128 St,V3W1R1,6048393251,4,NTC,Commercial/Industrial,2013,-122.86784,49.15057
My House Design/Build Team Ltd,"Contractor - General, Contractor - Design/Renovations/Custom Homes",2,15356,Fraser Hwy,V3R3P5,6046946873,1,FTC,Commercial/Industrial,2013,-122.79725,49.16438
United Collision Repair Ltd,Auto Body/Painting,0,12051,86 Ave,V3W7X5,6045071120,1,NTC,Commercial/Industrial,2013,-122.88834,49.15969
O P A Souvlaki,Restaurant - No Alcohol,0,2245,160 St,V3S9N6,7782941161,5,SSTC,Commercial/Industrial,2013,-122.77935,49.04313
Dragon Trading Corp,Wholesale - Pet Food and Products,118,18525,53 Ave,V3S7A4,6045892019,1,CTC,Commercial/Industrial,2013,-122.7096,49.09912
Brick Warehouse LP The,Retail - Household Goods,0,15858,24 Ave,V3S0G1,6045424393,21,SSTC,Commercial/Industrial,2013,-122.78321,49.04547
Freshslice,Restaurant - No Alcohol,145,1711,152 St,V4N4N3,6046492026,1,SSTC,Commercial/Industrial,2013,-122.80132,49.03315
Jardine Lloyd Thompson Canada Inc,Insurance Agent,201,10172,152A St,V3R1J7,6045839800,1,GTC,Commercial/Industrial,2013,-122.79936,49.18735
In House Solutions Inc,Software Design/Consultant,108,7455,132 St,V3W1J8,6045721921,2,NTC,Commercial/Industrial,2013,-122.85687,49.13808
Clover Care Medical Clinic,Professional Practitioner-Medical,102,17770,56 Avenue,V3S1C7,6045747883,17,CTC,Commercial/Industrial,2013,-122.73009,49.10408
West Coast Academy Of Martial Arts Ltd The,Martial Arts Instruction,113,12414,82 Ave,V3W3E9,6045901080,1,NTC,Commercial/Industrial,2013,-122.87837,49.15194
Superior Produce Inc,Produce,125,6350,120 St,V3X3K1,6045906288,4,NTC,Commercial/Industrial,2013,-122.89025,49.11836
Jasgill Investment & Contracting Ltd,General cont.,100,8484,128 St,V3W4G3,6045900055,15,NTC,Commercial/Industrial,2013,-122.86787,49.15709
Select Kitchen Cabinets Ltd,Manufacturer/Machine Shop - kitchen cabinets,205,8625,130 St,V3W1V9,6045901130,6,NTC,Commercial/Industrial,2013,-122.86259,49.15954
0852483 BC Ltd,Whlse.,208,19049,54 Ave,V3S4R1,6045742358,1,CTC,Commercial/Industrial,2013,-122.69482,49.10087
Moore Wedding Centre Ltd,Rental - Flowers & Decorations,350,8140,128 St,V3W1R1,6045966634,1,NTC,Commercial/Industrial,2013,-122.86784,49.15057
Bollywood Hungama Dance Academy Ltd,Recreational Facility,103,12815,85 Ave,V3W0K8,6045947999,4,NTC,Commercial/Industrial,2013,-122.86755,49.15752
Earls Marine Closures & Services Ltd,Manufacturer/Machine Shop,102,9725,192 St,V4N4C7,6048889498,6,GTC,Commercial/Industrial,2013,-122.69046,49.17941
Thirst First Refreshments Inc,Wholesale -  Coffee Break Services & Supplies,107,13045,84 Ave,V3W1B3,6045903384,10,NTC,Commercial/Industrial,2013,-122.861,49.15548
Fly and Sea (Dive & Travel),Administration Office,10,8528,123 St,V3W3V6,6045962060,7,NTC,Commercial/Industrial,2013,-122.88218,49.15837
Ardene Holdings Inc,Retail,40,2443,161A St,V3S0M6,7787853865,6,SSTC,Commercial/Industrial,2013,-122.7748,49.04685
Morgan Heights Dental Centre,Professional Practitioner-Dentist,40,2245,160 St,V3S9N6,6045358835,1,SSTC,Commercial/Industrial,2013,-122.77935,49.04313
Elrus Aggregate,Wholesale Parts - portable aggregate processing equipment,0,19066,95A Ave,V4N4P2,6048888499,20,GTC,Commercial/Industrial,2013,-122.69515,49.176
Pro Tech Auto Repair Shop,Automotive Repair Service,103,7945,132 St,V3W4N2,6045912525,1,NTC,Commercial/Industrial,2013,-122.85694,49.14723
D R Energy Wise Dist,Wholesale - Heating Products,10,18812,96 Ave,V4N3R1,6048829773,6,GTC,Commercial/Industrial,2013,-122.70097,49.17691
Leaps & Bounds Personal Training & Clinical Exercise Inc.,Recreational Facility,24,3033,King George Blvd,V4P1B8,6048623561,7,SSTC,Commercial/Industrial,2013,-122.80823,49.05729
Pacific Health Care Supply Ltd,Warehouse,6,8145,130 St,V3W7X4,6045994554,2,NTC,Commercial/Industrial,2013,-122.86241,49.15058
Associated Health Systems Inc,Distributor of Medical Supplies,41430,8145,130 St,V3W7X4,6045918012,8,NTC,Commercial/Industrial,2013,-122.86241,49.15058
Gliderite Corporation,Repair Service - Equipment,2,18503,97 Ave,V4N3N9,6045134448,1,GTC,Commercial/Industrial,2013,-122.70945,49.17906
Dairy Queen Grill & Chill,Restaurant - No Alcohol,0,5630,152 St,V3S5K2,6045758330,14,NTC,Commercial/Industrial,2013,-122.8009,49.10482
Lighthouse Spiritual Centre,Charitable Society/Organization,0,5722,176A St,V3S4H2,6045390770,1,CTC,Commercial/Industrial,2013,-122.73355,49.10638
National Air Technologies,"Janitorial Service, Contractor - Ventilation Cleaning",108,9465,189 St,V4N5L8,6045751181,17,GTC,Commercial/Industrial,2013,-122.69903,49.17459
Wireless World Solutions Inc,Retail,45,12845,96 Ave,V3V6V9,7783956060,3,SCC,Commercial/Industrial,2013,-122.86635,49.17725
Canaan Auto Service,Automotive Repair Service,0,13912,104 Ave,V3T1X2,6045893434,1,SCC,Commercial/Industrial,2013,-122.83664,49.19142
Budget FurnitureLand Ltd,Retail,0,13581,77 Ave,V3W6Y2,6047737700,5,NTC,Commercial/Industrial,2013,-122.8457,49.14278
Panorama Physiotherapy and Sports Clinic,Professional Practitioner-Medical,0,15157,56 Avenue,V3S9A5,6045742047,10,NTC,Commercial/Industrial,2013,-122.80401,49.10454
Panorama Village Medical Clinic Inc,Professional Practitioner-Medical,103,15157,56 Avenue,V3S9A5,6045740481,17,NTC,Commercial/Industrial,2013,-122.80401,49.10454
Ocean Park Pizza,Restaurant,0,13186,104 Ave,V3T1T7,6045884450,1,SCC,Commercial/Industrial,2013,-122.85686,49.19158
McDonald's,Restaurant,3,15145,56 Avenue,V3S9A5,6045756310,50,NTC,Commercial/Industrial,2013,-122.80482,49.10454
Canuck Security Services Limited,Security Patrol Dispatch - Office Only,393,8148,128 St,V3W1R1,6045982424,10,NTC,Commercial/Industrial,2013,-122.86784,49.15071
Seventh Heaven Hair Gallery & Bio Salon Ltd,Hair Salon/Barber,3,12185,Beecher St,V4A2Z8,6042920687,1,SSTC,Commercial/Industrial,2013,-122.88424,49.05242
Anytime Fitness,24 Hour Co-Ed Private Fitness Gym,101,18655,Fraser Hwy,V3S7Y3,6045744777,1,CTC,Commercial/Industrial,2013,-122.70531,49.12542
Impact Sheet Metal Ltd,Commercial ventilation/sheet metal,0,19188,94 Ave,V4N4X8,6045256664,3,GTC,Commercial/Industrial,2013,-122.69101,49.17329
Seema Designer Boutique,"Retail, Tailor",175,8138,128 St,V3W1R1,7785653309,1,NTC,Commercial/Industrial,2013,-122.86784,49.15053
Canuck School of Education Ltd,Security School,392,8148,128 St,V3W1R1,6045982424,2,NTC,Commercial/Industrial,2013,-122.86784,49.15071
Jmedia Onestop Center,Printer/Publisher,2,10541,King George Blvd,V3T2X1,6045828882,1,SCC,Commercial/Industrial,2013,-122.84546,49.1942
SellOffVacations.Com,Travel Agency,130,12101,72 Ave,V3W2M1,7785930462,1,NTC,Commercial/Industrial,2013,-122.88748,49.13414
Lets Go Travel And Tours Inc,Travel Agency,154,8120,128 St,V3W1R1,6045912222,3,NTC,Commercial/Industrial,2013,-122.86784,49.15021
833490 BC Ltd,Security Service,393,8148,128 St,V3W1R1,6045982424,1,NTC,Commercial/Industrial,2013,-122.86784,49.15071
Iris Optometrists & Optician #653,Professional Practitioner-Optometrist,10,2438,160 St,V3S0C8,6045412645,6,SSTC,Commercial/Industrial,2013,-122.77907,49.04625
Cloverdale Optometry,Optometrist,0,5718,176A St,V3S4H2,6045744527,5,CTC,Commercial/Industrial,2013,-122.73355,49.1063
P Narman & Co Inc,Professional Practitioner-Accountant,106,8501,162 St,V4N1B2,7785651817,3,FTC,Commercial/Industrial,2013,-122.77345,49.15731
Surrey Hearing Care Inc,Health Care Consultant,101,15957,84 Ave,V4N0W7,7785654327,4,FTC,Commercial/Industrial,2013,-122.78008,49.15556
Accurate Fabricating Ltd,Mfg. - Steel Fabrication,0,12875,85 Ave,V3W0K8,6045916184,50,NTC,Commercial/Industrial,2013,-122.86598,49.15764
Murphy's Body & Fender,Auto Restoration,103,5327,192 St,V3S8E5,6045758690,1,CTC,Commercial/Industrial,2013,-122.69135,49.09963
Fusion Beauty,"Nail/Waxing Salon,Hair Salon
,Retail Merchant - 0 to 2 Employees",0,10310,152 St,V3R4G8,6045888667,1,GTC,Commercial/Industrial,2013,-122.80075,49.18984
Pacific Billards And Snookers,Pool Hall,0,13774,104 Ave,V3T1W5,6045833332,1,SCC,Commercial/Industrial,2013,-122.84034,49.19147
Ronsons  Rack,Retail - Shoes,147,1711,152 St,V4A4N3,6045366930,5,SSTC,Commercial/Industrial,2013,-122.80132,49.03315
Beansprout Bubble Tea House,Restaurant - No Alcohol,14,3189,King George Blvd,V4P1B8,6045412326,1,SSTC,Commercial/Industrial,2013,-122.81162,49.06002
Suncreek Condominiums,Apartment Rentals,0,7121,133B St,V3W8A3,6045960916,3,NTC,Commercial/Industrial,2013,-122.85267,49.13185
Abbsry Tires Fleetwood,Tire sales & service,103,15685,Fraser Hwy,V4N0Y6,6045752224,5,FTC,Commercial/Industrial,2013,-122.78796,49.161
General Paint Ltd,Retail Merchant - Paint,150,8080,120 St,V3W3N3,6045999313,7,NTC,Commercial/Industrial,2013,-122.89022,49.15008
L W Murphy Ltd,Bankruptcy Trustee,410,15225,104 Ave,V3R6Y8,6045842121,4,GTC,Commercial/Industrial,2013,-122.80019,49.19157
Furneaux Fan LLP,Professional Practitioner-Accountant,211,8556,120 St,V3W3N5,6045012000,1,NTC,Commercial/Industrial,2013,-122.89023,49.15863
Coastal Academy of Hypnotic Arts and Science,Trade School,207,14888,104 Ave,V3R1M4,6045421914,5,GTC,Commercial/Industrial,2013,-122.80961,49.1914
Omega Kitchen Cabinets Ltd,Manufacturer/Machine Shop - Kitchens,307,12507,80 Ave,V3W3A4,7785789936,1,NTC,Commercial/Industrial,2013,-122.87532,49.14839
Discovery 3D Ultrasound Ltd,Medical Laboratory,0,15300,105 Ave,V3R6A7,7783958558,2,GTC,Commercial/Industrial,2013,-122.79801,49.19323
Dr Sukh Mann RMT DC,Massage Therapy (RMT),143,12080,Nordel Way,V3W1P6,6045915569,1,NTC,Commercial/Industrial,2013,-122.88729,49.16184
Marco Lapena RMT,Massage Therapy (RMT),143,12080,Nordel Way,V3W1P6,6045915569,1,NTC,Commercial/Industrial,2013,-122.88729,49.16184
James Brise RMT,Massage Therapy (RMT),143,12080,Nordel Way,V3W1P6,6045915569,1,NTC,Commercial/Industrial,2013,-122.88729,49.16184
Eagle Strapping Ltd,Wholesale - Packaging,303,9775,188 St,V4N3N2,6048821194,2,GTC,Commercial/Industrial,2013,-122.7014,49.18001
J & P Pattinson 2002 Ltd,Stucco Cont.,110,18663,52 Ave,V3S8E5,6045333072,5,CTC,Commercial/Industrial,2013,-122.70606,49.09719
Dr Mark Davies,Professional Practitioner-Medical,216,7164,120 St,V3W3M8,6046145432,1,NTC,Commercial/Industrial,2013,-122.89022,49.13337
Kitchen Art Design,Kitchen cabinets,140,18535,53 Ave,V3S7A4,6045945445,13,,Commercial/Industrial,2013,-122.70936,49.09906
Modine Manufacturing Canada Ltd,Manufacturer/Machine Shop,101,19050,25 Ave,V3S3V2,6045364544,11,SSTC,Commercial/Industrial,2013,-122.69582,49.0474
Starbucks Coffee # 4976,"Retail, Restaurant - No Alcohol",0,12025,Nordel Way,V3W1W1,6047089233,20,NTC,Commercial/Industrial,2013,-122.88929,49.16211
Allied Insurance Servcies Inc,Insurance Agent,105,12025,Nordel Way,V3W1W1,6045964588,6,NTC,Commercial/Industrial,2013,-122.88929,49.16211
Marlin Travel,Travel Agency,320,10153,King George Blvd,V3T2W1,6045888300,5,SCC,Commercial/Industrial,2013,-122.84555,49.18696
Barnes Wheaton Chevrolet Buick GMC Ltd,Automotive Repair Service,5,3050,King George Blvd,V4P1A2,6045367661,1,SSTC,Commercial/Industrial,2013,-122.8082,49.05755
Kore Irrigation Ltd,Contractor - Irrigation,110,19140,28 Ave,V3S6M3,6045362025,15,SSTC,Commercial/Industrial,2013,-122.69205,49.0528
Common Exchange Ltd,Pawn Broker,0,13438,72 Ave,V3W2N8,6045437296,9,NTC,Commercial/Industrial,2013,-122.84985,49.13351
777 Pizza & Donair,Pizza,0,7711,128 St,V3W4E6,6045027773,2,NTC,Commercial/Industrial,2013,-122.86807,49.14332
Kane Shannon & Weiler,Professional Practitioner-Lawyer,102,2055,152 St,V4A4N7,6045358770,7,SSTC,Commercial/Industrial,2013,-122.80133,49.0394
Classroom Ready Inc,Printer/Publisher,207,8501,162 St,V4N1B2,8668888967,3,FTC,Commercial/Industrial,2013,-122.77345,49.15731
Nazif Inc Dr Omar,Professional Practitioner-Medical,208,13710,94A Ave,V3V1N1,6045883400,1,WTC,Commercial/Industrial,2013,-122.84227,49.17461
City Center Auto Sales Ltd,Automobile Dealer/Rebuilder,0,12701,King George Blvd,V3V3K7,6045849993,3,WTC,Commercial/Industrial,2013,-122.87007,49.20634
Smart Set,Retail,50,16041,24 Ave,V3S9H7,6045312253,10,SSTC,Commercial/Industrial,2013,-122.77811,49.04564
Sally Beauty Supply,Retail,820,15355,24 Ave,V4A2H9,6045359455,3,SSTC,Commercial/Industrial,2013,-122.79692,49.0457
Blanche Equipment Rentals Ltd,"Machinery/Heavy Equipment Dealer, Rental",0,5425,Production Blvd,V3S8P6,6045303166,2,CTC,Commercial/Industrial,2013,-122.68167,49.10077
Langley Excavator Parts Exchange Inc,Machinery/Heavy Equipment Dealer,0,5425,Production Blvd,V3S8P6,6045303166,7,CTC,Commercial/Industrial,2013,-122.68167,49.10077
Surfside Music,Retail,103,1645,140 St,V4A4H1,7782941088,1,SSTC,Commercial/Industrial,2013,-122.83448,49.03206
Antidote Pharmacy #3 The,Retail,104,8140,120 St,V3W3N3,7785653411,2,NTC,Commercial/Industrial,2013,-122.89023,49.15114
Diamond Parking Ltd #4321,Parking Lot,0,5680,152 St,V3S3K2,6046818797,1,NTC,Commercial/Industrial,2013,-122.80089,49.10553
Jagrup  Enterprises Ltd,Trucking & Cartage,389,8148,128 St,V3W1R1,6045996403,6,NTC,Commercial/Industrial,2013,-122.86784,49.15071
Lilly Electric 1973 Ltd,Electrical Cont.,112,19140,28 Ave,V3S6M3,6045363464,30,SSTC,Commercial/Industrial,2013,-122.69205,49.0528
Superior Designer Kitchen Ltd,"Renovations, Bathroom Vanities, Custom Kitchen Cabinets",0,12212,86 Ave,V3W3H7,6045929746,4,NTC,Commercial/Industrial,2013,-122.88453,49.15952
Boss Wholesale Ltd,Wrhse. - Major appliances,201,5529,192 St,V2Z1Z7,6045751110,5,CTC,Commercial/Industrial,2013,-122.69129,49.10316
Save On Foods #903 Lottery Ticket Centre,Lottery,0,3033,152 St,V4P3K1,6045420649,4,SSTC,Commercial/Industrial,2013,-122.8013,49.05708
Novacom Construction Ltd,Contractor - Construction,101,18663,52 Ave,V3S8E5,6042737303,20,CTC,Commercial/Industrial,2013,-122.70606,49.09719
T C A Enterprises Ltd,Mechanic's Tool Box Distribution,5,18812,96 Ave,V4N3R1,6048820709,1,GTC,Commercial/Industrial,2013,-122.70097,49.17691
Veers Automotive,Automotive Repair Service,5,12334,84 Ave,V3W0J5,7785653566,1,NTC,Commercial/Industrial,2013,-122.88109,49.15567
Linkatech Techonologies Inc,Wrhse.,101,18663,52 Ave,V3S8E5,6044345465,1,CTC,Commercial/Industrial,2013,-122.70606,49.09719
Sushi Tengoku,Food Primary-Class B Dining Lounge,0,10194,152 St,V3R6N7,6045849787,10,GTC,Commercial/Industrial,2013,-122.80076,49.18775
Pacific Ultrasonic Services Ltd,Ultrasonic Cleaner,213,6333,148 St,V3S3C3,6045981069,1,NTC,Commercial/Industrial,2013,-122.81235,49.11351
Coldwell Banker Vantage Realty,Real Estate,200,15135,101 Ave,V3R7Z1,6049162773,29,GTC,Commercial/Industrial,2013,-122.80276,49.18622
Pacific Quorum Properties Inc,Property Management,302,7337,137 St,V3W1A4,6046350260,10,NTC,Commercial/Industrial,2013,-122.84296,49.13623
E J M Construction Management Inc,Contrator - General,205,18428,53 Ave,V3S7A4,6045757780,7,CTC,Commercial/Industrial,2013,-122.712,49.09897
Vancity Cabinets Ltd,Cabinet Making,107,8310,130 St,V3W8J9,6048082614,6,NTC,Commercial/Industrial,2013,-122.86215,49.15354
Golden Touch Detail Centre,Auto Washing,0,16161,Fraser Hwy,V4N0G2,6045970008,4,FTC,Commercial/Industrial,2013,-122.77505,49.15598
Sariling Atin Filipino Store,"Retail Merchant - 0 to 2 Employees,Rental Service",0,12037,88 Ave,V3W3J3,6045978108,2,WTC,Commercial/Industrial,2013,-122.88849,49.1633
Shuksan Contracting Ltd,General Cont.,205,18428,53 Ave,V3S7A4,6045757780,5,CTC,Commercial/Industrial,2013,-122.712,49.09897
Dhillon Fashions & Fabrics Ltd,Wrhse.,378,8148,128 St,V3W1R1,6045997044,6,NTC,Commercial/Industrial,2013,-122.86784,49.15071
Newton Nursery Ltd,Nursery,0,12573,72 Ave,V3W2M5,6045723522,2,NTC,Commercial/Industrial,2013,-122.87424,49.13401
Smile Indian Restaurant & Meat Ltd,"Retail , restaurant",1,5723,176 St,V3S4C9,7785742222,5,CTC,Commercial/Industrial,2013,-122.73511,49.10642
Jayco Holdings Inc,Retail Merchant - 3 to 5 Employees,129,1959,152 St,V4A9E3,7782312868,5,SSTC,Commercial/Industrial,2013,-122.80133,49.03761
Gymboree Inc,Retail Merchant - 3 to 5 Employees,1171,2695,Guildford Town Centre,V3R7C1,6045844402,7,GTC,Commercial/Industrial,2013,-122.80271,49.1925
Symbiosis Pediatric Therapy Inc,Occupational Therapists,0,8927,152 St,V3R4E5,7783958752,9,FTC,Commercial/Industrial,2013,-122.80158,49.16475
U & Me Hair & Nails Design,"Esthetician, Hair Salon/Barber",111,6820,188 St,V4N3G6,7785740708,5,CTC,Commercial/Industrial,2013,-122.70156,49.12651
Dhillon Truck Repair Ltd,Truck Trailer Repair,0,12697,80 Ave,V3W3A6,7783866875,4,NTC,Commercial/Industrial,2013,-122.87086,49.1483
Sweeny Sarao Notary Corporation,Professional Practitioner-Notary,400,8148,128 St,V3W1R1,6045975959,3,NTC,Commercial/Industrial,2013,-122.86784,49.15071
Evergreen Medical Centre,Professional Practitioner-Medical,0,8960,152 St,V3R4E4,6045888181,7,FTC,Commercial/Industrial,2013,-122.80129,49.16521
South Surrey Wine & Cider Store,Retail wine store with accessories,0,13977,16 Ave,V4A1P8,6045310038,1,SSTC,Commercial/Industrial,2013,-122.83517,49.0313
J Jordan Fashions,Retail,130,2950,King George Blvd,V4P1A2,7782940727,1,SSTC,Commercial/Industrial,2013,-122.80671,49.05635
T D Canada Trust,"Bank,Automated Teller Machine",0,18642,Fraser Hwy,V3S7Y4,6045755780,12,CTC,Commercial/Industrial,2013,-122.70576,49.12541
Mint Tanning Lounge,Tanning Salon,102,15161,56 Avenue,V3S9A5,7785740220,4,NTC,Commercial/Industrial,2013,-122.80375,49.10453
"Frito Lay Canada, a division of Pepsico Canada ULC",Wrhse.,0,11811,103A Ave,V3V0B5,6045878300,100,WTC,Commercial/Industrial,2013,-122.89624,49.19236
Super Coin Laurndary,Laundromat,101,7288,137 St,V3W1A3,6045919600,1,NTC,Commercial/Industrial,2013,-122.84268,49.13551
Annu Pratap-Kliem Massage Therapy,Massage Therapy (RMT),108,2055,152 St,V4A4N7,6045313631,1,SSTC,Commercial/Industrial,2013,-122.80133,49.0394
Check Point Plumbing Heating & Gas Fitting Inc,Plumbing/Heating Cont.,0,3033,King George Blvd,V4P1B8,6045351768,3,SSTC,Commercial/Industrial,2013,-122.80823,49.05729
Original Joe s Restaurant & Bar,Food Primary-Class B Dining Lounge,50,2215,160 St,V3S9N6,6045384666,40,SSTC,Commercial/Industrial,2013,-122.77935,49.04268
E C I Manufacturing Inc,Manufacturer - Woodworking,108,18515,53 Ave,V3S7A4,6047605592,1,CTC,Commercial/Industrial,2013,-122.70985,49.09915
Bethshan Gardens,Charitable Society/Organization,0,17528,59 Ave,V3S3T7,7783730299,15,CTC,Commercial/Industrial,2013,-122.73727,49.1095
Clayton Critters Ltd,Retail,0,6820,188 St,V4N3G6,7785742772,2,CTC,Commercial/Industrial,2013,-122.70156,49.12651
Restore A Credit Debt Solutions,Financial Planning/Consultant,268,8128,128 St,V3W1R1,7785653341,1,NTC,Commercial/Industrial,2013,-122.86784,49.15035
Wescana Pharmacy Ltd,Pharmacy,101,8585,160 St,V4N1G4,7785785160,2,FTC,Commercial/Industrial,2013,-122.77898,49.15867
Chartwell Financial Group,Insurance Agency,100,5455,152 St,V3S5A5,6045967188,8,NTC,Commercial/Industrial,2013,-122.8012,49.10185
Polonia Deli Ltd,Retail,101,14045,104 Ave,V3T1X4,6046075584,1,SCC,Commercial/Industrial,2013,-122.83284,49.19157
Quality Chain Canada ULC,Whlse. - Tire Chains,1,2133,191 St,V3S3M3,6045079734,22,SSTC,Commercial/Industrial,2013,-122.69473,49.04108
Surrey Delta Transmission Auto Repairs Ltd,Auto Repairs - Transmissions,22,12484,82 Ave,V3W3E9,6045902292,2,NTC,Commercial/Industrial,2013,-122.87629,49.15189
Panorama Shell Select,"Gas Station, Convenience Store",0,15184,56 Avenue,V3S1B8,6045745600,11,NTC,Commercial/Industrial,2013,-122.80214,49.10434
Northwest Engineers,Professional Practitioner-Engineer,304,8356,120 St,V3W3N4,6045920714,5,NTC,Commercial/Industrial,2013,-122.89023,49.15513
Four Seasons Roofing & Disposal Ltd,Trucking & Cartage,225,13308,76 Ave,V3W2W1,6045028600,1,NTC,Commercial/Industrial,2013,-122.85377,49.14082
A 1 Sponge & Foam Fabrications Ltd,Foam Fabrications,0,14666,64 Ave,V3S1X7,6045903626,19,NTC,Commercial/Industrial,2013,-122.81586,49.11904
P G S Construction Ltd,General Cont.,0,19358,96 Ave,V4N4C1,6048822122,1,GTC,Commercial/Industrial,2013,-122.68669,49.1769
Everything Financial Group,Financial Planning/Consultant,211,9547,152 St,V3R5Y5,6046340636,5,FTC,Commercial/Industrial,2013,-122.8012,49.17591
Midway Mazda Clearance Centre,Automobile Dealer/Rebuilder,0,2780,King George Blvd,V4P1A2,6045411720,1,SSTC,Commercial/Industrial,2013,-122.80219,49.0527
Speedier Auto Body Shop Ltd,Auto Body/Painting,401,12507,80 Ave,V3W3A4,6048973212,5,NTC,Commercial/Industrial,2013,-122.87532,49.14839
Bare Creek Bed & Breakfast,Bed & Breakfast,0,12216,New Mclellan Rd,V3X2Y1,7785657637,2,NTC,Commercial/Industrial,2013,-122.88412,49.10309
Glow Salon & Spa,"Esthetician,Retail Merchant - 3 to 5 Employees,Hair Salon/Barber",104,15161,56 Avenue,V3S9A5,7785741288,4,NTC,Commercial/Industrial,2013,-122.80375,49.10453
HSBC Bank Canada,Bank,0,15150,56 Avenue,V3S1B8,6045756183,7,NTC,Commercial/Industrial,2013,-122.80442,49.10436
Pearl Hair and Beauty Salon Ltd,Hair Salon/Barber,0,6926,King George Blvd,V3W4Z9,6045905037,3,,Commercial/Industrial,2013,-122.84545,49.12827
Booster Juice,Restaurant - No Alcohol,107,15161,56 Avenue,V3S9A5,6045760056,11,NTC,Commercial/Industrial,2013,-122.80375,49.10453
Meyers Norris Penny LLP,Professional Practitioner-Accountant,316,5455,152 St,V3S5A5,6045917191,15,NTC,Commercial/Industrial,2013,-122.8012,49.10185
Medisave Pharmacy #01,Retail Merchant - 0 to 2 Employees,102,15129,100 Ave,V3R9P4,6045814000,3,GTC,Commercial/Industrial,2013,-122.80304,49.18428
Roadhouse Eatery,Food Primary-Class B Dining Room,0,1781,King George Blvd,V4A4Z9,6045383177,35,SSTC,Commercial/Industrial,2013,-122.78055,49.03496
Leonis Management & Consultants Ltd,Property Management Office,108,5455,152 St,V3S5A5,6045755474,5,NTC,Commercial/Industrial,2013,-122.8012,49.10185
CWPC Property Consultant Ltd,Real Estate Appraisal/Building Insp Serv,203,5455,152 St,V3S5A5,6045838889,11,NTC,Commercial/Industrial,2013,-122.8012,49.10185
Northwest Conveyor Inc,Conveyors,201,19049,54 Ave,V3S4R1,6045767840,4,CTC,Commercial/Industrial,2013,-122.69482,49.10087
M D Insurance Agency Limited,Insurance Agent,209,5455,152 St,V3S5A5,7785711447,1,NTC,Commercial/Industrial,2013,-122.8012,49.10185
Pacifica Partners Capital Management,Financial Planning/Consultant,213,5455,152 St,V3S5A5,6045768908,5,NTC,Commercial/Industrial,2013,-122.8012,49.10185
