BUSINESS_NAME,PRODUCTS_OR_SERVICES,UNIT,HOUSE_NUMBER,ROAD,SURREY_POSTAL_CODE,PHONE,EMPLOYEES,TOWN_CENTRE,NAIC,LONGITUDE,LATITUDE
Scott Plaza Trailer Park,Mobile Home Park,0,9132,120 St,V3V4B6,6042617193,1,WTC,531190,-122.889978,49.16931185
Options Community Services Society,Social Programs,0,9815,140 St,V3T4M4,6045845811,25,SCC,813990,-122.8346039,49.18072603
Subway Sandwiches & Salads,Restaurant - No Alcohol,137,12080,Nordel Way,V3W1P6,6045990575,8,NTC,722110,-122.8886041,49.16109806
Nachatar Kaila,Apartment Rental,0,13049,103A Ave,V3T1S4,6048721049,1,SCC,531111,-122.8607883,49.19088402
Lee Side Mobile Home Park,,45,13650,80 Ave,V3W6J8,6044159870,1,NTC,531190,-122.8433133,49.14795925
Westwood Estates,Mobile Home Park,0,8254,134 St,V3W6M2,6045995948,1,NTC,531190,-122.8510998,49.15320086
Newton Mobile Home Park Ltd,Mobile Home Park,0,6571,King George Hwy,V3W4Z4,6045974787,1,NTC,531190,-122.8458985,49.12203359
Super 8 Foods,Retail Merchant - Super Market,0,12750,103 Ave,V3V3G6,6045812171,6,WTC,445110,-122.8690003,49.18967982
Westwood Court,Mobile Home Park,0,8670,156 St,V3S3S1,6045995948,1,FTC,531190,-122.7898839,49.16049444
Surrey Art Gallery Association,Retail & Rental Art Works,0,13750,88 Ave,V3W3L1,6045015187,1,WTC,442292,-122.842413,49.16216661
Feige Dr Richard R,Professional Practitioner-Medical/Pulmonary Diseases,201,13498,94A Ave,V3V1N1,6045816727,5,WTC,621110,-122.8487588,49.17388064
Guildford Dental Clinic,Professional Practitioner-Dentist,301,9014,152 St,V3R4E7,6045838777,12,FTC,621210,-122.7995303,49.16718423
Five Way Food Market,Retail Convenience Store,0,8807,Harvie Rd,V4N4B9,6048821068,4,GTC,445120,-122.6990147,49.16300727
Chez Louise,Hairdressing,0,13525,Hilton Rd,V3R5J3,6045883424,1,SCC,812115,-122.8470483,49.20227873
Trelawney Manor,Apartment Rental,0,17775,57 Ave,V3S4T5,6044341959,1,CTC,531111,-122.729628,49.10620482
Quality First Collision Repairs (2013) Ltd,Auto Body Repair & Painting,42006,19257,Enterprise Way,V3S6J8,6045306001,6,CTC,811121,-122.6896507,49.10795711
Crescent Beach Town Pantry,Service Station,0,2795,128 St,V4A3W7,6045383443,5,SSTC,447190,-122.8675782,49.05272252
Mega Hair Care,Hairdresser,136,15280,101 Ave,V3R8X7,6045839339,1,GTC,812115,-122.7986031,49.18597274
Fraser Boat Launching,Marina & Boat Rental,0,10154,179 St,V4N4J6,6045815374,1,GTC,487210,-122.7240509,49.18701697
Imperial Parking Ltd (9850 King George Hwy),Parking Lot,875,9850,King George Hwy,V3T4Y3,6046817311,1,SCC,812930,-122.8451224,49.1815162
Washette Coin Laundry,Coin Laundry,0,12827,96 Ave,V3V6V9,6045848828,1,SCC,812310,-122.8669796,49.17731883
Energy Automotive Ltd,Auto Repair,202,12779,80 Ave,V3W3A6,6045940772,1,NTC,811111,-122.8686791,49.14836344
Ocean Park  Natural Therapies,Natural Therapies,200,12761,16 Ave,V4A1N2,6045383017,2,SSTC,621390,-122.8684079,49.03146096
T & T Supermarket Inc (152 St),Retail Supermarket,0,10090,152 St,V3R8X8,6049302388,160,GTC,445110,-122.8005815,49.18575463
V C S Valley Cut Steel Corp,Whlse. Steel Plates,4,9515,190 St,V4N3S1,6048078335,4,GTC,415210,-122.69636,49.17544397
Karans International Distributors Ltd,Whlse. Seafoods,6,8236,128 St,V3W4G2,6045438153,1,NTC,413140,-122.8676906,49.15216697
Mac Agg Supply Inc,Trucking Serv.,0,19275,54 Ave,V3A8E5,6045761480,2,CTC,484120,-122.6890351,49.10137226
E B Horsman & Son Ltd (80 Ave),Whlse. Electrical,0,19295,25 Ave,V3W3B1,6045967111,20,SSTC,416110,-122.6886847,49.0476193
Khalsa Top Jewellers Ltd,Retail Jewelry,108,12885,80 Ave,V3W0E6,6045903335,2,NTC,448310,-122.8649138,49.14844044
Atlas Trailer Coach Products Ltd,Whlse. RV Parts & Accessories,0,5517,Production Blvd,V3S8P6,6045304002,7,CTC,415290,-122.6820212,49.10275098
Yoko Sushi & Noodle House,Japanese Restaurant,102,16013,Fraser Hwy,V4N0G2,6045075575,6,FTC,722110,-122.7783141,49.15736772
I C I Paints Canada Inc,Whlse. Paints,0,7675,132 St,V3W4M8,6045901688,8,NTC,416340,-122.857058,49.14214064
N G Metal & Welding Works Ltd,"Mfg. - Aluminum, Metal Products",0,7967,128 St,V3W4E7,6045020124,1,NTC,332329,-122.8682423,49.14765471
Pro Line Construction Materials Ltd,Whlse. Construction Supplies,0,13385,Comber Way,V3W5V8,6045963787,15,NTC,416320,-122.8514989,49.13502695
Sprite Computer Systems,Retail Computers,0,13597,King George Hwy,V3T2V1,6045811244,1,SCC,443120,-122.8454309,49.1992158
Partyworks Interactive,Wrhse. Game Rentals,13,8473,124 St,V3W9G4,6045995541,1,NTC,493190,-122.8794494,49.15709529
Day Lite Automotive Ltd,Auto Repair,30,15531,24 Ave,V4A2J4,6045351690,4,SSTC,811111,-122.7920343,49.04577186
Greco's Specialty Foods Ltd,Retail Specialty Foods,0,6886,King George Hwy,V3W4Z9,6045901644,7,NTC,445299,-122.8451595,49.1277599
Fountain Tire Port Kells,"Tire & Mechanical Repair,Tire Installation",0,19585,96 Ave,V4N4C5,0,8,GTC,811111,-122.6800857,49.17735534
Laird A Hiatt Law Offices,Professional Practitioner-Lawyer,200,10706,King George Hwy,V3T2X3,6045814421,4,SCC,541110,-122.8449794,49.19711989
Canadian Gypsum Co,Wrhse.,0,19575,96 Ave,V4N4C5,6048818000,7,GTC,493190,-122.6803707,49.17829471
Darshi's Hair & Beauty Centre Inc,"Hairdressing,Beauty Salon,Hair Salon/Barber",121,7500,120 St,V3W3N1,6045725558,3,NTC,812114,-122.8900684,49.13913715
Darshi's Hair & Beauty Centre Inc,"Hairdressing,Beauty Salon,Hair Salon/Barber",121,7500,120 St,V3W3N1,6045725558,3,NTC,812115,-122.8900684,49.13913715
Surrey Cash Mart,Cheque Cashing,105,10252,135 St,V3T4C2,6045814646,3,SCC,522390,-122.848899,49.191464
D C Welding & Fabrication Ltd,Weldingpager 604.473.1914,0,18697,96 Ave,V4N3P6,6048821899,7,GTC,811310,-122.7045623,49.17718403
Positec Solutions Inc,Computer Software Repairs & Technical Support,260,19358,96 Ave,V4N4C1,6048823882,15,GTC,811210,-122.686029,49.17678045
Potter's Farm & Nursery Inc.,Nursery,0,12530,72 Ave,V3W2M6,6045727706,15,NTC,444220,-122.8756188,49.13376402
Mad Science,Wrhse. Children's Science Enrichment,4,12111,86 Ave,V3W3H8,6045919115,35,NTC,493190,-122.8875325,49.15976586
Williams Roofing & Drainage Ltd,Roofing & Drainage Cont.,0,12205,Industrial Rd,V3V3S1,6045802444,5,WTC,232330,-122.8842336,49.2071149
Dependable Turbines Ltd,Mfg. - Hydroelectric Turbines,0,17930,Roan Pl,V3S5K1,6045763175,6,CTC,417230,-122.7255094,49.10081542
Do It All Metal Fabricators Ltd,Mfg. - Steel Fabrication,0,19063,96 Ave,V4N3P2,6048823538,3,GTC,332999,-122.694146,49.17718062
Coast Distributors,Whlse. Hardware,301,9775,188 St,V4N3N2,6048825129,1,GTC,416330,-122.7015205,49.18021661
D L Watts Floorings Ltd,Contractor - Commercial Flooring,708,13377,78 Ave,V3W5B9,6045431994,20,NTC,232430,-122.8518993,49.14465661
Cineplex Odeon Strawberry Hill,Movie Theatre,0,12161,72 Ave,V3W2M1,6045019420,5,NTC,512130,-122.8865012,49.13501244
Cineplex Odeon Strawberry Hill,Movie Theatre,0,12161,72 Ave,V3W2M1,6045019420,5,NTC,722210,-122.8865012,49.13501244
Catalyst Pulp & Paper Sales Ltd,3rd Party Warehouse Logistics,0,10555,Timberland Rd,V3V3T3,6049530373,87,WTC,493190,-122.9011829,49.19357845
Bodyworks by Tara,Yoga Instruction,202,14620,64 Ave,V3S1X7,6045410728,1,NTC,611620,-122.8170991,49.11892615
Budget Blind Service Ltd,,3,19295,Enterprise Way,V3S6J8,6045148842,5,CTC,561799,-122.6885984,49.10795887
B C Dealer's Trade In Centre Inc,Used Auto Sales,0,14458,104 Ave,V3R1L9,6045851831,7,GTC,441120,-122.8215212,49.19134787
B C Tires Ltd,Automotive Repair Service,0,15399,Fraser Hwy,V3R3P3,6045857396,4,FTC,811111,-122.795619,49.16406229
Peoples Jewellers (Guildford Town Centre),Retail Jewelry,0,2190,Guildford Town Centre,V3R7B9,6045841584,8,GTC,448310,-122.80271,49.192497
Kamal Sweets & Tandoori Hut Ltd,Sweet Shop & Indian Food,104,6977,128 St,V3W4E1,6045981238,7,NTC,445291,-122.8680643,49.12968509
Manac Trailer Sales,Semi Trailer Sales,0,18991,96 Ave,V4N3P3,6048884188,2,GTC,415120,-122.6967971,49.17716173
Village Health Clinic Inc,Naturopathic Clinic,105,15153,56 Ave,V3S9A5,6045757275,8,NTC,621390,-122.8034069,49.10467959
Morin Law Corp,Law Office,0,15245,18 Ave,V4A1W9,6045389887,8,SSTC,541110,-122.8000448,49.03490865
Mooney Marjorie E - Barrister & Solicitor,Professional Practitioner-Lawyer,300,1676,Martin Dr,V4A6E7,6045311421,1,SSTC,541110,-122.8050671,49.0323296
Oxbow Energy Solutions LLC,Sales/Marketing Office,203,5460,152 St,V3S5J9,6045742447,5,NTC,541619,-122.7997339,49.10214832
Domino's Pizza #10052,Pizza take out & delivery,102,15155,101 Ave,V3R7Z1,6045857422,8,GTC,722110,-122.802234,49.18629935
Guru Nanak Academy,Non-profit Society - Religious Education (research),23,12484,82 Ave,V3W3E9,6045943962,7,NTC,611690,-122.8766379,49.15182787
Newton Esso,Car Wash,0,7195,King George Hwy,V3W5A4,6045430851,9,NTC,447110,-122.8459607,49.13306413
Newton Esso,Car Wash,0,7195,King George Hwy,V3W5A4,6045430851,9,NTC,811192,-122.8459607,49.13306413
Sabina Fashions,Dressmaker & Alterations,0,13753,72 Ave,V3W2P2,6045025040,1,NTC,315999,-122.8405811,49.13377078
Canadian H20 To Go,Retail - Purified Bottled Water,105,17700,No 10 (56 Ave) Hwy,V3S1C7,6045750426,3,CTC,445299,-122.7326486,49.10357078
Lifewise Financial Group Inc,Life Insurance & Investments,200,13737,72 Ave,V3W2P2,6045922360,7,NTC,524210,-122.8417707,49.13374407
Laurel Development Corp,Apartment/Townhouse Rental,0,6247,121 St,V3X3J2,6047327651,1,NTC,531111,-122.8876737,49.11717046
Balanced Fitness Studio,Recreational Facility,204,10422,168 St,V4N1R9,6045376457,1,GTC,713940,-122.7562559,49.19205936
U P S Store The,Post Box Rental Agency,102,15910,Fraser Hwy,V4N0X9,6045942241,3,FTC,561430,-122.7825318,49.15756832
Coverstar Canada,Pool Covers & Safety Accessories,109,18651,52 Ave,V3S8E5,6045767498,3,CTC,419199,-122.7060922,49.0972763
Shoppers Drug Mart #2238,Retail drug store,101,12080,Nordel Way,V3W1P6,6045438155,35,NTC,446110,-122.8886041,49.16109806
Downtown Surrey Business Improvement Association,Charitable Society/Organization,330,10362,King George Blvd,V3T2W5,6045802321,1,SCC,813910,-122.8450561,49.19096128
Lakwon Rice Bakery,Bakery,0,12520,Old Yale Rd,V3V3X8,6045802482,1,WTC,445291,-122.8753878,49.19705281
Michaud's Spa,Esthetician,0,5663,176 St,V3S4C5,6045749959,15,,812115,-122.7351965,49.10530908
Kamcraft Kitchen Cabinets Ltd,Mfg. - Kitchen Cabinets,5,13415,76 Ave,V3W2W2,6045078450,8,NTC,337110,-122.8508187,49.14103281
Metro Testing Laboratories Surrey Ltd,"Construction Engineering Serv. & Testing,Professional Practitioner - Engineering Firm Construction Engineering Services/Testing",109,8299,129 St,V3W0A6,6045438871,8,NTC,541690,-122.8658521,49.15341481
Milly's Hair Salon,Hairdressing,0,1222,King George Hwy,V4A9W6,6045416708,2,SSTC,812115,-122.76679,49.02445374
All Make Auto Repairs Ltd,NO PAINTING - Automotive repair only,0,7835,132 St,V3W4M8,6045976666,5,NTC,811111,-122.8570119,49.14511032
Rockwell Industries Ltd,Mfg. - Sawmill Machinery Parts,409,9775,188 St,V4N3N2,6048820066,4,GTC,333210,-122.7015205,49.18021661
K T C Panelboard Engineering Ltd,Professional Practitioner-Engineer,218,12877,76 Ave,V3W1E6,6045923123,20,NTC,541330,-122.8659412,49.1411849
Sew Well,Tailor,462,10153,King George Hwy,V3T2W1,6045816688,3,SCC,315999,-122.8458478,49.18592247
St John Society British Columbia & Yukon,First Aid Training,0,8911,152 St,V3R4E5,6049531603,5,FTC,611690,-122.8016947,49.16476624
Ocean Park Expedia CruiseShipCenters,Travel Agency,0,1659,128 St,V4A3V2,6045427447,3,SSTC,561510,-122.8678009,49.0324131
R & R Autobody & Paint Ltd,"Auto Body, Painting",1,11514,132A St,V3R7S2,6045812600,2,WTC,811121,-122.854833,49.21172994
M & M Fast Food & Grocery,Convenience Store,0,10732,128 St,V3T3A1,6045898292,2,SCC,445120,-122.867469,49.19729578
Rimex Supply Ltd,Mfg. - Rims & Wheels,0,18635,96 Ave,V4N3P6,6048880025,54,GTC,336390,-122.7060847,49.1771833
Edible Gardens,Whlse. - Gourmet Foods,6,2320,King George Hwy,V4A5A5,6048032477,1,SSTC,413190,-122.7916188,49.0444905
Warehouse One The Jean Store (72 Ave),Retail Clothing,135,12101,72 Ave,V3W2M1,6045432733,6,NTC,448199,-122.8876389,49.13501849
Tudor Ale House,Liquor Primary-Class D Neighbourhood Pub,0,187,176 St,V3S9S4,7782941080,7,SSTC,722110,-122.7359309,49.00533257
Tim Hortons (15255 - 56 Ave),Restaurant,0,15255,56 Ave,V3S3K2,6045758338,1,NTC,722110,-122.799055,49.10469059
Subway,Restaurant,0,2279,Guildford Town Centre,V3R7B9,6049517890,6,GTC,722110,-122.80271,49.192497
Stewart's Welding Ltd,Repair & Inspect Highway Trailers,0,17276,104A Ave,V4N5M3,6045815775,17,GTC,811118,-122.7439048,49.1934444
Peninsula Paint & Design,Retail Paint & Decorating,100,14936,32 Ave,V4P3R5,6045381338,4,SSTC,444120,-122.8086074,49.05989518
Pacific Rim Engineered Products Ltd,Mfg.& Design - Industrial Drive Trains,0,9445,195 St,V4N4G3,6048828755,80,GTC,333299,-122.6825073,49.17437026
Orange Town Skin Care,"Esthetics, Skin Care, Retail Merchant - Skincare Products",214,10210,152 St,V3R6N7,6045847800,2,GTC,44612,-122.8006291,49.18816445
Orange Town Skin Care,"Esthetics, Skin Care, Retail Merchant - Skincare Products",214,10210,152 St,V3R6N7,6045847800,2,GTC,812115,-122.8006291,49.18816445
Oak Avenue Neighbourhood Hub Society,Charitable Organization,0,12740,102 Ave,V3V3E5,6045827088,1,WTC,813990,-122.8693954,49.18785903
Nordel Crossing Dental Centre,Professional Practitioner-Dentist,205,12080,Nordel Way,V3W1P6,6045967788,10,NTC,621210,-122.8886041,49.16109806
Newton Hair Design,Hairdressing,135,13737,72 Ave,V3W2P2,6045901303,1,NTC,812115,-122.8417707,49.13374407
Curry Sensation Indian Restaurant,Restaurant,105,2828,152 St,V4P1G6,6045387333,3,SSTC,722110,-122.8009054,49.05326246
Leadwin Decorative Doors Ltd,Mfg. - Residental Doors Prehanger,0,12303,Industrial Rd,V3V3S4,6045894717,17,WTC,321911,-122.8814188,49.21056899
Kotler van den Brink & Company,Accountant,0,15272,Croydon Dr,V3S0Z5,6045316207,8,SSTC,541212,-122.8001423,49.05977516
Hui Inc & Associates Dr Jason,Professional Practitioner-Dentist,0,12831,96 Ave,V3V6V9,6045884855,9,SCC,621210,-122.866799,49.17732168
Hollywood Nails,Nail Salon,0,10216,152 St,V3R6N7,6045853661,4,GTC,812115,-122.8006316,49.18830983
Greater Vancouver Powersports Inc,Auto Repair,0,18565,96 Ave,V4N3P7,6048179453,3,GTC,811111,-122.7080458,49.17718387
Flying Wedge Pizza Co,Restaurant - No Alcohol,810,15355,24 Ave,V4A2H9,6045386881,6,SSTC,722110,-122.7975044,49.04583671
Sukh's Pharmacy,Pharmacy,109,7500,120 St,V3W3N1,6045430986,1,NTC,446110,-122.8900684,49.13913715
D A S Technical Inc,Communications Cabling,204,8556,120 St,V3W3N5,6045028816,4,NTC,232510,-122.8900703,49.15831669
Certified Folder Display Service Canada Inc,Warehouse,45,13320,78 Ave,V3W0H6,6045729203,6,NTC,493190,-122.8536124,49.14439298
Canadian Industrial Pumps Ltd,Pump sales & service,205,6450,148 St,V3S7G7,6045915055,5,NTC,417230,-122.8110741,49.11969649
Bubble World,Restaurant,0,10090,152 St,V3R8X8,6045853399,35,GTC,722110,-122.8005815,49.18575463
J B Bistro Ltd,Trucking Serv.,0,12044,88 Ave,V3W3J2,7783942011,1,NTC,484120,-122.8890874,49.16302862
B G L Brokerage Ltd,Customs Broker,203,15252,32 Ave,V3S0R7,6045412311,4,SSTC,488519,-122.7984696,49.06101028
Low Cost Glass Ltd,Glass Installations/Sales,0,12627,King George Hwy,V3V3K6,6044187374,1,WTC,811122,-122.8722263,49.20645148
Asian Noodle Island Ltd,Restaurant,302,15988,Fraser Hwy,V4N0X8,6045916528,6,FTC,722110,-122.7795386,49.15724845
A Place For Us Society,Charitable Society,0,12054,96 Ave,V3V1W3,6045817118,22,WTC,813990,-122.8875909,49.17699459
Bhaia Sweet & Restaurant,Restaurant - No Alcohol,105,13753,72 Ave,V3W2P2,6045998234,5,NTC,722110,-122.8405811,49.13377078
Van Gool Custom Sheet Metal,Sheet metal fabrication,102,19525,56 Ave,V3S6K3,6045140292,8,CTC,232520,-122.6815634,49.10616978
Creative Spirits Yoga,Yoga instruction,105,6875,King George Hwy,V3W5A1,7788899605,1,NTC,611620,-122.8459617,49.12778547
Rosemary Heights Chiropractic,Professional Practitioner-Chiropract,218,3388,Rosemary Heights Cr,V3S0K7,6045358838,5,SSTC,621310,-122.7981734,49.06333416
Devbek Fabrication & Millwrighting Inc,Trades contractor,408,9775,188 St,V4N3N2,6048075466,1,GTC,232460,-122.7015205,49.18021661
Mash Enterprises Inc,International Business Consulting,206,16088,84 Ave,V4N0V9,6048129971,1,FTC,541619,-122.7763379,49.15517355
Hi Knoll Golf Centre,"Golf Driving Range,Retail",0,4955,192 St,V3S0L5,6045768588,6,CTC,713910,-122.6912239,49.09299783
North Delta Hapdosool Martial Arts Academy,Recreational Facility - Martial Arts,102,6398,120 St,V3X3K1,6045918062,1,NTC,713940,-122.8901179,49.11910834
Pacific Community Rresources Society (76 Ave),"Charitable Society,Charitable Society/Organization",114,13479,76 Ave,V3W2W3,6045926200,10,NTC,813990,-122.849007,49.141013
Snowmans Icecream & Fastfood Ltd,Restaurant - No Alcohol,112,7500,120 St,V3W3N1,6045027080,1,NTC,722110,-122.8900684,49.13913715
Parikh Inc Dr A,Medical Office,101,10248,152 St,V3R6N7,6045884191,3,GTC,621110,-122.8006416,49.18852838
Colin M Jackson M D Inc,Professional Practitioner-Medical/Orthopedic Surgeon,607,13737,96 Ave,V3V0C6,6045886528,2,SCC,621110,-122.8427319,49.17719816
BuildCo Wholesale Ltd,Whlse. Building Products,103,13112,84 Ave,V3W1L2,6045976881,7,NTC,416320,-122.8593518,49.15521751
Proactive Communications,Consultant - Financial Planning,201,2383,King George Hwy,V4A5A4,6045411995,1,SSTC,522310,-122.7941979,49.04483578
D J Auto Market Inc,Used Car & Truck Sales,0,2337,King George Hwy,V4A5A4,6045382422,8,SSTC,441120,-122.7926272,49.04438427
Vision Nails & Skin Centre,Esthetics,0,8977,152 St,V3R4E5,6045884655,3,FTC,812115,-122.8016081,49.16577879
Rahul Glass Ltd,Contractor - Glass Installation,104,8655,130 St,V3W1V9,6048416833,1,NTC,232320,-122.8627639,49.16014047
Rahul Glass Ltd,Contractor - Glass Installation,104,8655,130 St,V3W1V9,6048416833,1,NTC,493190,-122.8627639,49.16014047
Tastefully Yours by Jeff,Caterer,102,19329,Enterprise Way,V3S6J8,6045342006,5,CTC,722320,-122.6878435,49.10834689
Nail FX Studio,Esthetician,121,3388,Rosemary Heights Cr,V3S0K7,6045387088,1,SSTC,812115,-122.7981734,49.06333416
Keg The,Restaurant,0,15180,32 Ave Div,V3S3M1,6045429733,110,SSTC,722110,-122.8021462,49.06145124
Mandate Tours & Transportation Inc,Travel Agency,260,1959,152 St,V4A9E3,6045425566,5,SSTC,561510,-122.8014669,49.03727504
Caliber Automotive Inc,Automotive Repair Service,0,19056,Fraser Hwy,V3S8E7,6045751031,1,CTC,811111,-122.6949976,49.12046222
Al & Nick's Auto Services Ltd,Auto Repair,104,13463,78 Ave,V3W0A8,7782885752,2,NTC,811111,-122.8492779,49.14465788
Icon Foods,Food processing,104,8277,129 St,V3W4N2,6047604714,1,NTC,311990,-122.8658506,49.15289964
Pacific Coast Distribution Ltd,Wrhse.,0,18806,96 Ave,V4N3R1,6048888489,15,GTC,493190,-122.7009819,49.17607862
Sterling Backcheck Canada Corp,Pre-Employment Background Verifications,200,19433,96 Ave,V4N4C4,6045064663,106,GTC,561611,-122.6840319,49.17776228
Langley Hyundai,"Auto Dealer/Rebuilder, Auto Repair",0,19459,Langley Bypass,V3S6K1,6045398549,34,CTC,441120,-122.683812,49.106731
Langley Hyundai,"Auto Dealer/Rebuilder, Auto Repair",0,19459,Langley Bypass,V3S6K1,6045398549,34,CTC,811111,-122.683812,49.106731
Prime Care Fleetwood,Medical Office,108,8927,152 St,V3R4E5,6045888998,3,FTC,621110,-122.8016812,49.16515455
Second Chance Computer Solutions,Computer Repair,0,9837,138 St,V3T5E3,6045827767,1,SCC,811210,-122.8398267,49.18152511
Surrey Cash Now,Cheque Cashing Centre,102,14888,104 Ave,V3R1M4,6045269594,3,GTC,522390,-122.8097624,49.19129378
Surrey Cash Now,Cheque Cashing Centre,102,14888,104 Ave,V3R1M4,6045269594,3,GTC,523130,-122.8097624,49.19129378
Happy Critters Pet Grooming,Pet Grooming,4,17686,57 Ave,V3S1H2,6045744602,2,CTC,812910,-122.7322842,49.10576492
Olympic Building Services,Janitorial Serv.,301,7889,132 St,V3W4N2,6045996767,2,NTC,561722,-122.8570756,49.14629384
Stern Albert Shapray,Professional Practitioner-Lawyer,1012,7445,132 St,V3W1J8,6045905600,1,NTC,541110,-122.8569802,49.13788696
Royal Bank of Canada (56 Ave),Bank,0,15365,56 Ave,V3S0X9,6045753350,12,NTC,522111,-122.7972809,49.10466932
Public Storage,Wrhse.,0,17555,64 Ave,V3S1Y8,6045746488,3,CTC,493190,-122.7357674,49.11896358
Canadian Cancer Society,Charitable Society,301,9808,King George Hwy,V3T2V6,6045832228,10,SCC,813990,-122.8451365,49.18087181
Sabatino's Trattoria & Bar,Restaurant,950,15355,24 Ave,V4A2H9,6045425989,41,SSTC,722110,-122.7975044,49.04583671
D & Dee Professional Traffic Control,Traffic Control Training,0,5625,176 St,V3S4C4,6045753944,2,CTC,611690,-122.7351983,49.10469326
Surrey Language Assessment Centre,Consult. - ESL Assessment of New Immigrants,202,7337,137 St,V3W1A4,6045074150,7,NTC,541690,-122.8430688,49.13602195
Chemist Pharmacy No 1 The,Retail Pharmacy,17,15300,105 Ave,V3R6A7,6046340303,2,GTC,446110,-122.7977179,49.19317507
SMS Equipment Inc,Machinery/Heavy Equipment Dealer,0,19520,Telegraph Trail,V4N4H1,6048889700,1,GTC,417230,-122.6815577,49.18103042
Michael Hill Jeweller,Retail Jewelry,1060,10355,152 St,V3R7C1,6045887920,7,GTC,448310,-122.8014023,49.18981199
Builders Tile,Ceramic Tile Cont.,7,13015,84 Ave,V3W1B3,6045076881,2,NTC,232420,-122.8620631,49.15571126
Western Equipment Ltd,Whlse. Equipment,114,5219,192 St,V3S4P6,6045747551,12,CTC,417230,-122.6915415,49.09776164
A B M Products Inc,Import/Export,207,9785,192 St,V4N4C7,6048829473,3,GTC,419199,-122.6906583,49.18033837
All Day All Nite,"Retail Convenience Store, Computer Time Rental",104,10252,135 St,V3T4C2,6045825529,5,SCC,445120,-122.848899,49.191464
B C Cultural Bhangra Academy Inc,Bhanga Dance Entertainment School,136,7536,130 St,V3W1H8,6047254999,5,NTC,611610,-122.8614287,49.13922076
Shergill & Company Trial Lawyers,Professional Practitioner-Lawyer,286,8128,128 St,V3W1R1,6045978111,9,NTC,541110,-122.8666012,49.14980485
Clydesdale Inn Beer & Wine Liquor Store,Retail - Beer & Wine,0,17630,56 Ave,V3S1C5,6045762826,1,CTC,445310,-122.7340981,49.10399668
Manny's Jewellers & Fabrics Ltd,Retail Jewelry & Fabric,101,8166,128 St,V3W1R1,6045940677,2,NTC,448310,-122.8673937,49.15130553
Manny's Jewellers & Fabrics Ltd,Retail Jewelry & Fabric,101,8166,128 St,V3W1R1,6045940677,2,NTC,451130,-122.8673937,49.15130553
Subway,Restaurant - No Alcohol,101,2255,King George Hwy,V4A5A4,6045422448,7,SSTC,722110,-122.7907619,49.04293235
Diane Adkins Med Rcc Counselling & Psychotherapy,Counselling & Psychotherapy,207,15350,34 Ave,V3S0X7,6045315307,1,SSTC,624190,-122.7969888,49.06361005
Garcha Bros Meats,Retail Merchant - 0 to 2 Employees,137,8166,128 St,V3W1R1,6045922951,3,NTC,445210,-122.8673937,49.15130553
Telus Communications Inc,Communications Cont.,0,18509,96 Ave,V4N3P7,7804933613,1,GTC,232510,-122.7097618,49.17718177
Canine Harmony Dog Training Academy,Mobile Dog Training,0,17778,24 Ave,V3V3N7,6042192545,5,SSTC,812910,-122.7304421,49.04546625
Prudential Transportation Ltd,Administration Office,239,8138,128 St,V3W1R1,6045432147,5,NTC,541611,-122.8670001,49.15020262
West Canada Insurance Services Inc,Insurance Agent,0,15135,101 Ave,V3R7Z1,6045847790,2,GTC,524210,-122.8027022,49.18630015
Canasia Forest Industries Ltd,Mfg. Agent - Forestry,205,12899,76 Ave,V3W1E6,6045028880,7,NTC,419199,-122.8649023,49.14118753
Humberto & Lisa Guillen,Apartment/Townhouse Rental,0,12991,100 Ave,V3T1G9,6045121479,2,SCC,531111,-122.8625154,49.18458242
Burnaby Moving & Storage Ltd,Trucking Serv.,103,6448,148 St,V3S7G7,6045439790,8,NTC,484120,-122.8117606,49.11994145
Frontline Motorsports Inc,Automobile Dealer/Rebuilder,0,13519,King George Hwy,V3T2T8,6047837001,1,SCC,441120,-122.8474001,49.2005993
Frontline Motorsports Inc,Automobile Dealer/Rebuilder,0,13519,King George Hwy,V3T2T8,6047837001,1,SCC,811111,-122.8474001,49.2005993
Bombay Se,Food Primary-Class B Dining Lounge,201,7500,120 St,V3W3N1,6045027080,7,NTC,722110,-122.8900684,49.13913715
Gurulucky Snacks & Sweets Factory,"Mfg. & Distribution - Snacks, Sweet & Retail Showroom",42006,7660,134 St,V3W7T8,6045949800,4,NTC,311990,-122.8509582,49.14197248
Khalsa Wireless Limited,"Repair Service, Retail Merchant - Wireless",344,8140,128 St,V3W1R1,6045949296,2,NTC,443110,-122.8673223,49.15063342
Khalsa Wireless Limited,"Repair Service, Retail Merchant - Wireless",344,8140,128 St,V3W1R1,6045949296,2,NTC,811210,-122.8673223,49.15063342
Royal Autobody & Sales Ltd,Auto Dealer/Rebuilder,4,7680,134 St,V3W7T8,6047284723,1,NTC,441120,-122.8509599,49.1422375
Royal Autobody & Sales Ltd,Auto Dealer/Rebuilder,4,7680,134 St,V3W7T8,6047284723,1,NTC,811111,-122.8509599,49.1422375
Feel Like Talking Connections,Retail Wireless & Satellite Products,103,13630,72 Ave,V3W2P3,6045915130,6,NTC,443110,-122.8443912,49.13337116
Guildford Family Health,Professional Practitioner-Medical,201,10190,152A St,V3R1J7,6045881822,3,GTC,621110,-122.7992727,49.18772159
High Score Learning Inc,Business School,250,8138,128 St,V3W1R1,6045920350,4,NTC,611410,-122.8670001,49.15020262
