BUSINESS_NAME,PRODUCTS_OR_SERVICES,UNIT,HOUSE_NUMBER,ROAD,POSTAL_CODE,PHONE,EMPLOYEES,TOWN_CENTRE,BUSINESS_LICENCE_APPLICATION_TYPE,YEAR,LONGITUDE,LATITUDE
Dryco Drywall Supplies Ltd,Building Supplies,0,8515,148 St,V3S3G5,6045915141,7,FTC,Commercial/Industrial,2011,-122.81257,49.15759
Dubai Jewellers Ltd,Jewellery,102,8166,128 St,V3W1R1,6045028823,3,NTC,Commercial/Industrial,2011,-122.86785,49.15104
Dublin Crossing Pub,Neighbourhood Pub,101,18789,Fraser Hwy,V3S7Y3,6048883518,1,CTC,Commercial/Industrial,2011,-122.70203,49.12396
Ducks Unlimited Canada,Non Profit Conservation,511,13370,78 Ave,V3W0H6,6045920987,13,NTC,Commercial/Industrial,2011,-122.85214,49.14443
Dudley Thompson Mapping Corp Inc,Digital Mapping,2025,7445,132 St,V3W1J8,6045926522,6,NTC,Commercial/Industrial,2011,-122.85687,49.13789
Duet Services Ltd,Consultant - Personal Services,202,15388,24 Ave,V4A2J2,6046169386,1,SSTC,Commercial/Industrial,2011,-122.79602,49.04551
Duffin Martin Tax & Accounting,Tax & Accounting Services,0,15685,108 Ave,V4N1J9,6045833944,1,GTC,Commercial/Industrial,2011,-122.78743,49.19893
Dulai Roofing Ltd,Roofing/Insulation Cont.,112,13045,84 Ave,V3W1B3,6045974435,1,NTC,Commercial/Industrial,2011,-122.861,49.15548
Dundee Realty Management B C Corp,Administration Office,1620,13401,108 Ave,V3T5T3,6045865117,5,SCC,Commercial/Industrial,2011,-122.85078,49.199
Dundee Securities Corp,Financial Services,305,5450,152 St,V3S5J9,6045751507,2,NTC,Commercial/Industrial,2011,-122.80093,49.10178
Dundee Securities Corp,Financial Planning/investments/insurance,203,15350,34 Ave,V3S0X7,6045310022,1,SSTC,Commercial/Industrial,2011,-122.79711,49.06364
Dundee Securities Corporation,Financial Planning/Consultant,309,5455,152 St,V3S5A5,6045756911,1,NTC,Commercial/Industrial,2011,-122.8012,49.10185
Dundee Wealth,Financial Planning/Consultant,301,15252,32 Ave,V3S0R7,6045361212,2,SSTC,Commercial/Industrial,2011,-122.80002,49.06149
Dundee Wealth,Financial Planning/Consultant,2024,7445,132 St,V3W1J8,6045920400,1,NTC,Commercial/Industrial,2011,-122.85687,49.13789
Dundee Wealth Management,Financial Planning/Consultant,202,15252,32 Ave,V3S0R7,6045418593,1,SSTC,Commercial/Industrial,2011,-122.80002,49.06149
Dunn's Tailors,Men's and Boys' Clothing & Accessory Stores,105,15795,Croydon Dr,V3S2L6,6045311522,5,SSTC,Commercial/Industrial,2011,-122.7849,49.04686
Dura Spirol Pipe Inc,Manufacturer - Spiral Pipe Machines,10,19158,94 Ave,V4N4X8,6048828560,1,GTC,Commercial/Industrial,2011,-122.6918,49.17329
Duradek Canada Ltd,Wholesale - Vinyl,0,8288,129 St,V3W0A6,6045915594,18,NTC,Commercial/Industrial,2011,-122.86539,49.15354
Dutta Health Centre,Holistic Health Care,109,12888,80 Ave,V3W3A8,6047224958,1,NTC,Commercial/Industrial,2011,-122.86545,49.14807
Duty Free Blinds,Retail - Window Coverings,0,8567,132 St,V3W4N8,6045940440,1,NTC,Commercial/Industrial,2011,-122.85702,49.15814
D'Vine Wine,Mfg. - Wine,0,15562,24 Ave,V4A2J5,6045410995,3,SSTC,Commercial/Industrial,2011,-122.7913,49.0455
Dynamic Aqua Supply Ltd,Whlse. Aquaculture Equipment,112,8299,129 St,V3W0A6,6045437504,2,NTC,Commercial/Industrial,2011,-122.86566,49.15368
Dynamic Auto Centre Ltd,Auto Body/Painting,105,8918,120A St,V3V4H2,6045019700,1,WTC,Commercial/Industrial,2011,0,0
Dynamic Specialty Vehicles Ltd (18568 - 96 Ave),Wrhse.,0,18568,96 Ave,V4N3P9,6048610333,1,GTC,Commercial/Industrial,2011,-122.70847,49.17691
Dyonisius & Company,Professional Practitioner-Lawyer,212,8120,128 St,V3W1R1,6045913444,1,NTC,Commercial/Industrial,2011,-122.86784,49.15021
Dywidag Systems International Canada Ltd,Whlse. Material Supply,103,19433,96 Ave,V4N4C4,6048888818,10,GTC,Commercial/Industrial,2011,-122.68496,49.17708
E & H Hitch Shop,Ironwork & Welding Repair,0,8155,128 St,V3W4G1,6045901776,5,NTC,Commercial/Industrial,2011,-122.86812,49.15082
E & P Enterprises 2005 Ltd,Plumbing/Heating Cont.,206,18428,53 Ave,V3S7A4,6045337822,1,CTC,Commercial/Industrial,2011,-122.712,49.09897
E B Games,Retail Games,0,12477,88 Ave,V3W1P8,6045990143,6,WTC,Commercial/Industrial,2011,-122.87689,49.16318
E B Games,Retail,60,2285,160 St,V3S9N6,6045426188,3,SSTC,Commercial/Industrial,2011,-122.77935,49.04372
E B Horsman & Son (17855 - 66 Ave),Whlse. Electrical Goods,0,17855,66 Ave,V3S7X1,6045769916,38,CTC,Commercial/Industrial,2011,-122.72893,49.12245
E B Horsman & Son Ltd (80 Ave),Whlse. Electrical,0,13055,80 Ave,V3W3B1,6045967111,25,NTC,Commercial/Industrial,2011,-122.86071,49.14826
E B Nails Salon,Esthetician,130,8888,152A St,V3R0V7,7788898327,1,FTC,Commercial/Industrial,2011,-122.79953,49.16405
E B S Educational Book Supply Inc,Retail Educational Books,0,19575,Fraser Hwy,V3S6K7,6045302755,2,CTC,Commercial/Industrial,2011,-122.68044,49.11428
E C I Manufacturing Inc,Manufacturer - Woodworking,108,18515,53 Ave,V3S7A4,6047605592,1,CTC,Commercial/Industrial,2011,-122.70985,49.09915
E H Florist Inc,"Floral, Craft & Supplies",5,15578,24 Ave,V4A2J5,6045356670,9,SSTC,Commercial/Industrial,2011,-122.79086,49.0455
E I T I Electrical Industry Training Institute Ltd,Trade School,0,12330,88 Ave,V3W3J6,6045908911,1,NTC,Commercial/Industrial,2011,-122.88152,49.16313
E J M Construction Management Inc,Contrator - General,205,18428,53 Ave,V3S7A4,6045410352,4,CTC,Commercial/Industrial,2011,-122.712,49.09897
E J M Forklift Training School,Forklift training school,6,12848,85 Ave,V3W0K8,6045926077,1,NTC,Commercial/Industrial,2011,-122.86647,49.15742
E J S School of Fine Arts,Fine Arts School,0,14772,64 Ave,V3S1X7,6045964883,1,NTC,Commercial/Industrial,2011,-122.81304,49.11904
E K Development Ltd,Land Subdivision & Land Development,205,12788,76A Ave,V3W1S9,6045911770,1,NTC,Commercial/Industrial,2011,-122.86814,49.14224
E L T Design,Mfg. & Design - Products for Hearing Impaired,10,12342,82A Ave,V3W0L6,7785780177,1,NTC,Commercial/Industrial,2011,-122.88035,49.15308
E M S Immigration Counsellors,Immigration Consultant,266,8128,128 St,V3W1R1,6045816522,1,NTC,Commercial/Industrial,2011,-122.86784,49.15035
E Mac Corrosion Inc,Cathodic Protection Cont.,104,19329,Enterprise Way,V3S6J8,7804443622,3,CTC,Commercial/Industrial,2011,-122.6874,49.109
E O S Transport Inc,Admin. Office - Trucking,308,8788,120 St,V3W3N6,6048884050,1,NTC,Commercial/Industrial,2011,-122.89022,49.16225
E Sands & Associates Inc,Trustee In Bankruptcy & Bankruptcy Services,203,10366,136A St,V3T5R3,6045835499,16,SCC,Commercial/Industrial,2011,-122.8432,49.19075
E T C Concessions Ltd,Concession Stand,0,6050,176 St,V3S4E7,6047612309,16,CTC,Commercial/Industrial,2011,-122.73473,49.11225
E U I Diesel Service Ltd,Electronic Unit Injector Repair,109,18515,53 Ave,V3S7A4,6048287905,1,CTC,Commercial/Industrial,2011,-122.70985,49.09915
E V Towmasters Services Ltd,Towing - No Storage,72,15515,24 Ave,V4A2J4,6045388688,1,SSTC,Commercial/Industrial,2011,-122.79259,49.04568
E Z Auto Parts Ltd,Wholesale New & Used Auto Parts,0,12837,116 Ave,V3R2S5,6045808590,1,WTC,Commercial/Industrial,2011,-122.86625,49.21357
E3 Elite Events & Entertainment Ltd,Dance Studio,113,12888,80 Ave,V3W3A8,6047633853,3,NTC,Commercial/Industrial,2011,-122.86545,49.14807
Eagle Kitchen Cabinets Ltd,Kitchen cabinets,1,12950,80 Ave,V3W3B2,6045980687,1,NTC,Commercial/Industrial,2011,-122.86375,49.14807
Eagle Picher Energy Products Corp,Mfg.- Batteries,0,13136,82A Ave,V3W9Y6,6045434350,220,NTC,Commercial/Industrial,2011,-122.85802,49.15238
Eagle Strapping Ltd,Wholesale - Packaging,303,9775,188 St,V4N3N2,6048821194,2,GTC,Commercial/Industrial,2011,-122.7014,49.18001
Eaglequest Golf Center at Coyote Creek,"Restaurant, Lounge & Pub,Dining Room",0,7778,152 St,V3S3M4,6045974653,80,FTC,Commercial/Industrial,2011,-122.801,49.14391
Eamor Pump Sales & Service Ltd,Whlse. Industrial Pumps,9,19299,94 Ave,V4N4E6,6048817867,3,GTC,Commercial/Industrial,2011,-122.68794,49.17366
Earls Marine Closures & Services Ltd,Manufacturer/Machine Shop,102,9725,192 St,V4N4C7,6048889498,1,GTC,Commercial/Industrial,2011,-122.69046,49.17941
Earl's Restaurants Strawberry Hill Ltd,Restaurant,0,7236,120 St,V3W3M9,6045012233,150,NTC,Commercial/Industrial,2011,-122.89022,49.13477
eAssistant ca,Bookkeeping & Tax Preparation,219,6820,188 St,V4N3G6,6045896847,1,CTC,Commercial/Industrial,2011,-122.70156,49.12651
East West Audio Video,Passport Photos,102,7028,120 St,V3W3M8,6045970033,1,NTC,Commercial/Industrial,2011,-122.89022,49.13093
East West Fabrics Inc,Retail Merchant - Clothing,106,7028,120 St,V3W3M8,6045908861,2,NTC,Commercial/Industrial,2011,-122.89022,49.13093
East West Hair & Beauty Salon,Hair Salon/Barber,102,7028,120 St,V3W3M8,6045028980,1,NTC,Commercial/Industrial,2011,-122.89022,49.13093
Eastar Press,Publishing,101,10190,152A St,V3R1J7,6045816778,2,GTC,Commercial/Industrial,2011,-122.79936,49.18767
Easthill Sales & Marketing Inc,Wholesale,108,5327,192 St,V3S8E5,6045790230,2,CTC,Commercial/Industrial,2011,-122.69135,49.09963
Easy Reading Academy,Tutoring,203,1736,152 St,V4A4N4,6045387323,3,SSTC,Commercial/Industrial,2011,-122.80105,49.0336
Ecco Heating Products Ltd,Whlsle. Heating products,101,19335,96 Ave,V4N4C4,7782982023,8,GTC,Commercial/Industrial,2011,-122.68722,49.17708
Eco Floor Store The,Whls. - Floor coverings,203,5511,192 St,V3S8E5,6043405199,1,CTC,Commercial/Industrial,2011,-122.69129,49.10288
Ecolab Co,Administration Office,203,15310,103A Ave,V3R7A2,6045135941,1,GTC,Commercial/Industrial,2011,-122.7978,49.19036
Economy Glass Supplier Ltd,Retail Glass,0,12627,King George Blvd,V3V3K6,6049302222,1,WTC,Commercial/Industrial,2011,-122.87246,49.20635
Ed Edwards R D,Denturist,132,1711,152 St,V4A4N3,6045366711,1,SSTC,Commercial/Industrial,2011,-122.80132,49.03315
Ed Schram Motors Ltd (132 St),"Auto Body Repair, Auto Repair, Used Auto Sales",0,7815,132 St,V3W4M8,6045996085,6,NTC,Commercial/Industrial,2011,-122.85693,49.14488
Ed Schram Motors Ltd (132 St),"Auto Body Repair, Auto Repair, Used Auto Sales",0,7815,132 St,V3W4M8,6045996085,6,NTC,Commercial/Industrial,2011,-122.85693,49.14488
Ed Schram Motors Ltd (76 Ave),Auto Repair,112,13375,76 Ave,V3W6J3,6045996081,2,NTC,Commercial/Industrial,2011,-122.852,49.14098
Edelweiss Auto Repairs Ltd,Auto Repair & Body Shop,0,7951,128 St,V3W4E7,6045902151,8,NTC,Commercial/Industrial,2011,-122.86809,49.14721
Edenflo Pump Truck Services Ltd,Contractor - Sewer & Septic,0,5470,192 St,V3S8E5,6045751414,6,CTC,Commercial/Industrial,2011,-122.69103,49.10223
Edge Hair & Skin Studio The,"Hair Salon/Barber,Esthetician",107,18408,64 Ave,V3S1E9,7785711840,5,CTC,Commercial/Industrial,2011,-122.71224,49.11866
Edge Production Supplies Ltd,Wholesale,1,18812,96 Ave,V4N3R1,7782982983,2,GTC,Commercial/Industrial,2011,-122.70097,49.17691
Edge Steel Fabricators Ltd,Mfg. - Steel & Misc. Metals,2,19320,94 Ave,V4N4E4,6045133880,6,GTC,Commercial/Industrial,2011,-122.68705,49.17348
Edible Gardens,Whlse. - Gourmet Foods,6,2320,King George Blvd,V4A5A5,6048032477,1,SSTC,Commercial/Industrial,2011,-122.79163,49.04418
Edo Japan,Restaurant - No Alcohol,840,3041,152 St,V4P3K1,7782940737,1,SSTC,Commercial/Industrial,2011,-122.80131,49.05725
Edward Chapman Woman,Retail - Ladies Wear,50,16081,24 Ave,V3S9H7,6041320167,4,SSTC,Commercial/Industrial,2011,-122.77713,49.04565
Edward Jones (10330 - 152 St),Investment Firm,1,10330,152 St,V3R4G8,6045883088,2,GTC,Commercial/Industrial,2011,-122.80075,49.19019
Edward Jones (1959 - 152 St),Financial Planning Serv.,133,1959,152 St,V4A9E3,6045422270,2,SSTC,Commercial/Industrial,2011,-122.80133,49.03761
Edward Jones (Hwy #10),Financial Planning Serv.,104,17760,56 Ave,V3S1C7,6045750322,1,CTC,Commercial/Industrial,2011,-122.7306,49.10408
Edwards & Associates Logging Ltd,Logging Cont,118,19158,94 Ave,V4N4X8,6045131883,2,GTC,Commercial/Industrial,2011,-122.6918,49.17329
Edward's Acupuncture Centre,Acupuncture,0,15277,100 Ave,V3R8X2,6045818312,1,GTC,Commercial/Industrial,2011,-122.79881,49.18431
Eecol Electric Inc,Wholesale - Electrical,101,19505,56 Ave,V3S6K3,6045392400,3,CTC,Commercial/Industrial,2011,0,0
Ekam Foods Ltd,Restaurant - No Alcohol,0,15951,Fraser Hwy,V4N0Y3,6045835989,1,FTC,Commercial/Industrial,2011,-122.78035,49.15805
Ekam Foods Ltd,Restaurant - No Alcohol,0,15951,Fraser Hwy,V4N0Y3,6045835989,1,FTC,Commercial/Industrial,2011,-122.78035,49.15805
Electrol Supply Corp,Whlse. -  Electrical & Electronic Supplies,307,13060,80 Ave,V3W3B2,6045918631,5,NTC,Commercial/Industrial,2011,-122.86059,49.14808
Electronics Boutique Canada,Retail Software & Video Games,0,2264,Guildford Town Centre,V3R7B9,6049530555,6,SCC,Commercial/Industrial,2011,0,0
Elegant Glass & Shower Mirrors Ltd,Shower door & mirrors & closet organizers fabricating,0,12983,80 Ave,V3W3B1,6047263037,1,NTC,Commercial/Industrial,2011,-122.86287,49.14825
Elegant Housewares & Gifts Ltd,Retail Home DÚcor,316,8128,128 St,V3W1R1,6045724442,1,NTC,Commercial/Industrial,2011,-122.86784,49.15035
Element Electrical Services Ltd,Electrical Cont.,316,19292,60 Ave,V3S3M2,7788684341,1,CTC,Commercial/Industrial,2011,-122.68848,49.1112
Elemental Canine Inc,Retail,3,5723,176 St,V3S4C9,6044182614,1,CTC,Commercial/Industrial,2011,-122.73511,49.10642
Elements of Balance Therapy,Massage Therapy (RMT),206,5460,152 St,V3S5J9,6045769996,1,NTC,Commercial/Industrial,2011,-122.80093,49.10194
Elena Righele RMT,Massage Therapy (RMT),214,12080,Nordel Way,V3W1P6,6045915569,1,NTC,Commercial/Industrial,2011,-122.88729,49.16184
Elena's Country Kitchen,Restaurant,1,5630,176 St,V3S4C6,6045748806,1,CTC,Commercial/Industrial,2011,-122.73482,49.10469
Elgar Electric Ltd,Contractor - Electrical,0,7728,134 St,V3W6Y5,6045902771,45,NTC,Commercial/Industrial,2011,-122.85108,49.14324
Elgin Art Studio Ltd,Art Studio,421,14022,32 Ave,V4P2J2,7783222339,2,SSTC,Commercial/Industrial,2011,-122.83378,49.06016
Elgin Esso,Gas Station,0,14313,Crescent Rd,V4P2A2,6045352372,4,SSTC,Commercial/Industrial,2011,-122.82497,49.06759
Elim Christian Care Society,Supportive & Assisted Living,0,9080,158 St,V4N5G4,6045847487,1,FTC,Commercial/Industrial,2011,-122.78434,49.16792
Elio Fata,Apartment/Townhouse Rental,0,10295,128A St,V3T3E7,6042718993,1,SCC,Commercial/Industrial,2011,-122.8662,49.1898
Eliros Aluminum & Ironcraft Ltd,Aluminum & Iron Railings,0,12333,Winram Rd,V3V3Y4,6045803332,1,WTC,Commercial/Industrial,2011,-122.88021,49.1992
Elisabeth's Chalet Restaurant Ltd,Dining Lounge,0,17785,56 Avenue,V3S1E2,6045741474,12,CTC,Commercial/Industrial,2011,-122.72971,49.10426
Elite 7 Education Canada Inc,Tutoring,200,10351,150 St,V3R4B1,6049307922,1,GTC,Commercial/Industrial,2011,-122.80658,49.19061
Elite Dental Lab Inc,Dental lab,203,6820,188 St,V4N3G6,6042824419,4,CTC,Commercial/Industrial,2011,-122.70156,49.12651
Elite Home Theatre Seating,Manufacturer/Machine Shop,407,17665,66A Ave,V3S2A7,6045758310,10,CTC,Commercial/Industrial,2011,-122.73305,49.12343
Elizabeth Fry Society,Charitable Society,0,14649,108 Ave,V3R1V9,6045802933,1,GTC,Commercial/Industrial,2011,-122.81616,49.19884
Elle V Hair Salon Ltd,Hair Salon/Barber,105,15380,102A Ave,V3R0B3,6045845760,4,GTC,Commercial/Industrial,2011,-122.7959,49.1887
Elrus Aggregate,Wholesale Parts - portable aggregate processing equipment,0,19066,95A Ave,V4N4P2,6048888499,1,GTC,Commercial/Industrial,2011,-122.69515,49.176
Elta Group Ventures Inc,Business Services Office,288,12899,76 Ave,V3W1E6,6045923100,1,NTC,Commercial/Industrial,2011,-122.86467,49.14109
Eltex Enterprises 2002 Ltd,General Contractor,0,14770,64 Ave,V3S1X7,6045995088,6,NTC,Commercial/Industrial,2011,-122.81309,49.11904
Elvis Pizza,Pizza Take Out,0,14916,104 Ave,V3T1W8,6045812814,1,GTC,Commercial/Industrial,2011,-122.80874,49.1914
Emanuel Restaurant,Restaurant,101,9164,120 St,V3V4B5,6045011773,1,WTC,Commercial/Industrial,2011,-122.89012,49.16999
Emax Electric Inc,General Cont.,107,13060,80 Ave,V3W3B2,6045973993,1,NTC,Commercial/Industrial,2011,-122.86059,49.14808
Emco Corp,Whlse. Plumbing & Heating,0,18780,96 Ave,V4N3R1,6048884111,8,GTC,Commercial/Industrial,2011,-122.70208,49.17691
Emco Corp,Heating Equipment & Systems,0,2412,King George Blvd,V4P1H5,6045352412,4,SSTC,Commercial/Industrial,2011,-122.79381,49.04593
Emco Ltd,Wholesale - Plumbing & Heating,0,8308,129 St,V3W0A6,6045948311,11,NTC,Commercial/Industrial,2011,-122.86539,49.15386
eMicro Systems Ltd,Wholesale/Retail of Computers,106,13030,76 Ave,V3W2V6,7788550120,1,NTC,Commercial/Industrial,2011,-122.861,49.14088
Emmanuel Sanqui Drafting Services,Drafting/Design Service,205,15957,84 Ave,V4N0W7,6045943135,1,FTC,Commercial/Industrial,2011,-122.78008,49.15556
Empire Studio 12 Guildford,Movie Theatre - Video Games,0,15051,101 Ave,V3R7Z1,6045814218,25,GTC,Commercial/Industrial,2011,-122.80498,49.18622
Empire Travel Spot Ltd,Travel Agency,0,10057,Whalley Blvd,V3T4G1,7783953333,2,SCC,Commercial/Industrial,2011,-122.84337,49.18533
Employee Assistance Program,Counselling Office,205,15225,104 Ave,V3R6Y8,6047326933,1,GTC,Commercial/Industrial,2011,-122.80019,49.19157
Emtwo Enterprise,Manufacturer - Theatre Costumes,106,13630,72 Ave,V3W2P3,6045901733,2,NTC,Commercial/Industrial,2011,-122.84444,49.13345
Encore Installations Ltd,General Cont.,2,19272,94 Ave,V4N4E3,6048801474,1,GTC,Commercial/Industrial,2011,-122.68862,49.17347
End of the Roll,Admin. Office,212,7565,132 St,V3W1K5,6045967822,9,NTC,Commercial/Industrial,2011,-122.85689,49.14016
End of The Roll (120 St),Retail Carpets,0,8278,120 St,V3W3N4,6045913737,3,NTC,Commercial/Industrial,2011,-122.89023,49.15375
Endless Shore Yoga and Meditation,Recreational Facility,223,2570,King George Blvd,V4P1H5,6048172236,1,SSTC,Commercial/Industrial,2011,-122.79722,49.04869
Endodontic Learning Centre Inc The,Teaching/Seminar Facility,237,1959,152 St,V4A9E3,6045365869,1,SSTC,Commercial/Industrial,2011,-122.80133,49.03761
Endurance Wind Power Inc,Manufacturer/Machine Shop,107,19052,26 Ave,V3S3V7,6046285432,1,SSTC,Commercial/Industrial,2011,-122.69546,49.0492
Ene Inc Dr Dragomir,Professional Practitioner-Dentist,114,1656,Martin Dr,V4A6E7,6045317101,1,SSTC,Commercial/Industrial,2011,-122.80482,49.03285
Energizer Canada,Sales Office,1001,7495,132 St,V3W1J8,6045982722,10,NTC,Commercial/Industrial,2011,-122.85688,49.13884
Energy Automotive Ltd,Auto Repair,202,12779,80 Ave,V3W3A6,6045940772,1,NTC,Commercial/Industrial,2011,-122.86859,49.14826
Energy Electric Ltd,Electrical Contractor,123,18525,53 Ave,V3S7A4,6045976445,2,CTC,Commercial/Industrial,2011,-122.7096,49.09912
Energy Shop The,Health Food,140,13711,72 Ave,V3W2P2,6045433831,1,NTC,Commercial/Industrial,2011,-122.84228,49.13365
Enerpower Resources Inc,Retail Shavers & Calculators,0,10236,152 St,V3R6N7,6049307883,1,GTC,Commercial/Industrial,2011,-122.80076,49.18846
Ener-Save Fire Safety,"Contractor - Plumbing, Heating, Gas & Electric",24,15515,24 Ave,V4A2J4,6045358001,4,SSTC,Commercial/Industrial,2011,-122.79259,49.04568
Enersys Canada Inc,"Wholesale,Repair Service",410,13303,78 Ave,V3W5B9,6045726650,1,NTC,Commercial/Industrial,2011,-122.85392,49.14462
Ensol Systems Inc,Manufacturer/Machine Shop,2,5550,Panorama Dr,V3S1B7,6045768333,1,NTC,Commercial/Industrial,2011,-122.8061,49.10349
Enterprise Rent A Car,Auto Rental Service,0,6280,120 St,V3X1Y7,6045941475,2,NTC,Commercial/Industrial,2011,-122.89026,49.1171
Enterprise Rent A Car Canada Limited,Automobile Rentals,0,13467,72 Ave,V3W2N7,6045962299,4,NTC,Commercial/Industrial,2011,-122.84882,49.13368
Enterprise Rent A Car Canada Limited,Automobile/Truck Rental,0,10376,King George Blvd,V3T2W5,6049302802,1,SCC,Commercial/Industrial,2011,-122.84522,49.1911
Enterprise Rent A Car Canada Ltd,Business Services Office,9,19335,No 10 (Langley Bypass) Hwy,V3S6K1,6045390866,1,CTC,Commercial/Industrial,2011,0,0
Enviro Vac,Environmental Contracting,0,12216,86 Ave,V3W3H7,6045947490,4,NTC,Commercial/Industrial,2011,-122.88443,49.15952
Envirosafe Janitorial Inc,Janitorial Serv.,4,8456,129A St,V3W1A2,6045075535,1,NTC,Commercial/Industrial,2011,-122.86375,49.15604
Envirotest Canada (130 St),Air Care Testing Centre,0,7910,130 St,V3W0H7,6044362640,18,NTC,Commercial/Industrial,2011,-122.86207,49.14676
Envision Denture and Implant Centre Inc,Denture Clinic,104,2055,152 St,V4A4N7,6042181272,1,SSTC,Commercial/Industrial,2011,-122.80133,49.0394
Envision Financial A Division Of First West Credit Union,Bank,710,3061,152 St,V4P3K1,6045397015,15,SSTC,Commercial/Industrial,2011,-122.80134,49.05769
Envision Financial A Division Of First West Credit Union,Credit Union,100,15355,Fraser Hwy,V3R3P3,6045014280,13,FTC,Commercial/Industrial,2011,-122.79778,49.16479
Envision Financial A Division Of First West Credit Union,Insurance Agency,125,1959,152 St,V4A9E3,6045014279,5,SSTC,Commercial/Industrial,2011,-122.80133,49.03761
Envision Financial A Division Of First West Credit Union,Credit Union,112,7322,King George Blvd,V3W5A5,6045397015,15,NTC,Commercial/Industrial,2011,-122.84546,49.13572
Envision Optometry,Optometrist,0,7423,King George Blvd,V3W5A8,6045263937,1,NTC,Commercial/Industrial,2011,-122.84575,49.13768
Envision Transport Ltd,Office,307,8788,120 St,V3W3N6,6045922916,1,NTC,Commercial/Industrial,2011,-122.89022,49.16225
Envoy Construction Services Ltd,Contractor - General,101,19329,Enterprise Way,V3S6J8,6045305788,1,CTC,Commercial/Industrial,2011,-122.6874,49.109
Epic Kustomz & Performance,Automotive Repair Service,0,12130,86 Ave,V3W3H7,7785653195,1,NTC,Commercial/Industrial,2011,-122.88648,49.15952
Epoch Developments Ltd,Land Development & Investments,6,10320,Whalley Blvd,V3T4H4,6042505397,1,SCC,Commercial/Industrial,2011,-122.84176,49.19008
EPS Westcoast Construction Ltd,General Cont.,110,15585,24 Ave,V4A2J4,6045388249,1,SSTC,Commercial/Industrial,2011,-122.79068,49.04567
Equinox Specialty Products Inc,Wrhse.,104,19140,28 Ave,V3S6M3,6045368982,1,SSTC,Commercial/Industrial,2011,-122.69205,49.0528
Equity Protection Group,Consultant- Strata Corporations,203,15585,24 Ave,V4A2J4,6045429697,1,SSTC,Commercial/Industrial,2011,-122.79068,49.04567
eSecureData com Inc,Internet Services,2156,10153,King George Blvd,,8006201985,1,SCC,Commercial/Industrial,2011,-122.84555,49.18696
eSecureData com Inc,Internet Services,206,10252,135 St,V3T4C2,8006201985,1,SCC,Commercial/Industrial,2011,0,0
Esquire Doors Ltd,Door Manufacturing,108,14620,64 Ave,V3S1X7,6045989494,1,NTC,Commercial/Industrial,2011,-122.81709,49.11904
Esquires Coffee Crescent Road,Restaurant,4,12823,Crescent Rd,V4P1J6,6045313614,12,SSTC,Commercial/Industrial,2011,-122.86667,49.05319
Esquires Coffee Crescent Road,Restaurant,4,12823,Crescent Rd,V4P1J6,6045313614,12,SSTC,Commercial/Industrial,2011,-122.86667,49.05319
Esquires Coffee Fleetwood,Gourmet Coffee,0,16011,Fraser Hwy,V4N0G2,6045998987,1,FTC,Commercial/Industrial,2011,-122.77843,49.1573
Essence of Dance Inc,Dance Studio,41004,2320,King George Blvd,V4A5A5,6045419498,1,SSTC,Commercial/Industrial,2011,-122.79163,49.04418
Essential Auto Collision Ltd,"Auto Rebuilder, Sales",0,7795,132 St,V3W4M8,6045962111,1,NTC,Commercial/Industrial,2011,-122.85692,49.14437
Essential Auto Collision Ltd (132 St),"Used Auto Sales, Auto Painting & Body Work",0,7795,132 St,V3W4M8,6045962111,3,NTC,Commercial/Industrial,2011,-122.85692,49.14437
Essential Enterprises Ltd,Mechanic's Tool Box Distribution,5,18812,96 Ave,V4N3R1,7785712757,1,GTC,Commercial/Industrial,2011,-122.70097,49.17691
Essential Hair & Body Works Day Spa,"Hair Salon/Barber,Esthetician",0,5780,176A St,V3S4H3,6045769454,6,CTC,Commercial/Industrial,2011,-122.73355,49.10743
Essential Hair & Body Works Day Spa,"Hair Salon/Barber,Esthetician",0,5780,176A St,V3S4H3,6045769454,6,CTC,Commercial/Industrial,2011,-122.73355,49.10743
Essential Nails Salon Ltd,Esthetician,111,17700,56 Avenue,V3S1C7,6045754602,1,CTC,Commercial/Industrial,2011,-122.73225,49.10408
Essential Packaging Inc,Whlse. Packaging,103,17665,66A Ave,V3S2A7,6045751117,1,CTC,Commercial/Industrial,2011,-122.73305,49.12343
Essex Collision Services Ltd,Auto Body Repair,105,12921,84 Ave,V3W1B3,6045918242,1,NTC,Commercial/Industrial,2011,-122.86484,49.15547
Essex Insurance Agency Central City,Insurance Agent,3000,10153,King George Blvd,V3T2W1,6045892886,2,SCC,Commercial/Industrial,2011,-122.84555,49.18696
Esso Johnston & 24th,Gas Station,0,2377,152 St,V4A4P9,6045429739,6,SSTC,Commercial/Industrial,2011,-122.80133,49.04513
Esso On the Run,"Gas Station,Retail Merchant",0,12808,King George Blvd,V3T2S9,7783922233,1,SCC,Commercial/Industrial,2011,-122.86718,49.20627
Euphoria Wedding House,Retail,210,10222,152 St,V3R6N7,6046193524,1,GTC,Commercial/Industrial,2011,-122.80076,49.18822
Euphoric Day Spa,Seminar,0,13450,102 Ave,V3T0A3,6045920585,1,SCC,Commercial/Industrial,2011,-122.84913,49.18811
Euro Style Doors Ltd,Mfg. - Cabinet Doors,0,7746,134 St,V3W6Y5,6045922393,3,NTC,Commercial/Industrial,2011,-122.85108,49.14356
