BUSINESS_NAME,PRODUCTS_OR_SERVICES,UNIT,HOUSE_NUMBER,ROAD,SURREY_POSTAL_CODE,PHONE,EMPLOYEES,TOWN_CENTR,NAIC,NAIC_DESCRIPTION,LATITUDE,LONGITUDE
Washworld,Car Wash,,13868,104 Ave,V3T1W9,6045070829,1,SCC,811192,Car Washes,49.191287,-122.838492
Dr John Stuart Jr Optometric Corporation,Professional Practitioner-Optometrist,,13490,104 Ave,V3T1V8,6049518575,6,SCC,621320,Offices of Optometrists,49.191458,-122.848156
Golden Pizza & Sandwich,Restaurant,104,13979,104 Ave,V3T1X1,6045854222,1,SCC,722110,Restaurants,49.191662,-122.834649
Heng Hoa Meat Market,Retail Meat,112,14357,104 Ave,V3T1Y1,6045828166,3,SCC,445210,Meat Markets,49.191729,-122.823772
Guildford Office Park Holdings Ltd,Financial Planning Consult.,415,15225,104 Ave,V3R6Y8,6045803343,4,GTC,523930,Investment Advice,49.191695,-122.800045
Sueno Spa Ltd,Esthetics,,15269,104 Ave,V3R9H8,6045810885,2,GTC,812115,Beauty Salons,49.191709,-122.798847
Rubinstein Financial Management Inc,Financial Planning Consult.,102,15387,104 Ave,V3R1N5,0,1,GTC,523930,Investment Advice,49.191713,-122.795751
South Ridge Developments Ltd,General Cont.,200,15357,104 Ave,V3R1N5,6042303929,1,GTC,231230,General Construction Contractors,49.191703,-122.796652
Parkside Apartments,Apartment Rental,,13032,104 Ave,V3T1T7,7788814774,1,SCC,531111,Lessors of Residential Buildings & Dwellings,49.191498,-122.861189
Pink Rose Nails,Nail Salon,,14918,104 Ave,V3R1M7,6049572738,1,GTC,812115,Beauty Salons,49.191338,-122.808142
Diamond Parking Ltd #4294,Parking Lot,,15340,104 Ave,V3R1N6,6046818797,1,GTC,812930,Parking Lots & Garages,49.191321,-122.797083
Nev Virk Notary Corp,Notary,200,14980,104 Ave,V3R1M9,6045881202,3,GTC,541120,Offices of Notaries,49.191314,-122.807173
Quest Outreach Society,Retail Store,1,13890,104 Ave,V3T1W9,6045883476,5,SCC,813990,Other Membership Organizations,49.191353,-122.837201
Caleb Graphic Signs,Sign Painter/Manufacturer/Installations,102,13655,104 Ave,V3T1W3,7783957741,1,SCC,541340,Drafting Services,49.191732,-122.843731
Reformed Canadian Theological College and Seminary,"Bible School
",115,14914,104 Ave,V3R1M7,6043395739,2,GTC,611410,Business & Secretarial Schools,49.191338,-122.808347
Holiday Inn Express Hotel & Suites,Hotel/Motel,,15808,104 Ave,V4N5L2,6049308510,20,GTC,721111,Hotels,49.191362,-122.783380
Holiday Inn Express Hotel & Suites,Hotel/Motel,,15808,104 Ave,V4N5L2,6049308510,20,GTC,721114,Motels,49.191362,-122.783380
Sutton Premier Realty,Real Estate,,15483,104 Ave,V3R1N9,6045818400,125,GTC,531210,Offices of Real Estate Agents & Brokers,49.191758,-122.792845
Real Canadian Superstore,Grocery store,,14650,104 Ave,V3R1M3,6045878518,420,GTC,445110,Supermarkets & Other Grocery (except Convenience) Stores,49.191234,-122.816026
Premier Bathrooms Canada Ltd,Miscellaneous cont.,,14716,104 Ave,V3R1M3,6045889688,1,GTC,232990,All Other Special Trade Contracting,49.191273,-122.814201
Canaan Auto Service,Automotive Repair Service,,13912,104 Ave,V3T1X2,6045893434,1,SCC,811111,General Automotive Repair,49.191364,-122.836759
Ocean Park Pizza,Restaurant,,13186,104 Ave,V3T1T7,6045884450,1,SCC,722110,Restaurants,49.191515,-122.857193
Pacific Billards And Snookers,Pool Hall,,13774,104 Ave,V3T1W5,6045833332,2,SCC,713940,Fitness & Recreational Sports Centres,49.191409,-122.840645
L W Murphy Ltd,Bankruptcy Trustee,410,15225,104 Ave,V3R6Y8,6045842121,4,GTC,541990,"All Other Professional, Scientific & Technical Services",49.191695,-122.800045
Polonia Deli Ltd,Retail,101,14045,104 Ave,V3T1X4,6046075584,1,SCC,445210,Meat Markets,49.191691,-122.832926
New Horizon Enterprises Inc,Recycling Depot,,12294,104 Ave,V3V3H3,6049308800,4,WTC,418190,Other Recyclable Material Wholesaler-Distributors,49.191638,-122.881557
Mou Jam Beauty Salon & Supplies,"Hair Salon/Barber,Retail",7,13634,104 Ave,V3T1W2,6049573625,2,SCC,446120,"Cosmetics, Beauty Supplies & Perfume Stores",49.191443,-122.844295
Mou Jam Beauty Salon & Supplies,"Hair Salon/Barber,Retail",7,13634,104 Ave,V3T1W2,6049573625,2,SCC,812114,Barber Shops,49.191443,-122.844295
Mou Jam Beauty Salon & Supplies,"Hair Salon/Barber,Retail",7,13634,104 Ave,V3T1W2,6049573625,2,SCC,812115,Beauty Salons,49.191443,-122.844295
Otter Farm & Home Co-operative,Retail Sales - Coffee & Donuts,,16788,104 Ave,V4N1Z1,6045882251,12,GTC,445120,Convenience Stores,49.191466,-122.756889
Otter Farm & Home Co-operative,Gas Station,,16788,104 Ave,V4N1Z1,6045822517,12,GTC,447110,Gasoline Stations with Convenience Stores,49.191466,-122.756889
Arirang Restuarant,Food Primary-Class B Dining Room,A,14916,104 Ave,V3R1M7,6048520020,3,GTC,722110,Restaurants,49.191338,-122.808247
Impark,Parking Lot,,15225,104 Ave,V3R6Y8,6044206446,1,GTC,812930,Parking Lots & Garages,49.191695,-122.800045
Impark Lot # 1658,Parking Lot,,15269,104 Ave,V3R1N5,6044206446,1,GTC,812930,Parking Lots & Garages,49.191709,-122.798847
Western Auto Services Ltd,Auto dealership,,15420,104 Ave,V3R1N8,6045811223,3,GTC,811111,General Automotive Repair,49.191307,-122.794544
Gill Inc. Dr Chattar R S,Professional Practitioner-Dentist,101,14888,104 Ave,V3R1M4,6045885491,12,GTC,621210,Offices of Dentists,49.191294,-122.809762
Whalley Work BC Employment Services Centre,Employment resource group,105,13655,104 Ave,V3T1W3,6045840003,25,SCC,813990,Other Membership Organizations,49.191732,-122.843731
New Seam,Tailor,105,14333,104 Ave,V3T0E1,6045837079,1,SCC,315999,Dressmaking & Tailoring,49.191743,-122.825010
Afghan Bakery and Fast Food,Bakery,,13748,104 Ave,V3T1W5,6045810100,1,SCC,445291,Baked Goods Stores,49.191401,-122.841156
Surrey Central Return It Centre,Bottle Depot,,13845,104 Ave,V3T1W7,6045887790,10,SCC,418190,Other Recyclable Material Wholesaler-Distributors,49.191718,-122.838707
Cowley & Company,Professional Practitioner-Lawyer,300,13805,104 Ave,V3T1W7,6045833000,27,SCC,541110,Offices of Lawyers,49.191911,-122.839412
Fiji Shop & Save,Grocery,108,13634,104 Ave,V3T1W2,6049571766,2,SCC,445110,Supermarkets & Other Grocery (except Convenience) Stores,49.191443,-122.844295
Beautiful Canadian Laser & Skin Care Clinic Inc,Medical Practice,101,13805,104 Ave,V3T1W7,6045802464,6,SCC,621110,Offices of Physicians,49.191911,-122.839412
Vancouver Global Mission Church,Charitable Society/Organization,111,14914,104 Ave,V3R1M7,6045883277,3,GTC,813990,Other Membership Organizations,49.191338,-122.808347
Seaboard Self Storage,Warehouse,,12351,104 Ave,V3V3H2,6045853252,6,WTC,493190,Other Warehousing & Storage,49.193376,-122.880938
Infoskills Learning Inc,First Aid,,13696,104 Ave,V3T1W4,6045814888,2,SCC,611510,Technical & Trade Schools,49.191424,-122.842754
Pouchet Dr Joanne,Professional Practitioner-Dentist,104,14333,104 Ave,V3T0G1,6044965169,1,SCC,621210,Offices of Dentists,49.191743,-122.825010
JEM Beauty Supply,Retail,4,13890,104 Ave,V3T1W9,6049518889,3,SCC,446120,"Cosmetics, Beauty Supplies & Perfume Stores",49.191353,-122.837201
Magnum Fabricators Ltd,Manufacturer - Steel Fabrication,,12294,104 Ave,V3V3H3,6045899191,20,WTC,332710,Machine Shops,49.191638,-122.881557
International Shooting Supplies Ltd,Retail Merchant - Sporting Goods,,14904,104 Ave,V3R1M7,6045843006,2,GTC,451110,Sporting Goods Stores,49.191343,-122.808872
Dr Paul C Lee Inc,Professional Practitioner-Dentist,104,15225,104 Ave,V3R6Y8,6045857373,3,GTC,621210,Offices of Dentists,49.191695,-122.800045
Sutton Group Proact Realty,Real Estate & Property Management,,15483,104 Ave,V3R1N9,6045818400,2,GTC,531310,Real Estate Property Managers,49.191758,-122.792845
Pacific Rim Architecture Ltd,Architectural Practice,203,14439,104 Ave,V3R1M1,6045817750,4,GTC,541310,Architectural Services,49.191728,-122.822061
Lys Beauty Centre,Esthetician,A,13776,104 Ave,V3T1W5,6045880012,1,SCC,812115,Beauty Salons,49.191408,-122.840600
Fresh Slice Pizza,Restaurant,,14357,104 Ave,V3T1Y1,7783952286,7,SCC,722110,Restaurants,49.191729,-122.823772
Rapid Signs Inc,Sign Shop,2,13634,104 Ave,V3T1W2,6045833360,2,SCC,453999,All Other Miscellaneous Store Retailers (except Beer & Wine Making Supplies Stores),49.191443,-122.844295
Screamin Demon Tattoos,Tattoo Parlour,,14908,104 Ave,V3R1M7,6045857087,1,GTC,812190,Other Personal Care Services,49.191342,-122.808676
Loose Moose Beer & Wine Store,Beer & Wine Store,,14976,104 Ave,V3R1M9,6045853322,6,GTC,445310,"Beer, Wine & Liquor Stores",49.191316,-122.807361
J D Coffe and Sandwich,Restaurant,,13910,104 Ave,V3T1X2,7783955348,1,SCC,722110,Restaurants,49.191369,-122.836829
Amari Medical Practice,Professional Practitioner-Medical,102,13805,104 Ave,V3T1W7,6045942714,3,SCC,621110,Offices of Physicians,49.191911,-122.839412
Play Time Service Centre,Electronic repair and maintenance,114,14914,104 Ave,V3R1M7,6048004612,1,GTC,811210,Electronic & Precision Equipment Repair & Maintenance,49.191338,-122.808347
Four Seasons Beverages Ltd,Food & Beverage,200,14351,104 Ave,V3T1Y1,6043549838,1,SCC,722110,Restaurants,49.191728,-122.824184
Dr Daphne J Visarra Inc,Professional Practitioner-Dentist,308,14351,104 Ave,V3T1Y1,6049303030,1,SCC,621210,Offices of Dentists,49.191728,-122.824184
N F A CLinic Of Oriental Medicine,Acupuncture,101,15387,104 Ave,V3R1N5,7788996100,2,GTC,621360,Offices of Acupuncturists & Acupressurists,49.191713,-122.795751
Hen Long Market,Retail Merchant - Chinese Groceries,,14351,104 Ave,V3T1Y1,6045858588,9,SCC,445110,Supermarkets & Other Grocery (except Convenience) Stores,49.191728,-122.824184
P Liew Law Corporation,Professional Practitioner-Lawyer,307,14351,104 Ave,V3T1Y1,6047838977,1,SCC,541110,Offices of Lawyers,49.191728,-122.824184
Total Body Laser,Esthetics / Laser Hair Removal,,15371,104 Ave,V3R1N5,7783951401,1,GTC,812115,Beauty Salons,49.191709,-122.796134
Stenberg College,Administration Office - College,200,13889,104 Ave,V3T1W8,6047267004,25,SCC,541611,Administrative Management & General Management Consulting Services,49.191690,-122.837314
R T Surrey Academy Corp,"Counselling Service and Book Club,Tutoring",,15387,104 Ave,V3R1N5,6045310790,9,GTC,611650,Tutorial Services,49.191713,-122.795751
R T Surrey Academy Corp,"Counselling Service and Book Club,Tutoring",,15387,104 Ave,V3R1N5,6045310790,9,GTC,624190,Other Individual & Family Services,49.191713,-122.795751
Tonmoor International Inc,Administration Office - Oil and Gas Equipment (Procurement),111,15225,104 Ave,V3R6Y8,7783957187,9,GTC,541611,Administrative Management & General Management Consulting Services,49.191695,-122.800045
Mek's Delight Restuarant Ltd,Food Primary-Class B Dining Room,,14910,104 Ave,V3R1M7,6045882338,2,GTC,722110,Restaurants,49.191341,-122.808561
Onijkon Creative Inc,Design - Graphic - Advertisment,,15483,104 Ave,V3R1N9,6045818400,1,GTC,541340,Drafting Services,49.191758,-122.792845
Honey Lemon Beauty Shop,Retail Merchant - Cosmetics & fragrances,104,15357,104 Ave,V3R1N5,6045881224,2,GTC,446120,"Cosmetics, Beauty Supplies & Perfume Stores",49.191703,-122.796652
Mac's Convenience Store,Retail Merchant - Convenience Store,,13192,104 Ave,V3T1T7,6045857334,5,SCC,445120,Convenience Stores,49.191512,-122.856977
Miracle 786 Flooring Ltd,"Retail Merchant - Flooring, Tiling & Laminate",,14757,104 Ave,V3R5X4,6045880304,1,GTC,442210,Floor Covering Stores,49.191685,-122.813566
4 Pillars Consulting Group,Financial consulting,203,14439,104 Ave,V3R1M1,6045952862,1,GTC,541611,Administrative Management & General Management Consulting Services,49.191728,-122.822061
Cross Canada Financial Inc,Administration Office - Call Centre,200,15225,104 Ave,V3R6Y8,6045882260,4,GTC,541611,Administrative Management & General Management Consulting Services,49.191695,-122.800045
Ecare Contact Centers Ltd,Administration Office - Call Center,200,15225,104 Ave,V3R6Y8,6045882260,97,GTC,541611,Administrative Management & General Management Consulting Services,49.191695,-122.800045
New World Capital Ltd,Administration Office - Market dealer with the BC Securities Commission,200,15225,104 Ave,V3R6Y8,6045882260,4,GTC,541611,Administrative Management & General Management Consulting Services,49.191695,-122.800045
East to West Holistic Pharmacy Ltd,Retail Merchant - Pharmacy,102,14045,104 Ave,V3T1X4,6043163188,2,SCC,446110,Pharmacies & Drug Stores,49.191691,-122.832926
Don Chepes Restaurant Ltd,Restaurant - No Alcohol,,13780,104 Ave,V3T1W5,6045820178,2,SCC,722110,Restaurants,49.191407,-122.840510
An Pho Vietnamese Restaurant,Restaurant,,13784,104 Ave,V3T1W5,6045898919,50,SCC,722110,Restaurants,49.191405,-122.840415
Domestic Abuse Services - Our Lady of Good Counsel Society,Charitable Society/Organization,201,14045,104 Ave,V3T1X4,6045856688,2,SCC,813990,Other Membership Organizations,49.191691,-122.832926
Valley Farm,Retail Merchant - Grocery Store,,14978,104 Ave,V3R1M9,6045880083,5,GTC,445110,Supermarkets & Other Grocery (except Convenience) Stores,49.191316,-122.807272
King Do Seafood Restaurant,Food Primary-Class B Dining Lounge,,13922,104 Ave,V3T1X2,6045826911,1,SCC,722110,Restaurants,49.191342,-122.836512
A D Barbecue,Retail Merchant - 0 to 2 Employees,,14351,104 Ave,V3T1Y1,6045971059,1,SCC,443110,"Appliance, Television & Other Electronics Stores",49.191728,-122.824184
Ashley Court Apartment,Apartment/Townhouse Rental,,14921,104 Ave,V3R1M8,4032156060,1,GTC,531111,Lessors of Residential Buildings & Dwellings,49.191674,-122.808722
O C K Tour Ltd,Travel Agency,111A,15357,104 Ave,V3R1N5,7788737494,1,GTC,561510,Travel Agencies,49.191703,-122.796652
Barnes Wheaton (North Surrey) Chevrolet Buick GMC Ltd,Automobile Dealer/Rebuilder,,15250,104 Ave,V3R6N8,6045847411,40,GTC,811111,General Automotive Repair,49.191303,-122.798987
New World Lenders Corporation,Financial Planning/Consultant,400,15225,104 Ave,V3R6Y8,6045882260,3,GTC,541619,Other Management Consulting Services,49.191695,-122.800045
A Mary's Travel & Tours Ltd,Travel Agency,103,13979,104 Ave,V3T1X1,6049511356,1,SCC,561510,Travel Agencies,49.191662,-122.834649
Strickland & Co,Bookkeeping,105,14914,104 Ave,V3R1M7,6045896181,1,GTC,541215,"Bookkeeping, Payroll & Related Services",49.191338,-122.808347
Glenn W Kereluk Law Corporation,Professional Practitioner-Lawyer,125,15225,104 Ave,V3R6Y8,6045893278,2,GTC,541110,Offices of Lawyers,49.191695,-122.800045
Vancouver Cit E Cycles,Retail Merchant - Electric Bicycles,,13760,104 Ave,V3T1W5,6043635895,1,SCC,451110,Sporting Goods Stores,49.191399,-122.840858
Jiffy Lube #85 - Guildford,Automotive Repair Service - Auto Services,,13870,104 Ave,V3T1W9,6043288936,8,SCC,811111,General Automotive Repair,49.191290,-122.838140
the Mortgage Centre - Jerry Brar Mortgages,Financial Planning/Consultant - Mortgages,108,14333,104 Ave,V3T0E1,6047628889,1,SCC,541611,Administrative Management & General Management Consulting Services,49.191743,-122.825010
Trans Canada Flow Tolling Inc,Administrative Office - Tolling Operating for Port Mann Highway,,16300,104 Ave,V4N1Z7,6045492385,30,GTC,541611,Administrative Management & General Management Consulting Services,0.000000,0.000000
Bianca Amors Liquidation Supercentre,Retail Merchant - Liquidation Centre,,15340,104 Ave,V3R1N6,4033696129,1,GTC,452999,All Other Miscellaneous General Merchandise Stores,49.191321,-122.797083
Filcan Financial Services Ltd,Insurance Agent,206,14980,104 Ave,V3R1M9,7783958191,1,GTC,524210,Insurance Agencies & Brokerages,49.191314,-122.807173
Hoi Fu Seafood Ltd,Retail Merchant - Seafood,,14351,104 Ave,V3T1Y1,6048794115,3,SCC,44522,Fish & seafood markets,49.191728,-122.824184
Asian Flavor Foods,Retail Merchant - Food Store,1,13634,104 Ave,V3T1W2,7783953332,1,SCC,445299,All Other Specialty Food Stores,49.191443,-122.844295
K Pop Karaoke Resturant,Karaoke Restaurant,B,14914,104 Ave,V3R1M7,6045875767,5,GTC,722511,Full-service restaurants,49.191338,-122.808347
Reflexology and Plantar Fascitis Centre of Guildford,Reflexology,,15371,104 Ave,V3R1N5,6044410291,1,GTC,621390,Offices of Other Health Practitioners,49.191709,-122.796134
K P G Surrey Kids Physio Group,Professional Practitioner-Medical,302,14351,104 Ave,V3T1Y1,6044981044,1,SCC,621110,Offices of Physicians,49.191728,-122.824184
Happy Times Convenience Store,Retail Merchant - 0 to 2 Employees,101,13979,104 Ave,V3T1X1,6045838894,2,SCC,445120,Convenience Stores,49.191662,-122.834649
Surrey Centre Auto Repairs Inc,Automotive Repair Service,,13654,104 Ave,V3T1W2,6045881266,3,SCC,811111,General Automotive Repair,49.191436,-122.843882
Guildford Medical Clinic,Professional Practitioner-Medical,,14650,104 Ave,V3R1M3,6045828985,1,GTC,621110,Offices of Physicians,49.191234,-122.816026
Inscco Small Business Solutions,"Consulting, Tax Preparation, Bookkeeping, Administrative Services",,14980,104 Ave,V3R1M9,6043753966,2,GTC,56143,Business service centres,49.191314,-122.807173
Baobab Inclusive Empowerment Society,Charitable Society/Organization,101,14914,104 Ave,V3R1M7,6045856775,1,GTC,813990,Other Membership Organizations,49.191338,-122.808347
Zugba Flame Grilled Chicken,Restaurant - Take out Restaurant,200,14351,104 Ave,V3T0E1,6049518829,3,SCC,722512,Limited-service eating places,49.191728,-122.824184
Take Five Cafe,Coffeeshop,135,13450,104 Ave,V3T1V8,7788862466,8,SCC,722512,Limited-service eating places,49.191464,-122.848899
Miami Barbershop,Hair Salon/Barber,,13776,104 Ave,V3T1W5,7788885420,1,SCC,812114,Barber Shops,49.191408,-122.840600
Mogo,Financial Agent,,13696,104 Ave,V3T1W4,6045882273,5,SCC,522291,Consumer Lending,49.191424,-122.842754
T V E Industrial Services Ltd,Contractor - Construction,208,14888,104 Ave,V3R1M4,6044971480,2,GTC,231230,General Construction Contractors,49.191294,-122.809762
Asmara Sourcing Inc,Retail Merchant - School Uniforms,204,14888,104 Ave,V4A4A9,6043626202,2,GTC,448199,All Other Clothing Stores,49.191294,-122.809762
Seaboard Self Storage,TUP#7908-0018 expiring Oct 2014,,12175,104 Ave,V3V3H2,6045853252,2,WTC,812930,Parking Lots & Garages,49.192732,-122.885403
Prodigy Orthotics Inc,Retail Merchant - 3 to 5 Employees,100,14357,104 Ave,V3T1Y1,6045593668,5,SCC,448210,Shoe Stores,49.191729,-122.823772
Darcy Poster,Financial Planning/Consultant,203,14980,104 Ave,V3R1M9,7788924140,1,GTC,523930,Investment Advice,49.191314,-122.807173
"Associated Foreign Exchange, ULC",Currency Exchange,101,14439,104 Ave,V3R1M1,8187283235,1,GTC,523130,Commodity Contracts Dealing,49.191728,-122.822061
Lime Blossoms Laser and Aesthetics Inc,Esthetician - Laser Hair Removal,100,14357,104 Ave,V3T1Y1,7788935189,1,SCC,812190,Other Personal Care Services,49.191729,-122.823772
Canadian Agri-Food Trading Inc,Retail Merchant - 0 to 2 Employees,202,14980,104 Ave,V3R1M9,6042491237,2,GTC,453999,All Other Miscellaneous Store Retailers (except Beer & Wine Making Supplies Stores),49.191314,-122.807173
Fong Lin Produce Inc,Administration Office,307,14351,104 Ave,V3T1Y1,7782421913,1,SCC,541611,Administrative Management & General Management Consulting Services,49.191728,-122.824184
Brave & Young Distributors Ltd.,Wholesale,205,14980,104 Ave,V3R1M9,7788886058,2,GTC,418990,All Other Wholesaler-Distributors,49.191314,-122.807173
Precision Medical Monitoring Ltd,Professional Practitioner-Medical,200,14888,104 Ave,V3R1M4,6048136729,2,GTC,621110,Offices of Physicians,49.191294,-122.809762
Bamboolife Supplements,Retail Merchant - Health Supplements,105,14333,104 Ave,V3T0E1,6045837079,1,SCC,446191,Food (Health) Supplement Stores,49.191743,-122.825010
Addictive Ads Inc,Advertising,205,15225,104 Ave,V3R6Y8,6044980015,1,GTC,5418,Advertising & related services,49.191695,-122.800045
Go Bananas Funky Monkey Fun Park,Recreational Facility,,13853,104 Ave,V3T1W8,6048664644,15,SCC,713940,Fitness & Recreational Sports Centres,49.191710,-122.838122
High Sun Mattress Company,Retail Merchant - 0 to 2 Employees,3,13890,104 Ave,V3T1W9,6047171198,2,SCC,442110,Furniture Stores,49.191353,-122.837201
Surrey Mitsubishi,"Automobile Dealer/Rebuilder, Automotive Repair Service",,13820,104 Ave,V3T1W9,6047205557,1,SCC,441120,Used Car Dealers,49.191359,-122.839634
Surrey Mitsubishi,"Automobile Dealer/Rebuilder, Automotive Repair Service",,13820,104 Ave,V3T1W9,6047205557,1,SCC,811111,General Automotive Repair,49.191359,-122.839634
TPF The Phoenix Fund Inc.,Financial Agent,203,14439,104 Ave,V3R1M1,6043077966,2,GTC,522291,Consumer Lending,49.191728,-122.822061
JK Thrift Store,Retail Merchant - Thrift Store,,13756,104 Ave,V3T1W5,7783948660,1,SCC,453310,Used Merchandise Stores,49.191400,-122.840948
Real Canadian Superstore #1556 LTC,Retail Merchant - Lottery Kiosk,,14650,104 Ave,V3R1M3,6049530713,1,GTC,453999,All Other Miscellaneous Store Retailers (except Beer & Wine Making Supplies Stores),49.191234,-122.816026
Spring Foot Wellness Experts Inc,Retail Merchant - 6 to 9 Employees,100,14357,104 Ave,V3T1Y1,6043365395,7,SCC,446199,All other health & personal care stores,49.191729,-122.823772
Heritage Immigration,Immigration Consultant,103,14914,104 Ave,V3R1M7,7782934400,1,GTC,541613,Immigration Consulting & Interpretation Services,49.191338,-122.808347
Digital Vapor,"Retail - Electronic cigarettes, accessories & vaporizers",,13788,104 Ave,V4N0R3,6042026525,1,SCC,453999,All Other Miscellaneous Store Retailers (except Beer & Wine Making Supplies Stores),49.191405,-122.840326
"Glam and Glitter Hair, Nails, Spa Inc",Hair Salon / Barber,106,14333,104 Ave,V3T0E1,6049970468,2,SCC,812115,Beauty Salons,49.191743,-122.825010
Tai Chi Acupuncture Inc,Acupuncture,109,14914,104 Ave,V3R1M7,6043382255,3,GTC,621360,Offices of Acupuncturists & Acupressurists,49.191338,-122.808347
Diamond Parking Ltd #4890,Parking Lot,,14980,104 Ave,V3R1M9,2062843100,1,GTC,812930,Parking Lots & Garages,49.191314,-122.807173
Canada Reformed College Ministry,Business School,115,14914,104 Ave,V3R1M7,5147060077,2,GTC,611410,Business & Secretarial Schools,49.191338,-122.808347
Vance Financial Group Inc,Financial Planning/Consultant,206,14980,104 Ave,V3R1M9,7783958191,1,GTC,523930,Investment Advice,49.191314,-122.807173
Stone Oven Bakery Ltd,Bakery,,13920,104 Ave,V3T1X2,7782930015,3,SCC,445291,Baked Goods Stores,49.191342,-122.836512
Viva Care Pharmacy,Retail Merchant - 0 to 2 Employees,104,14888,104 Ave,V3R1M4,6047656331,1,GTC,446110,Pharmacies & Drug Stores,49.191294,-122.809762
Provision Learning Centre,Tutoring,202,14888,104 Ave,V3R1M4,7783227014,1,GTC,611650,Tutorial Services,49.191294,-122.809762
Liberty Tax Service,Income Tax Service/Buyer,102,14888,104 Ave,V3R1M4,6045857297,2,GTC,541213,Tax Preparation Services,49.191294,-122.809762
Community Therapists,Health Care Consultant - Occupational Therapy/Rehabilitation,201,15387,104 Ave,V3R1N5,6046819293,5,GTC,624190,Other Individual & Family Services,49.191713,-122.795751
Cedarview Manufacturing Inc,Manufacturer/Machine Shop,1&2,17358,104A Ave,V4N5M3,6045820608,3,GTC,321999,All Other Miscellaneous Wood Product Manufacturing,49.191876,-122.741157
Stewart's Welding Ltd,Repair & Inspect Highway Trailers,,17276,104A Ave,V4N5M3,6045815775,17,GTC,811118,Truck & Trailer Repair & Maintenance,49.193444,-122.743905
Pike Enterprises Ltd,Admin. Office,,17276,104A Ave,V4N5M3,6042023696,2,GTC,541611,Administrative Management & General Management Consulting Services,49.193444,-122.743905
Alcan Products Ltd,Mfg. - Roofing Materials,9&10,17358,104A Ave,V4N5M3,6045898888,4,GTC,332710,Machine Shops,49.191876,-122.741157
Seven Auto Repair,Auto Repairs,,13625,104A Ave,V3T1Y7,6045843333,2,SCC,811111,General Automotive Repair,49.192877,-122.844564
D M D & Associates Ltd,Professional Practitioner-Engineer,12,17358,104A Ave,V4N5M3,6045899010,16,GTC,541330,Engineering Services,49.191876,-122.741157
Allstream Inc,Telecommunications,,13660,104A Ave,V3T1Y8,4163452942,1,SCC,232510,Electrical Contractors & Other Wiring Installation Contractors,49.192582,-122.843586
Davey Cartage Co 1973 Ltd,Trucking Company,,17288,104A Ave,V4N5M3,6045809877,22,GTC,484120,General Freight Trucking,49.193054,-122.743859
Northwest Truck Lines Inc,Trucking,,13660,104A Ave,V3T1Y8,6049301616,1,SCC,484120,General Freight Trucking,49.192582,-122.843586
Valley Powerline Contracting Ltd,Contractor - Electrical,,17288,104A Ave,V4N5M3,6045424875,25,GTC,232510,Electrical Contractors & Other Wiring Installation Contractors,49.193054,-122.743859
AGT Industrial Solutions Ltd.,Repair Service,4,17358,104A Ave,V4N5M2,6044971511,13,GTC,811310,Commercial & Industrial Machinery & Equipment Repair (except Automotive & Electronic),49.191876,-122.741157
DMD Power Engineering Ltd,Professional Practitioner-Engineer,12,17358,104A Ave,V1M4E3,6045899010,10,GTC,541330,Engineering Services,49.191876,-122.741157
T J Glass Odyssey Inc,Auto Body Repair,,13524,105 Ave,V3T1Z6,6045816313,4,SCC,811121,"Automotive Body, Paint & Interior Repair & Maintenance",0.000000,0.000000
Harms Auto Body & Paint Ltd,Auto Body Repair,,13565,105 Ave,V3T1Z8,6045845111,7,SCC,811121,"Automotive Body, Paint & Interior Repair & Maintenance",49.193249,-122.846488
Dr Tom Iwama,Professional Practitioner-Medical,10,15300,105 Ave,V3R6Y8,6045815611,5,GTC,621110,Offices of Physicians,49.193175,-122.797718
Telus Communications BC Inc (13670 - 105 Ave),Public Utility,,13670,105 Ave,V3T4Y5,6045889411,50,SCC,912910,Other Provincial & Territorial Public Administration,49.193350,-122.843225
Chew Dr S & Dr K Low,Professional Practitioner-Medical,28,15300,105 Ave,V3R6A7,6045846666,5,GTC,621110,Offices of Physicians,49.193175,-122.797718
Naz's Pharmacy No. 5 Ltd,Retail Pharmacy,17,15300,105 Ave,V3R6A7,6046197066,2,GTC,446110,Pharmacies & Drug Stores,49.193175,-122.797718
Pinetree Quantum Synergy Corp,Health Care Consultant,33,15300,105 Ave,V3R6A7,6045836699,1,GTC,624190,Other Individual & Family Services,49.193175,-122.797718
Davey Gin Dr,Professional Practitioner-Medical,10,15300,105 Ave,V3R6Y8,6045816711,1,GTC,621110,Offices of Physicians,49.193175,-122.797718
Discovery 3D Ultrasound Ltd,Medical Laboratory,18A,15300,105 Ave,V3R6A7,7783958558,2,GTC,621510,Medical & Diagnostic Laboratories,49.193175,-122.797718
Impark,Parking Lot,,15300,105 Ave,V3R6A7,6044206446,1,GTC,812930,Parking Lots & Garages,49.193175,-122.797718
West Coast Medical Imaging Inc,"X Ray Radiologists, Office Management",,15300,105 Ave,V3R6A7,6045811101,13,GTC,561430,Business Service Centres,49.193175,-122.797718
West Coast Medical Imaging Inc,"X Ray Radiologists, Office Management",,15300,105 Ave,V3R6A7,6045811101,13,GTC,621510,Medical & Diagnostic Laboratories,49.193175,-122.797718
Jackson Inc Dr Elaine,Professional Practitioner-Medical,37,15300,105 Ave,V3R6A7,6045886411,1,GTC,621110,Offices of Physicians,49.193175,-122.797718
