Business Name,Products or Services,Unit,Number,Street,Postal Code,Phone Number,Town Centre,NAIC,NAIC Description,No of Employees,Latitude,Longitude,,
Tri City Kitchen Cabinet Ltd,"Mfg. - Kitchen Cabinets, Contractor - Cabinet Installation",215,7750,128 St,V3W0R6,6045946281,NTC,23835,Finish carpentry contractors,4,49.14358109,-122.8676534,,
Tri City Kitchen Cabinet Ltd,"Mfg. - Kitchen Cabinets, Contractor - Cabinet Installation",215,7750,128 St,V3W0R6,6045946281,NTC,337110,Wood Kitchen Cabinet & Counter Top Manufacturing,4,49.14358109,-122.8676534,,
U D C Design Center Ltd,Professional Practitioner-Architect,202,7750,128 St,V3W0R6,6045935863,NTC,541310,Architectural Services,2,49.14358109,-122.8676534,,
Sundae Delight,Restaurant - No Alcohol,101,7750,128 St,V3W1K9,7788588794,NTC,722512,Limited-service eating places,1,49.14358109,-122.8676534,,
777 Pizza & Donair,Pizza,203,7750,128 St,V3W4E6,6045027773,NTC,722110,Restaurants,2,49.14358109,-122.8676534,,
A Mamun & Company Inc,Warehouse,204,7795,128 St,V3W4E6,6043667807,NTC,493190,Other Warehousing & Storage,1,49.14434394,-122.8681591,,
Lakewood Management Ltd,General Cont.,201,7795,128 St,V3W4E6,6045908444,NTC,231230,General Construction Contractors,19,49.14434394,-122.8681591,,
Patton & Cooke Ltd,Mfg. - High Voltage Equip.,100,7795,128 St,V3W4E6,6045915374,NTC,335311,"Power, Distribution & Specialty Transformers Manufacturing",26,49.14434394,-122.8681591,,
Uppal Building Supplies Ltd,Wholesale Building Supplies,,7846,128 St,V3W4E8,6045371560,NTC,444190,Other Building Material Dealers,12,49.14516801,-122.86767,,
J M T Auto Solutions,Automotive Repair Service,,7877,128 St,V3W4E7,6046121850,NTC,811111,General Automotive Repair,2,49.14580486,-122.868226,,
New Western Plumbing VJ Ltd,Wholesale,101/,7877,128 St,V3W4E7,6045435928,NTC,416120,"Plumbing, Heating & Air-Conditioning Equipment & Supplies Wholesaler-Distributors",4,49.14580486,-122.868226,,
Quality First Collision Repairs (2013) Ltd,Auto Body Repair & Painting,103/,7877,128 St,V3W4E7,7785647888,NTC,811121,"Automotive Body, Paint & Interior Repair & Maintenance",6,49.14580486,-122.868226,,
GMG  Truck Repair Ltd,Automotive Repair Service - 30 day business license until all inspections have been completed.,103,7880,128 St,V3W0K8,6048254196,NTC,811111,General Automotive Repair,4,49.14610553,-122.8676658,,
Frontline Trailer Manufacturing Ltd,"Manufacturer/Machine Shop, Mobile Truck & Trailer Repairs",5,7880,128 St,V3W4E8,6045965329,NTC,332710,Machine Shops,1,49.14610553,-122.8676658,,
Frontline Trailer Manufacturing Ltd,"Manufacturer/Machine Shop, Mobile Truck & Trailer Repairs",5,7880,128 St,V3W4E8,6045965329,NTC,811111,General Automotive Repair,1,49.14610553,-122.8676658,,
Factory Tile Depot Ltd,Whlse. Tile,100,7881,128 St,V3W4E7,6048074405,NTC,414320,Floor Covering Wholesaler-Distributors,3,49.14614141,-122.8682289,,
Pacific Rim Software Ltd,Software Engineer,170,7881,128 St,V3W4E7,6045011088,NTC,334999,Hi Tech Industries,4,49.14614141,-122.8682289,,
Pacific Rim Software Ltd,Software Engineer,170,7881,128 St,V3W4E7,6045011088,NTC,541510,Computer Systems Design & Related Services,4,49.14614141,-122.8682289,,
Ram Construction Inc,Contractor - General Contractor,,7881,128 St,V3W4E7,6045015265,NTC,231230,General Construction Contractors,5,49.14614141,-122.8682289,,
Surrey Digital 2009 Ltd,Digital Printing,150,7881,128 St,V3W4E7,6045728100,NTC,323119,Other Printing,5,49.14614141,-122.8682289,,
Longley Electric Co Ltd,"Mfg. - Sheet Metal, Industrial Fans & Heaters",,7911,128 St,V3W4E7,6045916426,NTC,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,6,49.14659995,-122.8682328,,
Longley Electric Co Ltd,"Mfg. - Sheet Metal, Industrial Fans & Heaters",,7911,128 St,V3W4E7,6045916426,NTC,333299,All Other Industrial Machinery Manufacturing,6,49.14659995,-122.8682328,,
Canwood Doors & Mouldings B C  Ltd,Pre-Hung Doors,101,7925,128 St,V3W4E7,6045947400,NTC,321911,Wood Window & Door Manufacturing,5,49.14686361,-122.8682351,,
Surrey Central Paan & Snacks,Wholesale & distribution centre,104,7928,128 St,V3W3A8,6047814366,NTC,41311,General-line food whl.,1,49.14675376,-122.8676651,,
0793982 BC Ltd,Financial Planning/Consultant,218,7928,128 St,V3W4E8,6047210065,NTC,541611,Administrative Management & General Management Consulting Services,1,49.14675376,-122.8676651,,
Advanced Professional Services Ltd,"Bookkeeping, Immigration Consultant",206,7928,128 St,V3W4E8,6045752786,NTC,541215,"Bookkeeping, Payroll & Related Services",3,49.14675376,-122.8676651,,
Advanced Professional Services Ltd,"Bookkeeping, Immigration Consultant",206,7928,128 St,V3W4E8,6045752786,NTC,541613,Immigration Consulting & Interpretation Services,3,49.14675376,-122.8676651,,
Apex Physiotherapy and Health Clinic,Professional Practitioner-Medical,112,7928,128 St,V3W4E8,6045995243,NTC,621110,Offices of Physicians,4,49.14675376,-122.8676651,,
Atwal Law Office,Professional Practitioner-Lawyer,204,7928,128 St,V3W4E8,6046003677,NTC,541110,Offices of Lawyers,1,49.14675376,-122.8676651,,
Bhangu Inc Dr Gurdeep S,Dental Office,203,7928,128 St,V3W4E8,6045014030,NTC,621210,Offices of Dentists,2,49.14675376,-122.8676651,,
Bhinder Fashions Ltd,Whlse. Clothing,110,7928,128 St,V3W4E8,6048057630,NTC,414110,Clothing & Clothing Accessories Wholesaler-Distributors,2,49.14675376,-122.8676651,,
Calgary Sweets & Restaurant Ltd,Restaurant - Sweet Shop,113,7928,128 St,V3W4E8,6045919955,NTC,722110,Restaurants,4,49.14675376,-122.8676651,,
Century 21 Coastal Realty Ltd,Real Estate Office,105/,7928,128 St,V3W4E8,6045994888,NTC,531210,Offices of Real Estate Agents & Brokers,15,49.14675376,-122.8676651,,
Deepak Grover Physiotherapist Corp,Physiotherapy,112,7928,128 St,V3W4E8,7788894848,NTC,621340,"Offices of Physical, Occupational & Speech Therapists & Audiologists",1,49.14675376,-122.8676651,,
G T P Marvelous College Inc,Business School,207,7928,128 St,V3W4E8,6047253340,NTC,611410,Business & Secretarial Schools,4,49.14675376,-122.8676651,,
Gautam & Associates Barristers & Solicitors Inc,Professional Practitioner - Lawyer,210,7928,128 St,V3W4E8,6045935310,NTC,541110,Offices of Lawyers,3,49.14675376,-122.8676651,,
Golden Memories Photo Studio,Photographer/Videographer,115/,7928,128 St,V3W4E8,6045901234,NTC,541920,Photographic Services,5,49.14675376,-122.8676651,,
Guru Bazaar,Wholesale,107/,7928,128 St,V3W4E8,6043274422,NTC,414130,"Piece Goods, Notions & Other Dry Goods Wholesaler-Distributors",4,49.14675376,-122.8676651,,
Har Amrit Kahlon Physiotherapist Co.,Physiotherapist,112,7928,128 St,V3W4E8,6047719399,NTC,621340,"Offices of Physical, Occupational & Speech Therapists & Audiologists",1,49.14675376,-122.8676651,,
Hi-End Protection Group Inc,Security Guard Service,213,7928,128 St,V3W4E8,6045020008,NTC,561612,Security Guard & Patrol Services,10,49.14675376,-122.8676651,,
Homeland Mortgage Corporation,Financial Planning/ Consultant - Mortgage Broker,204,7928,128 St,V3W4E8,6043086839,NTC,541611,Administrative Management & General Management Consulting Services,1,49.14675376,-122.8676651,,
Jasvir Khangura Inc,Professional Practitioner-Accountant,217,7928,128 St,V3W4E8,7785654626,NTC,541212,Offices of Accountants,5,49.14675376,-122.8676651,,
Prime Tax & Accounting Services Ltd,Bookkeeping services and income tax returns,220,7928,128 St,V3W4E8,6045723006,NTC,541215,"Bookkeeping, Payroll & Related Services",2,49.14675376,-122.8676651,,
Rhea'z Hairz N Colorz Ltd,Hair Salon/Barber,103,7928,128 St,V3W4E8,6045745111,NTC,812115,Beauty Salons,3,49.14675376,-122.8676651,,
"S K Sharma, CPA",Professional Practitioner - Accountant,207,7928,128 St,V3W4E8,6044415690,NTC,541212,Offices of Accountants,1,49.14675376,-122.8676651,,
Sahota Law Office,Law office,214,7928,128 St,V3W4E8,6045079983,NTC,541110,Offices of Lawyers,3,49.14675376,-122.8676651,,
Strawberry Hill Eye Clinic Ltd,Optometrist Eye Clinic,111,7928,128 St,V3W4E8,6045978444,NTC,621320,Offices of Optometrists,5,49.14675376,-122.8676651,,
Sukhija Law Group Inc,Professional Practitioner-Lawyer,205,7928,128 St,V3W4E8,6045030290,NTC,541110,Offices of Lawyers,1,49.14675376,-122.8676651,,
Time of Canada Investments Ltd The,Miscellaneous - Media,207,7928,128 St,V3W4E8,6045036998,NTC,54184,Media representatives,1,49.14675376,-122.8676651,,
Varun Chaudhry & Gursharan Dhaliwal,Financial Planning/Consultant,212,7928,128 St,V3W4E8,6047271579,NTC,541611,Administrative Management & General Management Consulting Services,1,49.14675376,-122.8676651,,
Oceanwood Developments Ltd,"General Cont.,Inter-Municipal Business License Metro",105,7928,128 St,V4A4E8,6047271009,NTC,231230,General Construction Contractors,1,49.14675376,-122.8676651,,
Brinder's Tire Clinic Sales & Service Ltd,Automotive Repair Service,102,7935,128 St,V3W4E7,7785640333,NTC,811111,General Automotive Repair,2,49.14712728,-122.8682376,,
Kalsi Aluminum Products Manufacturing Limited,Patio Cover & Railing Installations,101,7935,128 St,V3W4E9,6047635679,NTC,232390,Other Building Exterior Finishing Work,2,49.14712728,-122.8682376,,
Dhoom Restaurant Ltd,Food Primary-Class B Dining Lounge,112,7938,128 St,V3W4E8,6045432222,NTC,722110,Restaurants,2,49.14687516,-122.8657707,,
Jive Jewelry,Mail Order - Online Jewellery Sales,109,7938,128 St,V3W4E8,8665421750,NTC,454390,Other Direct Selling Establishments,1,49.14687516,-122.8657707,,
Khalsa Diwan Society of Surrey BC,Charitable Society/Organization - Sikh Temple,103,7938,128 St,V3W4E8,6045934422,NTC,813110,Religious Organizations,1,49.14687516,-122.8657707,,
Landmark Cartage Service,Trucking/Cartage - Dispatch Office,208,7938,128 St,V3W4E8,6046353555,NTC,484120,General Freight Trucking,11,49.14687516,-122.8657707,,
Landmark Cartage Service,Trucking/Cartage - Dispatch Office,208,7938,128 St,V3W4E8,6046353555,NTC,541611,Administrative Management & General Management Consulting Services,11,49.14687516,-122.8657707,,
True North Management Inc,Warehouse - Medical Mail Order,109,7938,128 St,V3W4E8,6045984693,NTC,493190,Other Warehousing & Storage,35,49.14687516,-122.8657707,,
York Pharmacy,Warehouse,110,7938,128 St,V3W4E8,6045922290,NTC,493190,Other Warehousing & Storage,3,49.14687516,-122.8657707,,
Adroit Overseas Enterprises Ltd,Export & Import Agro Products,209,7938,128 St,V4N3K6,6043669307,NTC,419199,Import and/or Export or Manufacturer's Agents,1,49.14687516,-122.8657707,,
Edelweiss Auto Repairs Ltd,"Auto Repair & Body Shop,Auto Body/Painting,Automobile Dealer/Rebuilder",,7951,128 St,V3W4E7,6045902151,NTC,81111,Automotive mechanical & electrical r&m,6,49.14739104,-122.86824,,
Edelweiss Auto Repairs Ltd,"Auto Repair & Body Shop,Auto Body/Painting,Automobile Dealer/Rebuilder",,7951,128 St,V3W4E7,6045902151,NTC,81112,"Auto. body, paint, interior & glass repair",6,49.14739104,-122.86824,,
Edelweiss Auto Repairs Ltd,"Auto Repair & Body Shop,Auto Body/Painting,Automobile Dealer/Rebuilder",,7951,128 St,V3W4E7,6045902151,NTC,811111,General Automotive Repair,6,49.14739104,-122.86824,,
N G Metal & Welding Works Ltd,"Mfg. - Aluminum, Metal Products",A,7967,128 St,V3W4E7,6045020124,NTC,332329,Other Ornamental & Architectural Metal Products Manufacturing,1,49.1476547,-122.8682423,,
Brar Law Corporation,Professional Practitioner - Lawyer,203,8028,128 St,V3W4E9,6047203839,NTC,541110,Offices of Lawyers,1,49.14852263,-122.8676263,,
East to West Financial Corporation,General Business Office,221,8028,128 St,V3W4E9,6048320950,NTC,541611,Administrative Management & General Management Consulting Services,1,49.14852263,-122.8676263,,
Khalsa Credit Union,Bank,110,8028,128 St,V3W4E9,7783872920,NTC,522130,Local Credit Unions,5,49.14852263,-122.8676263,,
Sant Waryam Travels Ltd,"Travel Agency,Currency Exchange - Money Transfer",205,8028,128 St,V3W4E9,6047674781,NTC,523130,Commodity Contracts Dealing,2,49.14852263,-122.8676263,,
Sant Waryam Travels Ltd,"Travel Agency,Currency Exchange - Money Transfer",205,8028,128 St,V3W4E9,6047674781,NTC,561510,Travel Agencies,2,49.14852263,-122.8676263,,
Ocean Tire Service Ltd,Commercial new tire installations,2,8053,128 St,V3W6W1,6045921011,NTC,811199,All Other Automotive Repair & Maintenance,1,49.14947978,-122.8682521,,
7 Seas Immigration Inc,Immigration Consultant,154,8120,128 St,V3W1R1,6045912222,NTC,541613,Immigration Consulting & Interpretation Services,3,49.14939795,-122.8660477,,
A S Bubber & Associates Inc,Chartered Accountant,208,8120,128 St,V3W1R1,6045997262,NTC,541212,Offices of Accountants,10,49.14939795,-122.8660477,,
Ace Trades and Technical Institute Inc,Tutoring,210,8120,128 St,V3W1R1,7783172346,NTC,611650,Tutorial Services,4,49.14939795,-122.8660477,,
Acme Visa Solutions Ltd,Immigration Consultant,210,8120,128 St,V3W1R1,6045935141,NTC,541613,Immigration Consulting & Interpretation Services,2,49.14939795,-122.8660477,,
All Pro Mortgage Corp,Financial Planning/Consultant,204,8120,128 St,V3W1R1,6045962433,NTC,541611,Administrative Management & General Management Consulting Services,1,49.14939795,-122.8660477,,
Apex Design Group Inc,Professional Practitioner-Architect,157,8120,128 St,V3W1R1,6045438281,NTC,541310,Architectural Services,4,49.14939795,-122.8660477,,
Ayurhealing Inc,"Retail Health Food, Vitamins",165,8120,128 St,V3W1R1,6045377526,NTC,446191,Food (Health) Supplement Stores,2,49.14939795,-122.8660477,,
Best Look Hair & Beauty Salon Ltd,Beauty Salon,158,8120,128 St,V3W1R1,7782408645,NTC,812115,Beauty Salons,3,49.14939795,-122.8660477,,
Bharat Jewellers Inc,Manufacturing/processing of gold & diamond jewelry.  Storage of the gold & diamond jewelry.  Retail,155,8120,128 St,V3W1R1,6045931111,NTC,332710,Machine Shops,4,49.14939795,-122.8660477,,
Bride & Groom Shop,Bridal accessories,164,8120,128 St,V3W1R1,6045076826,NTC,448199,All Other Clothing Stores,2,49.14939795,-122.8660477,,
Bride & Groom Shop,Bridal accessories,164,8120,128 St,V3W1R1,6045076826,NTC,532220,Formal Wear & Costume Rental,2,49.14939795,-122.8660477,,
Buckley Hogan,Legal Serv.,200,8120,128 St,V3W1R1,6046353000,NTC,541110,Offices of Lawyers,50,49.14939795,-122.8660477,,
Dyonisius & Company,Professional Practitioner-Lawyer,212,8120,128 St,V3W1R1,6045913444,NTC,541110,Offices of Lawyers,2,49.14939795,-122.8660477,,
East West Immigration Services Inc,Immigration Consultant,214,8120,128 St,V3W1R1,7782429378,NTC,541613,Immigration Consulting & Interpretation Services,1,49.14939795,-122.8660477,,
Excalibur Security Services Inc,Security Service,210,8120,128 St,V3W1R1,7789875382,NTC,561612,Security Guard & Patrol Services,2,49.14939795,-122.8660477,,
Grewal & Co Professional Services Ltd,Professional Practitioner-Accountant,203,8120,128 St,V3W1R1,6045011933,NTC,541212,Offices of Accountants,1,49.14939795,-122.8660477,,
H Deol & Company,Professional Practitioner-Accountant,203,8120,128 St,V3W1R1,6045371333,NTC,541212,Offices of Accountants,2,49.14939795,-122.8660477,,
I K Homes Inc,Contractor - Construction,206,8120,128 St,V3W1R1,6047637071,NTC,231230,General Construction Contractors,1,49.14939795,-122.8660477,,
Kainth Law Office,Professional Practitioner-Lawyer,204,8120,128 St,V3W1R1,6047635184,NTC,541110,Offices of Lawyers,1,49.14939795,-122.8660477,,
Lets Go Travel And Tours Inc,"Travel Agency, Limousine Service - 1 Van under 5000kg",154,8120,128 St,V3W1R1,6045912222,NTC,485320,Limousine Service,3,49.14939795,-122.8660477,,
Lets Go Travel And Tours Inc,"Travel Agency, Limousine Service - 1 Van under 5000kg",154,8120,128 St,V3W1R1,6045912222,NTC,561510,Travel Agencies,3,49.14939795,-122.8660477,,
Mangat Optometric Corp Dr Luna,Professional Practitioner-Optometrist,162,8120,128 St,V3W1R1,6045072166,NTC,621320,Offices of Optometrists,1,49.14939795,-122.8660477,,
Manohar Vegetarian Bakery,Retail Bakery,167,8120,128 St,V3W1R1,6045935399,NTC,445291,Baked Goods Stores,5,49.14939795,-122.8660477,,
Mayfair Immigration Services Ltd,Immigration Consultant,205,8120,128 St,V3W1R1,6043626000,NTC,541613,Immigration Consulting & Interpretation Services,1,49.14939795,-122.8660477,,
Nu Modern Beauty Salon Ltd,"Hair Salon/Barber, Esthetician",159,8120,128 St,V3W1R1,6045373712,NTC,812115,Beauty Salons,2,49.14939795,-122.8660477,,
Nu Modern Beauty Salon Ltd,"Hair Salon/Barber, Esthetician",159,8120,128 St,V3W1R1,6045373712,NTC,812190,Other Personal Care Services,2,49.14939795,-122.8660477,,
Parihar & Associates Certified General Accountants,Professional Practitioner-Accountant,216,8120,128 St,V3W1R1,6045436474,NTC,541212,Offices of Accountants,9,49.14939795,-122.8660477,,
Randhawa Dr N Inc,Professional Practitioner - Dentist,166,8120,128 St,V3W1R1,7788983006,NTC,621210,Offices of Dentists,2,49.14939795,-122.8660477,,
Roop Kala Jewellry & Saree House Ltd,Retail,156,8120,128 St,V3W1R1,6045904634,NTC,448120,Women's Clothing Stores,1,49.14939795,-122.8660477,,
Roop Kala Jewellry & Saree House Ltd,Retail,156,8120,128 St,V3W1R1,6045904634,NTC,448310,Jewellery Stores,1,49.14939795,-122.8660477,,
Satnam Jewellers Inc,Retail Jewelry,161,8120,128 St,V3W1R1,6045904066,NTC,448310,Jewellery Stores,1,49.14939795,-122.8660477,,
Yankee Hair and Beauty Salon,Hair Salon/Barber,151,8120,128 St,V3W1R1,6045071220,NTC,812115,Beauty Salons,2,49.14939795,-122.8660477,,
A & T Design Prints & Signs Inc,Printer/Publisher,160,8120,128 St,V3W3X7,6046717850,NTC,323119,Other Printing,1,49.14939795,-122.8660477,,
OnStream Transport Limited,Administration Office for Logistics Company.  Trucks are parking at 10816 124 Street.,266,8128,128 St,V3R1R1,7785652773,NTC,541611,Administrative Management & General Management Consulting Services,4,49.14980485,-122.8666012,,
Icon Debt Solutions Inc,Collection Agency,273,8128,128 St,V3S1R8,6046302700,NTC,561440,Collection Agencies,1,49.14980485,-122.8666012,,
0921203 BC Ltd,Insurance Agent - Life insurance and Investment,283,8128,128 St,V3W1R1,6045901129,NTC,524210,Insurance Agencies & Brokerages,10,49.14980485,-122.8666012,,
A C Tax & Accounting Services Ltd,Professional Practitioner-Accountant,314,8128,128 St,V3W1R1,6045994435,NTC,541212,Offices of Accountants,3,49.14980485,-122.8666012,,
Abhi Insurance Agency Inc,Insurance Agent,302,8128,128 St,V3W1R1,6049966862,NTC,524210,Insurance Agencies & Brokerages,3,49.14980485,-122.8666012,,
Bains Travel Ltd,Travel agency,303,8128,128 St,V3W1R1,6045841411,NTC,561510,Travel Agencies,5,49.14980485,-122.8666012,,
Bhatia Fashion Ltd,"Retail ready made clothing, jewelry & accessories",325,8128,128 St,V3W1R1,6045935553,NTC,448199,All Other Clothing Stores,8,49.14980485,-122.8666012,,
Bhatia Fashion Ltd,"Retail ready made clothing, jewelry & accessories",325,8128,128 St,V3W1R1,6045935553,NTC,448310,Jewellery Stores,8,49.14980485,-122.8666012,,
Brigade Security Services Ltd,Security Service,266,8128,128 St,V3W1R1,6045934383,NTC,561612,Security Guard & Patrol Services,10,49.14980485,-122.8666012,,
Celestial Mortgage Architects,Financial Planning / Consultant - Mortage Broker,262,8128,128 St,V3W1R1,7785651512,NTC,523930,Investment Advice,1,49.14980485,-122.8666012,,
Dr A Shergill & Associates,Professional Practitioner-Medical/Psychologist,286,8128,128 St,V3W1R1,6045978330,NTC,621330,Offices of Mental Health Practitioners (except Physicians),6,49.14980485,-122.8666012,,
Elegant Housewares & Gifts Ltd,Retail Home D?®cor,316,8128,128 St,V3W1R1,6045724442,NTC,442298,All Other Home Furnishings Stores,2,49.14980485,-122.8666012,,
Garcha & Company,Professional Practitioner - Law FIrm,270,8128,128 St,V3W1R1,6045781044,NTC,541110,Offices of Lawyers,1,49.14980485,-122.8666012,,
Girlfriendz Studio 7 Inc,"Hair Salon/Barber - Blow Outs, Esthetics - Make Up",305,8128,128 St,V3W1R1,7788859580,NTC,812115,Beauty Salons,3,49.14980485,-122.8666012,,
Goldmine Insurance Services Ltd,Autoplan Insurance Agent,318,8128,128 St,V3W1R1,6045989388,NTC,524129,Other Direct Insurance,7,49.14980485,-122.8666012,,
Gurjosh Homes Ltd,General Cont.,264,8128,128 St,V3W1R1,6046712065,NTC,231210,Residential Building Construction,1,49.14980485,-122.8666012,,
H & G Mobile Hut Inc,Cell phone warehouse with retail & repair component.,306,8128,128 St,V3W1R1,6045935175,NTC,493190,Other Warehousing & Storage,3,49.14980485,-122.8666012,,
Hilton Security Group Inc,Trade School,285,8128,128 St,V3W1R1,6045912122,NTC,611510,Technical & Trade Schools,43,49.14980485,-122.8666012,,
J Bhamrah & Co Inc CGA,Professional Practitioner-Accountant,284,8128,128 St,V3W1R1,6045993993,NTC,541212,Offices of Accountants,1,49.14980485,-122.8666012,,
Komal Beauty Salon,Hair Salon/Barber,327,8128,128 St,V3W1R1,6045729161,NTC,812114,Barber Shops,2,49.14980485,-122.8666012,,
M Yasin & Co Inc,Professional Practitioner-Accountant,273,8128,128 St,V3W1R1,6045924484,NTC,541212,Offices of Accountants,2,49.14980485,-122.8666012,,
Memsaab Collections Inc,Wholesale,328,8128,128 St,V3W1R1,6045935105,NTC,414110,Clothing & Clothing Accessories Wholesaler-Distributors,1,49.14980485,-122.8666012,,
Neety's Shahnaz Herbal Day Spa & School of Cosmetology Inc,Business School,313,8128,128 St,V3W1R1,6045960231,NTC,611410,Business & Secretarial Schools,2,49.14980485,-122.8666012,,
Nester Homes Ltd,Contractor - General,283,8128,128 St,V3W1R1,7788624324,NTC,231210,Residential Building Construction,1,49.14980485,-122.8666012,,
Paras Fashions,Wholesale,304,8128,128 St,V3W1R1,6047821230,NTC,414110,Clothing & Clothing Accessories Wholesaler-Distributors,1,49.14980485,-122.8666012,,
Planet Group Realty Inc,Real Estate,263,8128,128 St,V3W1R1,6045721008,NTC,531210,Offices of Real Estate Agents & Brokers,85,49.14980485,-122.8666012,,
Positronics Enterprises Ltd,Electronic Design & Repair,272,8128,128 St,V3W1R1,6045852119,NTC,541340,Drafting Services,6,49.14980485,-122.8666012,,
Punjab Insurance Agency Inc,Life insurance agency,301,8128,128 St,V3W1R1,7785785200,NTC,524210,Insurance Agencies & Brokerages,3,49.14980485,-122.8666012,,
Sandhu Baldev Singh,Legal Serv.,282,8128,128 St,V3W1R1,6045925434,NTC,541110,Offices of Lawyers,2,49.14980485,-122.8666012,,
Sanjana Khaira Law Corporation,Professional Practitioner-Lawyer,273,8128,128 St,V3W1R1,6046308767,NTC,541110,Offices of Lawyers,3,49.14980485,-122.8666012,,
Shahnaz Hussain's Herbal Salon,Esthetician,313,8128,128 St,V3W1R1,6045960231,NTC,812115,Beauty Salons,1,49.14980485,-122.8666012,,
Shahnaz Hussain's Herbal Salon,Retail,313,8128,128 St,V3W1R1,6045960231,NTC,446191,Food (Health) Supplement Stores,2,49.14980485,-122.8666012,,
Shergill & Company Trial Lawyers,Professional Practitioner-Lawyer,286,8128,128 St,V3W1R1,6045978111,NTC,541110,Offices of Lawyers,9,49.14980485,-122.8666012,,
Steve Kooner Law Corporation,Professional Practitioner - Lawyer,281,8128,128 St,V3W1R1,6043220022,NTC,541110,Offices of Lawyers,1,49.14980485,-122.8666012,,
Sukhpal Singh Sra,Business School - Inclass training/safety - firearm safety training,263,8128,128 St,V3W1R1,6047281782,NTC,611410,Business & Secretarial Schools,1,49.14980485,-122.8666012,,
TIWANA DEOL SANDHU LLP,Legal Serv.,267,8128,128 St,V3W1R1,6045983325,NTC,541110,Offices of Lawyers,3,49.14980485,-122.8666012,,
Today's Fashions,Retail Merchant - Fashion,320,8128,128 St,V3W1R1,6045728810,NTC,448120,Women's Clothing Stores,1,49.14980485,-122.8666012,,
Walia Forex Ltd,Currency Exchange,285,8128,128 St,V3W1R1,7788228410,NTC,523130,Commodity Contracts Dealing,1,49.14980485,-122.8666012,,
Walia Travels Ltd,Travel Agency,285,8128,128 St,V3W1R1,6048163100,NTC,561510,Travel Agencies,1,49.14980485,-122.8666012,,
Wellgroomed Designs Inc,Mail order clothing shipped direct to customer from supplier,321,8128,128 St,V3W1R1,7788232423,NTC,454390,Other Direct Selling Establishments,4,49.14980485,-122.8666012,,
West Coast Parvesh Jai Inc,Manufacturer/Machine Shop,315,8128,128 St,V3W1R1,6047605572,NTC,332710,Machine Shops,2,49.14980485,-122.8666012,,
Western Immigration Consultants INc,Consultant,269,8128,128 St,V3W1R1,6045074284,NTC,541613,Immigration Consulting & Interpretation Services,3,49.14980485,-122.8666012,,
Planet Group Property Management Inc,Property Management,266,8128,128 St,V3W1Z1,6045721008,NTC,531310,Real Estate Property Managers,1,49.14980485,-122.8666012,,
Shreya Jewellers,Retail Merchant - 0 to 2 Employees,172,8138,128 St,V321R1,7785643554,NTC,448310,Jewellery Stores,2,49.15020261,-122.8670001,,
A J Photography,Photographer/Videographer,231,8138,128 St,V3W1R1,7788818835,NTC,541920,Photographic Services,1,49.15020261,-122.8670001,,
Advanced Brain Power Inc,Educational support services promoting academic excellence,180,8138,128 St,V3W1R1,7788376402,NTC,611410,Business & Secretarial Schools,3,49.15020261,-122.8670001,,
Anil Auluck & Co,Accountant,233,8138,128 St,V3W1R1,6045962645,NTC,541212,Offices of Accountants,1,49.15020261,-122.8670001,,
Armaan Designs,Retail Merchant - Accessories,189,8138,128 St,V3W1R1,6047633284,NTC,453999,All Other Miscellaneous Store Retailers (except Beer & Wine Making Supplies Stores),1,49.15020261,-122.8670001,,
B4U Digital Media Source,"Computer repair service,Video rentals",185,8138,128 St,V3W1R1,7787464641,NTC,451220,"Pre-Recorded Tape, Compact Disc & Record Stores",1,49.15020261,-122.8670001,,
B4U Digital Media Source,"Computer repair service,Video rentals",185,8138,128 St,V3W1R1,7787464641,NTC,811210,Electronic & Precision Equipment Repair & Maintenance,1,49.15020261,-122.8670001,,
Bawa Collections,"Retail Clothing, Fashion Jewelry",188,8138,128 St,V3W1R1,6047801547,NTC,448120,Women's Clothing Stores,3,49.15020261,-122.8670001,,
Bawa Collections,"Retail Clothing, Fashion Jewelry",188,8138,128 St,V3W1R1,6047801547,NTC,448130,Children's & Infants' Clothing Stores,3,49.15020261,-122.8670001,,
Care & Cure Pharmacy,Pharmacy,177,8138,128 St,V3W1R1,6045983233,NTC,446110,Pharmacies & Drug Stores,4,49.15020261,-122.8670001,,
Coast 2 Coast Business Pages Ltd,Printer/Publisher,235,8138,128 St,V3W1R1,6045989222,NTC,323116,Manifold Business Forms Printing,2,49.15020261,-122.8670001,,
Coast2Coast Publications Ltd,Contractor - General,235,8138,128 St,V3W1R1,6047248976,NTC,5111,Newspaper & other publishers,1,49.15020261,-122.8670001,,
Crossover Bollywood SE Enterprises Inc,Retail Merchant - Clothing,183/,8138,128 St,V3W1R1,6045028812,NTC,448120,Women's Clothing Stores,3,49.15020261,-122.8670001,,
Diamond Deals Jewellery,Retail Merchant - Jewellery,172,8138,128 St,V3W1R1,6044089008,NTC,448310,Jewellery Stores,2,49.15020261,-122.8670001,,
Dr Pawan K Ram Medical Services Inc,Professional Practitioner-Medical,178,8138,128 St,V3W1R1,6045729191,NTC,621110,Offices of Physicians,4,49.15020261,-122.8670001,,
East West Fingerprinting & I D Services Ltd,Contractor - Fingerprinting,251,8138,128 St,V3W1R1,6045935361,NTC,232990,All Other Special Trade Contracting,2,49.15020261,-122.8670001,,
