MAIN_TITLE_CLASS,SUBTITLE_CLASS,USER_,SECONDARY_USER,SERVICE_TYPE,LOCATION,ADDRESS,CITY,PROVINCE,POSTAL_CODE,TELEPHONE,WEBSITE,TIME_,E_MAIL,LONGITUDE,LATITUDE
Activities in the Community,Senior's Activities,senior,,Seniors Drop-in Centres ,Cloverdale,6188 176 St,Surrey,BC,V3S 4E7,Tel: 604-598-7960  ,www.surrey.ca/culture-recreation/5030.aspx,Monday to Friday: 9 am to 4 pm,,-122.7344604,49.11519194
Activities in the Community,Senior's Activities,senior,,Seniors Drop-in Centres ,Newton,13775 70 Ave,Surrey,BC,V3W 0E1,Tel: 604-501-5010  ,www.surrey.ca/culture-recreation/1777.aspx,Monday to Friday: 9 am to 4 pm Saturday: 12 pm to 4 pm ,,-122.8409302,49.13016114
Activities in the Community,Senior's Activities,senior,,Seniors Drop-in Lounge ,Alexandra House,2916 McBride Ave,Surrey,BC,V4A 3G2,Tel: 604-535-0015  ,www.alexhouse.net/older-adults,12 noon to 2 pm (September to May). Please RVSP at 604-535-0015 ext. 236 the preceding Friday,,-122.8850721,49.05540441
Employment & Income,Work BC Centres,ALL,,Work BC Centres,WorkBC  Fleetwood/Guildford ,10334 152A St,Surrey,BC,V3R 7P8 ,Tel: 604-580-9740   ,www.surreyfleetwoodguildfordesc.ca,Monday to Friday: 8:30 am to 4:30 pm,Info@surreyfleetwoodguildfordesc.ca,-122.7992432,49.19018383
Transportation,Transportation,senior,,Better at Home,Whalley,12725 80 Ave,Surrey,BC,V3W 3A6,,www.betterathome.ca,,sonia.chaudhary@pics.bc.ca,-122.8701651,49.14839831
Education/ESL & Citizenship,Child & Teen  Education,family with children,refugee,First Steps ECD Settlement Program,Newton Location: DIVERSEcity Community Resources, ,7380 137 St,Surrey,BC,,Tel: 604-597-0205 ext 2104 or 2130 ,www.tinyurl.com/ayc224k,,ruth.beardsley@options.bc.ca,-122.8424522,49.13691626
Transportation,Transportation,ALL,,Better at Home,Newton (formerly CASI),7330 137 St,Surrey,BC,V3W 1A3,Tel: 604-507-2266 or 604-597-0205, ext 1356 or 1381,www.betterathome.ca,,,-122.8425464,49.13565895
Food,Food Banks,ALL,,Surrey Food Bank   ,,10732 City Parkway ,Surrey,BC,V3T 4C7 ,Tel: 604-581-5443  ,www.surreyfoodbank.org,Food distribution hours: Monday, Tuesday, Thursday and Friday 9:30 am to 1 pm. Tiny bundles only: Wednesday 9 am to 1pm, every 2nd Thursday 6 pm to 7 pm (call for dates). ,,-122.8483116,49.19771076
Food,Free or Low Cost Meals,senior,,Seniors Luncheon ,Oak Ave Neighbourhood Hub,12740 102 Ave ,Surrey,BC,V3V 3E5,Tel: 604-531-9400  ,www.oanh.ca,Every 2nd and 4th Monday, each month: 11:30 am to 1:30 pm. ,,-122.8764912,49.18832138
Food,Free or Low Cost Meals,senior,,Seniors Cooking Together ,Oak Ave Neighbourhood Hub,12740 102 Ave ,Surrey,BC,V3V 3E5,Tel: 604-582-7088 ext 3  ,www.oanh.ca,Every 1st and 3rd Monday, each month: 10:30 am to 1:30pm. ,,-122.8764269,49.18791909
Food,Free or Low Cost Meals,ALL,,NightShift Street Ministries,,10635 King George Blvd,Surrey,BC,V3T 2X6,Tel: 604-953-1114,,Office hours are 9 am to 5 pm Monday to Friday,,-122.8459819,49.19582834
Food,Free or Low Cost Meals,ALL,,Community Dinner ,Oak Ave Neighbourhood Hub,12740 102 Ave ,Surrey,BC,V3V 3E5,Tel: 604-582-7088  ,www.oanh.ca,Doors open at 4 pm and dinner is served at 4:30 pm.,,-122.8765815,49.18792021
Employment & Income,Tax Benefits,family with children,,Income Tax Clinic ,Oak Ave Neighbourhood Hub,12740 102 Ave,Surrey,BC,V3V 3E5,Tel: 604-582-7088 ext 3  ,www.oanh.ca,,,-122.8764981,49.18790822
Employment & Income,Tax Benefits,family with children,,Income Tax Clinic (Surrey),,7330 137 St,Surrey,BC,V3W 1A3,Tel: 604-597-0205  ,,,mcazorla@dcrs.ca,-122.8425673,49.13613383
Employment & Income,Income Supports,ALL,,Service Canada,Service Canada South Surrey,15295 Highway 10 (56 Ave),Surrey,BC,,,,,,-122.7993228,49.10537789
Employment & Income,Employment Programs & Services,new immigrant,,Micro-loans by DIVERSEcity,,7380 137 St ,Surrey,BC,V3W 1A3,Tel: 604-597-3448  ,www.dcrs.ca  ,,www.dcrs.ca  mcazorla@dcrs.ca,-122.8450693,49.13650698
Employment & Income,Employment Programs & Services,ALL,,La Boussole,,10252 City Parkway,Surrey,BC,,Tel: 604-584-0255  ,www.lbv.ca,,,-122.847363,49.18911347
,Employment Programs & Services,ALL,,Job Options BC,Pacific Community Resources,10328 Whalley Blvd ,Surrey,BC,V3T 4H4,Tel: 604-951-4821  ,www.myjoboptionsbc.ca  www.pcrs.ca/job-options,,joboptions@pcrs.ca  ,-122.8414423,49.19041552
Employment & Income,Employment Programs & Services,new immigrant,,Immigrant Trades Training Initiative ,,7380 137 St,Surrey,BC,V3W 1A3,Tel: 604-597-3448  ,www.dcrs.ca,,,-122.8424807,49.1367967
Employment & Income,Employment Programs & Services,youth,single adult,Future Leaders  ,,7380 137 St,Surrey,BC,V3W 1A3,Tel: 604-597-3448   ,www.dcrs.ca,,,-122.8424297,49.13686803
Employment & Income,Employment Programs & Services,youth,single adult,BARISTAS Life and Job Skills Training ,,10328 Whalley Blvd ,Surrey,BC,V3T 4H4,Tel: 604-951-4821   ,www.pcrs.ca/baristas,,,-122.8413442,49.19042967
Employment & Income,Work BC Centres,ALL,,Work BC Centres,WorkBC - Cloverdale ,5783 176A St,Surrey,BC,,Tel: 604-576-3118  ,www.sourcesbc.ca,Monday to Friday: 8:30 am to 4:30 pm,percinfo@sourcesbc.ca  ,-122.7339884,49.10754401
Activities in the Community,Senior's Activities,senior,,Seniors Luncheon ,Oak Avenue Neighborhood Hub,12470 102 Ave ,Surrey,BC,V4V 4Z9 ,Tel: 604-531-9400  ,www.oanh.ca,Every 2nd and 4th Monday, each month, 11:30 am to 2 pm. ,,-122.8764871,49.18794986
Activities in the Community,Senior's Activities,senior,,Seniors Drop-in Centres ,Guildford,15105 105 Ave,Surrey,BC,V3R 7G8,Tel: 604-502-6360   ,www.surrey.ca/culture-recreation/5002.aspx,Monday to Friday: 9 am to 3 pm,,-122.8024429,49.19363587
Activities in the Community,Children/Teens,ALL,,Surrey Nature Park,,14225 Green Timbers Way,Surrey,BC,V3T 0J2,Tel: 604-502-6065   ,,,naturecentre@surrey.ca,-122.8303272,49.17922037
Activities in the Community,Children/Teens,youth,,Moving Ahead Program for Youth (MAP-Y),,14727 108 Ave,Surrey,BC,V3R 1V9,Tel: 604-587-8100 ,www.pcrs.ca/map,,,-122.8143949,49.19923364
Legal Services,Access Pro-bono Legal Clinics,ALL,,Surrey Women's Centre,Surrey Women's Centre,10075 136A St,Surrey,BC,V3T 5R5,Tel: 604-589-1868,,,,-122.8436787,49.18561474
Health Services,Mental Health Services,family with children,new immigrant,Child and Youth Mental Health Program,,7330 137 St,Surrey,BC,V3W 1A3,Tel: 604-597-0205 ext 1202  ,tinyurl.com/lgewswy,,,-122.8425329,49.13595537
Health Services,Health Services,ALL,,Canadian Red Cross Medical Equipment Loan service ,,13065 84 Ave ,Surrey,BC,V3W 1B3,Tel: 604-501-4944 ,,,,-122.860103,49.15500986
Housing,Affordable Housing Sites,family with children,,Sunset Grove ,,13250 78 Ave,Surrey,BC,V3W 8J6,Tel: 604-596-4321 ext 304   ,www.options.bc.ca,,,-122.8561179,49.14425004
Housing,Affordable Housing Sites,senior,,PICS Seniors Housing Complex,,12075 75A Ave,Surrey,BC,,Tel: 604-596 0052  ,www.pics.bc.ca,,,-122.8879359,49.14041503
Education/ESL & Citizenship,Computer Classes,senior,new immigrant,Mandarin Speaking Senior's Computer Classes ,Oak Avenue Neighbourhood Hub ,12740 102 Ave,Surrey,BC,V4V 3E5,Tel: 604-582-7088  ,www.oanh.ca.,Fridays 10:30am  12:30pm. ,,-122.8763636,49.18793664
Education/ESL & Citizenship,Adult Education,family with children,,P.E.A.P.S.  (Parent Education & Peer Support Program),Oak Avenue Neighbourhood Hub ,12740 102 Ave,Surrey,BC,,Tel: 604-580-2346,,Thursday 12 pm to 2 pm and Friday 9:30am to 11:30 am ,,-122.8766069,49.18795356
Education/ESL & Citizenship,Child & Teen  Education,family with children,,Alexandra Family Place,Alexandra Family Place,2916 McBride Ave,Surrey,BC,,Tel: 604-535-0015 ext 229,www.alexhouse.net/children-family-programs-0,Offered September to June.,,-122.8850721,49.05540441
Education/ESL & Citizenship,Child & Teen  Education,children,youth,Learning Club,Cloverdale Library,5642 176A St,Surrey,BC,V3S4G9,Tel: 604-574-2964 ext 224,www.surreylibraries.ca/programs-services/5573.aspx,,kistiesingh@sosbc.org,-122.7334831,49.10489095
Education/ESL & Citizenship,Child & Teen  EducationNewton Family Resource Program,children,,Myzone,Newton Library,13795 70 Ave,Surrey,BC,,Tel: 604-501-5540,,Monday to Friday: 3 pm to 6 pm. Offered at the Newton and Guildford Recreation Centre's. Must register initially then drop-in.,,-122.8394654,49.13012348
Education/ESL & Citizenship,Child & Teen  EducationNewton Family Resource Program,children,,Myzone,Guildford Library,15105 105 Ave,Surrey,BC,,Tel: 604-502-6360,,Monday to Friday: 3 pm to 6 pm. Offered at the Newton and Guildford Recreation Centre's. Must register initially then drop-in.,,-122.8022447,49.19335798
Education/ESL & Citizenship,Child & Teen  Education,children,,Reading Buddies,City Centre Library,10350 University Dr,Surrey,BC,,Tel: 604-598-7420,www.surreylibraries.ca/programs-services/4941.aspx,,,-122.8495093,49.19075212
Education/ESL & Citizenship,Child & Teen  Education,children,,Reading Buddies,Cloverdale Library,5642 176A St,Surrey,BC,,Tel: 604-598-7320,www.surreylibraries.ca/programs-services/4941.aspx,,,-122.7334831,49.10489095
Education/ESL & Citizenship,Child & Teen  Education,children,,Reading Buddies,Fleetwood Library,15996 84 Ave,Surrey,BC,,Tel: 604-598-7340,www.surreylibraries.ca/programs-services/4941.aspx,,,-122.7798372,49.1552677
Education/ESL & Citizenship,Child & Teen  Education,children,,Reading Buddies,Guildford Library,15105 105 Ave,Surrey,BC,,Tel: 604-502-6360,www.surreylibraries.ca/programs-services/4941.aspx,,,-122.8022447,49.19335798
Education/ESL & Citizenship,Child & Teen  Education,children,,Reading Buddies,Newton Library,13795 70 Ave,Surrey,BC,,Tel: 604-598-7400,www.surreylibraries.ca/programs-services/4941.aspx,,,-122.8394654,49.13012348
Education/ESL & Citizenship,Child & Teen  Education,children,,Reading Buddies,Strawberry Hill Library,7399 122 St,Surrey,BC,,Tel: 604-501-5836,www.surreylibraries.ca/programs-services/4941.aspx,,,-122.8849356,49.13739136
Education/ESL & Citizenship,Adult Education,single adult,,Learning Express,City Centre Library,10350 University Dr,Surrey,BC,,Tel: 604-598-7420,www.surreylibraries.ca/research/4729.aspx#L,,,-122.8495093,49.19075212
Education/ESL & Citizenship,Adult Education,single adult,,Learning Express,Cloverdale Library,5642 176A St,Surrey,BC,,Tel: 604-598-7320,www.surreylibraries.ca/research/4729.aspx#L,,,-122.7334831,49.10489095
Education/ESL & Citizenship,Adult Education,single adult,,Learning Express,Fleetwood Library,15996 84 Ave,Surrey,BC,,Tel: 604-598-7340,www.surreylibraries.ca/research/4729.aspx#L,,,-122.7798372,49.1552677
Education/ESL & Citizenship,Adult Education,single adult,,Learning Express,Guildford Library,15105 105 Ave,Surrey,BC,,Tel: 604-598-7360,www.surreylibraries.ca/research/4729.aspx#L,,,-122.8022447,49.19335798
Education/ESL & Citizenship,Adult Education,single adult,,Learning Express,Newton Library,13795 70 Ave,Surrey,BC,,Tel: 604-598-7400,www.surreylibraries.ca/research/4729.aspx#L,,,-122.8394654,49.13012348
Education/ESL & Citizenship,Adult Education,single adult,,Learning Express,Ocean Park Library,12854 17 Ave,Surrey,BC,,Tel: 604-502-6304,www.surreylibraries.ca/research/4729.aspx#L,,,-122.8660413,49.03253415
Education/ESL & Citizenship,Adult Education,single adult,,Learning Express,Port Kells Library,18885 88 Ave,Surrey,BC,,Tel: 604-598-7440,www.surreylibraries.ca/research/4729.aspx#L,,,-122.6996528,49.16299363
Education/ESL & Citizenship,Adult Education,single adult,,Learning Express,Semiahmoo Library,1815 152 St,Surrey,BC,,Tel: 604-592-6900,www.surreylibraries.ca/research/4729.aspx#L,,,-122.8014113,49.03515614
Education/ESL & Citizenship,Adult Education,single adult,,Learning Express,Strawberry Hill Library,7399 122 St,Surrey,BC,,Tel: 604-501-5836,www.surreylibraries.ca/research/4729.aspx#L,,,-122.8849356,49.13739136
Education/ESL & Citizenship,Adult Education,ALL,,Internet Access,City Centre Library,10350 University Dr,Surrey,BC,,Tel: 604-598-7420,www.surreylibraries.ca,,,-122.8495093,49.19075212
Education/ESL & Citizenship,Adult Education,ALL,,Internet Access,Cloverdale Library,5642 176A St,Surrey,BC,,Tel: 604-598-7320,www.surreylibraries.ca,,,-122.7334831,49.10489095
Education/ESL & Citizenship,Adult Education,ALL,,Internet Access,Fleetwood Library,15996 84 Ave,Surrey,BC,,Tel: 604-598-7340,www.surreylibraries.ca,,,-122.7798372,49.1552677
Education/ESL & Citizenship,Adult Education,ALL,,Internet Access,Guildford Library,15105 105 Ave,Surrey,BC,,Tel: 604-598-7360,www.surreylibraries.ca,,,-122.8022447,49.19335798
Education/ESL & Citizenship,Adult Education,ALL,,Internet Access,Newton Library,13795 70 Ave,Surrey,BC,,Tel: 604-598-7400,www.surreylibraries.ca,,,-122.8394654,49.13012348
Employment & Income,Work BC Centres,ALL,,Work BC Centres,WorkBC  Newton ,7525 King George Blvd,Surrey,BC,,Tel: 778-578-4272  ,www.letsgetbctowork.ca,Monday to Friday: 8 am to 5 pm,avianewton@aviaemployment.ca,-122.8460121,49.13959468
Employment & Income,Work BC Centres,ALL,,Work BC Centres,WorkBC - Whalley Employment Centre ,13655 104 Ave,Surrey,BC,V3T 1W3 ,Tel: 604-584-0003 ,www.whalleyesc.ca,Monday to Friday: 8 am to 4 pm ,contactwesc@options.ca,-122.8437312,49.19173247
Employment & Income,Employment Programs & Services,ALL,,Job Options BC,Aware Society,6840 King George Blvd ,Surrey,BC,,Tel: 604 502-8355 ,www.myjoboptionsbc.ca ,,joboptionsbc@awaresociety.bc.ca,-122.8445157,49.12669924
Employment & Income,Employment Programs & Services,ALL,,Job Options BC,Aware Society,5673 176A St ,Surrey,BC,,Tel: 604-574-2322  ,www.myjoboptionsbc.ca ,,joboptionsbc@awaresociety.bc.ca,-122.7338713,49.1054337
Employment & Income,Employment Programs & Services,ALL,,Job Options BC,Immigrant Services Society,7337 137 St,Surrey,BC,V3W 1A4,Tel: 604-598-8545  ,www.myjoboptionsbc.ca ,,joboptions@issbc.org,-122.8430688,49.13602195
Employment & Income,Employment Programs & Services,ALL,,Job Options BC,Progressive Intercultural Community Services,12725 80 Ave,Surrey,BC,V3W 3A6,Tel: 604-596-7722 ext 110,www.myjoboptionsbc.ca ,,,-122.8701651,49.14839831
Employment & Income,Employment Programs & Services,ALL,,Job Options BC,for 55+ workers ,9801 King George Blvd,Surrey,BC,V3T 5H5,Tel: 604-587-5051  ,www.MyJobOptionsBC.ca,,,-122.8459796,49.18091556
Employment & Income,Employment Programs & Services,ALL,,Labour Unlimited Temporary Services,,10447 King George Blvd,Surrey,BC,V3T 2W7 ,Tel: 604-951-0007,,,,-122.8456336,49.19250706
Employment & Income,Employment Programs & Services,ALL,,Phoenix: Access to Employment  Program ,,13686 94A Ave,Surrey,BC,V3V 1N1,Tel: 604-583-7155  ,www.phoenixsociety.com,,pep@phoenixsociety.com ,-122.8433061,49.17453209
Employment & Income,Employment Programs & Services,ALL,,SCOPE,,10326 Whalley Blvd ,Surrey,BC,V3T 4H4,Tel: 604-951-1300  ,www.pcrs.ca,,,-122.8417067,49.19035671
Employment & Income,Employment Programs & Services,new immigrant,,Skills Connect for Immigrants ,Immigrant Services Society of BC,7337 137 St,Surrey,BC,V3W 1A4,Tel: 604-684-2561 ext 2123  ,www.issbc.org/skillsconnect/,,skillsconnect@issbc.org,-122.8430688,49.13602195
Employment & Income,Employment Programs & Services,family with children,,Surrey Urban Mission ,,10776 King George Blvd,Surrey,BC,,Tel: 604-581-5172  ,www.surreyurbanmission.org,,,-122.8449487,49.19846609
Employment & Income,Income Supports,ALL,,Service Canada,Service Canada North Surrey,13889 104th Ave,Surrey,BC,,,,,,-122.8373135,49.19169055
Employment & Income,Income Supports,ALL,,Credit Counselling Society of BC ,,15399 102A Ave,Surrey,BC,,Tel: 604-527-8999   ,www.nomoredebts.org,,,-122.7957088,49.18896362
Employment & Income,Income Supports,special needs ,,Disability Advocacy Program,,13771 72A Ave,Surrey,BC,,Tel: 604-596-2311  ,www.sourcesbc.ca,,,-122.8393133,49.13477813
Employment & Income,Income Supports,ALL,,Homeless Prevention Program,,13771 72A Ave,Surrey,BC,,Tel: 604-596-2311  ,www.sourcesbc.ca,,,-122.8393133,49.13477813
Employment & Income,Income Supports,mental health,,Mental Health Consumer Advocacy Program,,13771 72A Ave,Surrey,BC,,Tel: 604-596-2311  ,www.sourcesbc.ca,,,-122.8393133,49.13477813
Employment & Income,Income Supports,ALL,,Poverty Law Program,,13771 72A Ave,Surrey, B.C.Surrey,BC,V3W 9C6,Tel: 604-596-2311  ,www.sourcesbc.ca,,,-122.8393133,49.13477813
Employment & Income,Tax Benefits,ALL,,Income Tax Clinic @SOURCES BC,Newton,13771 72A Ave ,Surrey,BC,,Tel: 604-596-2311,www.sourcesbc.ca,,,-122.8393133,49.13477813
Employment & Income,Tax Benefits,ALL,,Income Assistance Offices,Fleetwood Office  ,16088 84 Ave ,Surrey,BC,V4N 0V9,Tel: 1-866-866-0800,,,,-122.7763379,49.15517355
Employment & Income,Tax Benefits,ALL,,Income Assistance Offices,Park Place Office  ,13749 72 Ave ,Surrey,BC,V3W 2P2,Tel: 1-866-866-0800,,,,-122.8408693,49.13376847
Employment & Income,Tax Benefits,ALL,,Income Assistance Offices,Surrey Office  ,13650 102 Ave,Surrey,BC,V3T 1N6,Tel: 1-866-866-0800,,,,-122.8436795,49.18765816
Employment & Income,Tax Benefits,ALL,,Income Assistance Offices,Whalley Office  ,10095 Whalley Blvd,Surrey,BC,V3T 4G1 ,Tel: 1-866-866-0800,,,,-122.8434812,49.18594714
Household Goods,Thrift Stores,ALL,,M.C.C. Thrift Store,,10653 King George Blvd,Surrey,BC,V3T 2X6,Tel: 604-583-0465,,Monday to Saturday: 9:30 am to 5 pm,,-122.8456269,49.19609933
Household Goods,Thrift Stores,ALL,,Salvation Army Thrift Stores,Surrey (Newton) ,7093 King George Blvd,Surrey,BC,V3W 5A2 ,Tel: 604-590-1438,,,,-122.8459898,49.13100319
Household Goods,Thrift Stores,ALL,,Surrey Hospice Society & Fire Fighters Community Thrift Store,,7138 King George Blvd,Surrey,BC,,Tel: 604-599-9930,,,,-122.8442763,49.13230963
Household Goods,Thrift Stores,ALL,,Turnabout,,15355 24th Ave,Surrey,BC,V4A 2H9,Tel: 604-536-2827  ,www.turnaboutclothing.com,,southsurrey@turnaboutclothing.com,-122.7975044,49.04583671
Household Goods,Thrift Stores,ALL,,White Rock Hospice Thrift Store,,15562 24 Ave,Surrey,BC,V4A 2J5,Tel: 604-538-7600,,Monday 11 am to 5 pm and Tuesday to Saturday 10 am - 5 pm,,-122.7913767,49.04542515
Household Goods,Other Sources,children,,Clothes Closet by Oak Avenue Neighbourhood Hub,,12740 102 Ave,Surrey,BC,V3V 3E5,Tel: 604-582-7088 ext 3 ,www.oanh.ca/clothescloset.html,Tuesday 10:00 am - 2:00 pm Wednesday 9:30 am - 12:30 pm Thursday 2:00 pm - 4:00 pm,,-122.8693954,49.18785903
Activities in the LIBRARY,Library Contacts,ALL,,,City Centre Library  ,10350 University Dr,Surrey,BC,BC V3T 4B8,Tel: 604-598-7420,,,,-122.8495093,49.19075212
Activities in the LIBRARY,Library Contacts,ALL,,,Cloverdale Library ,5642 176A St,Surrey,BC,V3S 4G9,Tel: 604-598-7320,,,,-122.7334831,49.10489095
Activities in the LIBRARY,Library Contacts,ALL,,,Fleetwood Library,15996 84 Ave ,Surrey,BC,V4N 0W1,Tel: 604-598-7340,,,,-122.7798372,49.1552677
Activities in the LIBRARY,Library Contacts,ALL,,,Guildford Library, 15105 105 Ave,Surrey,BC,V3R 7G8,Tel: 604-598-7360,,,,-122.8022447,49.19335798
Activities in the LIBRARY,Library Contacts,ALL,,,Newton Library,13795 70 Ave,Surrey,BC,V3W 0E1,Tel: 604-598-7300,,,,-122.8394654,49.13012348
Activities in the LIBRARY,Library Contacts,ALL,,,Ocean Park Library,12854 17 Ave,Surrey,BC,V4A 1T5,Tel: 604-502-6304,,,,-122.8660413,49.03253415
Activities in the LIBRARY,Library Contacts,ALL,,,Port Kells Library,18885 88 Ave ,Surrey,BC,V3S 5X7,Tel: 604-598-7440,,,,-122.6996528,49.16299363
Activities in the LIBRARY,Library Contacts,ALL,,,Semiahmoo Library,1815 152 St,Surrey,BC,V4A 9Y9,Tel: 604-592-6900,,,,-122.8014113,49.03515614
Activities in the LIBRARY,Library Contacts,ALL,,,Strawberry Hill Library,7399 122 St,Surrey,BC,V3W 5J2,Tel: 604-501-5836,,,,-122.8849356,49.13739136
Food,Free or Low Cost Meals,ALL,,Alexandra Neighbourhood House,,2916 McBride Ave,Surrey,BC,,Tel: 604-535-0015  ,www.alexhouse.net  ,,communityprograms@alexhouse.net,-122.8850721,49.05540441
Food,Free or Low Cost Meals,ALL,,The Front Room,,10667 135A St,Surrey,BC,,Tel: 604-589-7777  ,<Null>,Dinner every night at 6PM, breakfast at 7AM for the first 55 people. 1st come first served.,frontroom@southfraserservices.bc.ca,-122.8470568,49.19637938
Food,Free or Low Cost Meals,ALL,,Gracepoint Community Church ,,3487 King George Blvd,Surrey,BC,,Tel: 604-538-1825  ,www.gracepoint.ca,Free meals. (Sunday, 5:00pm),,-122.8184368,49.06520259
Food,Free or Low Cost Meals,ALL,,Salvation Army Community & Family Services,,13474 96 Ave,Surrey,BC,V3V 1Y9 ,Tel: 778-395-4357,,Tuesday and Wednesday: 9 am to 2:30 pm,,-122.8490141,49.17685493
Food,Free or Low Cost Meals,ALL,,Sikh Gurdwaras,Local Gurdwaras (temples) ,15318 20 Ave,Surrey,BC,,Tel: 604-536-9611 ext 1801,,,,-122.7980168,49.03817959
Food,Free or Low Cost Meals,ALL,,The Surrey Urban Mission ,,10776 King George Blvd,Surrey,BC,,Tel: 604-581-5172  ,www.surreyurbanmission.org,Free meals offered on Mon, Wed and Fri noon until 1pm Sat 9 am - 10am. Sun 5 pm-6 pm on the 3rd Sunday of the month ,,-122.8449487,49.19846609
Food,Low  Cost Groceries,ALL,,Djaef Mahler Grocery ,,10697 135A St,Surrey,BC,,Tel: 604-588-9004,,,,-122.847137,49.19702409
Food,Low  Cost Groceries,ALL,,God's Little Acre Club,,16582 40 Ave ,Surrey,BC,V3S 0L2,Tel: 604-375-1172,,,,-122.7630285,49.07466204
Food,Low  Cost Groceries,ALL,,Quest Food Exchange ,,13890 10h Ave,Surrey,BC,V3T 1W9,Tel: 604-588-3476 ,,Hours of Operation: 9 am to 4:15 pm Monday to Friday, and 9 am to 3:15 pm Saturday. ,,-122.8372012,49.19135352
Food,Food Banks,ALL,,Muslim Food Bank,,11558 132A St,Surrey,BC,V3R 7S2,Tel: 778-297-4252  ,www.muslimfoodbank.com,,,-122.8548217,49.21243848
Food,Food Banks,ALL,,Salvation Army Church & Community Ministries ,,13570  78 Ave ,Surrey,BC,V3W 8V3,Tel: 604-541-5801,,Newton and North Surrey: Monday to Thursday; 9 am to 12 pm; South Surrey and White Rock: Tuesday and Friday; 10 am to 2 pm,,-122.8466326,49.144339
Food,Food Banks,ALL,,Sources  White Rock/South Surrey Food Bank,,15515 24 Ave ,Surrey,BC,V4A 2J4 ,Tel: 604-531-8168,,Tuesdays 9:00-6:00pm ; Wed and Thurs 10:00-2:00pm,,-122.7926614,49.04577262
Food,Meals on Wheels,ALL,,Surrey/North Delta,,13352 Old Yale Rd ,Surrey,BC,V3T 5A4,Tel: 604-588-6325  ,www.sndmow.com ,,,-122.8524154,49.18608287
Activities in the LIBRARY,Children's Activities,family with children,,Games Kiosk,Newton Library,13795 70 Ave,Surrey,BC,,Tel: 604-598-7400,www.surreylibraries.ca/programs-services/5215.aspx,,,-122.8394654,49.13012348
Activities in the LIBRARY,Children's Activities,family with children,,Games Kiosk,Ocean Park Library,12854 17 Ave,Surrey,BC,,Tel: 604-502-6304,www.surreylibraries.ca/programs-services/5215.aspx,,,-122.8660413,49.03253415
Activities in the LIBRARY,Children's Activities,family with children,,Games Kiosk,Port Kells Library,18885 88 Ave,Surrey,BC,,Tel: 604-598-7440,www.surreylibraries.ca/programs-services/5215.aspx,,,-122.6996528,49.16299363
Activities in the LIBRARY,Children's Activities,family with children,,Games Kiosk,Semiahmoo Library,1815 152 St,Surrey,BC,,Tel: 604-592-6900,www.surreylibraries.ca/programs-services/5215.aspx,,,-122.8014113,49.03515614
Activities in the LIBRARY,Children's Activities,family with children,,Games Kiosk,Strawberry Hill Library,7399 122 St,Surrey,BC,,Tel: 604-501-5836,www.surreylibraries.ca/programs-services/5215.aspx,,,-122.8849356,49.13739136
Activities in the LIBRARY,Children's Activities,family with children,,Kids Computer Camps,City Centre Library,10350 University Dr,Surrey,BC,,Tel: 604-598-7420,www.surreylibraries.ca/programs-services/4935.aspx,,,-122.8495093,49.19075212
Activities in the LIBRARY,Children's Activities,family with children,,Kids Computer Camps,Guildford Library,15105 105 Ave,Surrey,BC,,Tel: 604-598-7360,www.surreylibraries.ca/programs-services/4935.aspx,,,-122.8022447,49.19335798
Activities in the LIBRARY,Children's Activities,family with children,,Saturday Specials,City Centre Library,10350 University Dr,Surrey,BC,,Tel: 604-598-7420,www.surreylibraries.ca/programs-services/5486.aspx,,,-122.8495093,49.19075212
Activities in the LIBRARY,Children's Activities,family with children,,Storytimes,City Centre Library,10350 University Dr,Surrey,BC,,Tel: 604-598-7420,www.surreylibraries.ca/programs-services/5499.aspx,,,-122.8495093,49.19075212
Activities in the LIBRARY,Children's Activities,family with children,,Storytimes,Cloverdale Library,5642 176A St,Surrey,BC,,Tel: 604-598-7320,www.surreylibraries.ca/programs-services/5499.aspx,,,-122.7334831,49.10489095
Activities in the LIBRARY,Children's Activities,family with children,,Storytimes,Fleetwood Library,15996 84 Ave,Surrey,BC,,Tel: 604-598-7340,www.surreylibraries.ca/programs-services/5499.aspx,,,-122.7798372,49.1552677
Activities in the LIBRARY,Children's Activities,family with children,,Storytimes,Guildford Library,15105 105 Ave,Surrey,BC,,Tel: 604-598-7360,www.surreylibraries.ca/programs-services/5499.aspx,,,-122.8022447,49.19335798
Activities in the LIBRARY,Children's Activities,family with children,,Storytimes,Newton Library,13795 70 Ave,Surrey,BC,,Tel: 604-598-7400,www.surreylibraries.ca/programs-services/5499.aspx,,,-122.8394654,49.13012348
Activities in the LIBRARY,Children's Activities,family with children,,Storytimes,Ocean Park Library,12854 17 Ave,Surrey,BC,,Tel: 604-502-6304,www.surreylibraries.ca/programs-services/5499.aspx,,,-122.8660413,49.03253415
Activities in the LIBRARY,Children's Activities,family with children,,Storytimes,Port Kells Library,18885 88 Ave,Surrey,BC,,Tel: 604-598-7440,www.surreylibraries.ca/programs-services/5499.aspx,,,-122.6996528,49.16299363
Activities in the LIBRARY,Children's Activities,family with children,,Storytimes,Semiahmoo Library,1815 152 St,Surrey,BC,,Tel: 604-592-6900,www.surreylibraries.ca/programs-services/5499.aspx,,,-122.8014113,49.03515614
