SIGN_TYPE,SIGN_TYPE2,FACILITYID,DESCRIPTION,LEGACYID,SIGN_MESSAGE,SIGN_POST_TYPE,PARK_ENTRANCE,SIGN_SIZE,ROAD_NAME,ADDRESS,SIGN_INVENTORY_NO,PLATE_NO,ROAD_TYPE,DIRECTION_FACING,SIDE_OF_ROAD,PLATE_TYPE_CODE,POST_TYPE_CODE,INSTALLED_BY,DATE_INSTALLED,TAB1_CODE,TAB2_CODE,WORK_ORDER,PLATE_DESCRIPTION,POST_TYPE_DESCRIPTION,TAB1_DESCRIPTION,TAB2_DESCRIPTION,PASS_REFLECTIVITY,DISPLACEMENT_ROADCODE,DISPLACEMENT_DISTANCE,DISPLACEMENT_DIRECTION,DISPLACEMENT_ADDRESS,PSEUDO_ADDRESS,ADDRESS_OVERRIDE,DATE_TESTED,STATUS,PROJECT_NO,YR,OWNER,LOCATION,COMMENTS,HOUSE_NO,ROAD_CODE,MAP_PAGE,STATUS_PARKS,STATUS_DATE,PARK_OWNERSHIP,MAINTENANCE_RESPONSIBILITY,OPERATIONAL_RESPONSIBILITY,WORK_ASSIGNMENT,INSERVICE_COST,YRS_LIFE_EXPECTANCY,WARRANTY_PROVIDER,VENDOR,MAKE,MODEL,SERIAL_NO,BARCODE,PARK_LEGACY_ID,OPERATING_LOCATION,OPERATING_LOCATION_TYPE,STRUCTURES_INSPECTION_ROUTE,GIS_ENTRY_STAGE,WARRANTYDATE,CONDITION,CONDITIONDATE,YTD_COST,LIFECYCLE_COST,CRE_DATE,MOD_DATE,Latitude,Longitude
0,,1001135454,,,,,,,,,,,,,,RB51,,,,,,,,,,,,,,,,,,,In Service,1702-3070-00,2005,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Initial AB,,,,,,20091023,20091023,49.060080,-122.801084
0,,1001135456,,,,,,,,,,,,,,RB51,,,,,,,,,,,,,,,,,,,In Service,1702-3070-00,2005,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Initial AB,,,,,,20091023,20091023,49.061286,-122.800982
0,,1001135457,,,,,,,,,,,,,,WA36L,,,,,,,,,,,,,,,,,,,In Service,1702-3070-00,2005,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Initial AB,,,,,,20091023,20091023,49.061357,-122.801230
0,,1001135459,,,,,,,,,,,,,,WA13B,,,,,,,,,,,,,,,,,,,In Service,1702-3070-00,,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091023,20091023,49.061689,-122.800936
0,,1001135460,,,,,,,,,,,,,,WA36L,,,,,,,,,,,,,,,,,,,In Service,1702-3070-00,2005,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Initial AB,,,,,,20091023,20091023,49.061781,-122.801153
0,,1001135465,,,,,,,,,,,,,,RB1*50,,,,,,,,,,,,,,,,,,,In Service,1702-3070-00,,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091023,20091023,49.062788,-122.801046
0,,1001135462,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1702-3070-00,2005,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Initial AB,,,,,,20091023,20091023,49.062272,-122.801342
0,,1001152267,,,,,,,,,,,,North Bound,East,WA36R,,,,,,,,,,,,,,,,,,,In Service,7805-0244-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100309,20100309,49.112293,-122.845391
0,,1001152266,,,,,,,,,,,,East Bound,South,,,,,,,,,,,,,,,,,,,,In Service,7805-0244-00,2006,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100309,20100316,49.112710,-122.845291
0,,1001152757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Surrey,,SPEED HUMP WARNING,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,20100317,20100317,49.002420,-122.735270
0,,1001152758,,,,,,,,,,,,,,RA1,,,,,,,,,,,,,,,,,,,,,,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,20100317,20100317,49.003110,-122.735211
0,,1001152759,,,,,,,,,,,,,,RA1,,,,,,,,,,,,,,,,,,,,,,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,20100317,20100317,49.004140,-122.735091
0,,1001152760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Surrey,,SPEED HUMP WARNING,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,20100317,20100317,49.004655,-122.735542
0,,1001152761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,20100317,,49.005817,-122.735618
0,,1001153739,,,,,,,,,,,,,,RA1,,,,,,,,,,,,,,,,,,,In Service,MOTH 71101-2011,2008,Provincial,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100325,20100329,49.060195,-122.738368
0,,1001153740,,,,,,,,,,,,,,RB1*60,,,,,,,,,,,,,,,,,,,In Service,MOTH 71101-2011,2008,Provincial,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100325,20100329,49.060215,-122.736537
0,,1001153741,,,,,,,,,,,,,,RB23,,,,,,,,,,,,,,,,,,,In Service,MOTH 71101-2011,2008,Provincial,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100325,20100329,49.060247,-122.735678
0,,1001153742,,,,,,,,,,,,,,RB23,,,,,,,,,,,,,,,,,,,In Service,MOTH 71101-2011,2008,Provincial,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100325,20100329,49.060336,-122.735769
0,,1001153743,,,,,,,,,,,,,,WA1001,,,,,,,,,,,,,,,,,,,In Service,MOTH 71101-2011,2008,Provincial,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100325,20100329,49.060358,-122.735365
0,,1001153744,,,,,,,,,,,,,,WA1001,,,,,,,,,,,,,,,,,,,In Service,MOTH 71101-2011,2008,Provincial,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100325,20100329,49.060254,-122.735195
0,,1001151671,,,,,,,,,,,,,,RB14R,,,,,,,,,,,,,,,,,,,In Service,1705-3110-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100303,20100303,49.047480,-122.795944
0,,1001159200,,,,,,,,,,,,,,RB51B,,,,,,,,,,,,,,,,,,,In Service,7805-0154-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100511,20100511,49.115534,-122.829454
0,,1001159215,,,,,,,,,,,,,,WA8,,,,,,,,,,,,,,,,,,,In Service,7805-0154-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100511,20100511,49.115858,-122.831229
0,,1001159203,,,,,,,,,,,,,,RB51B,,,,,,,,,,,,,,,,,,,In Service,7805-0154-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100511,20100511,49.115457,-122.830665
0,,1001140343,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1704-3270-00,2007,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091116,20091116,49.111258,-122.756773
0,,1001140463,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1704-3270-00,2007,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091116,20091116,49.111595,-122.755551
0,,1001140461,,,,,,,,,,,,,,RB55R,,,,,,,,,,,,,,,,,,,In Service,1704-3270-00,2007,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091116,20091116,49.111476,-122.755902
0,,1001140450,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1704-3270-00,2007,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091116,20091116,49.120510,-122.756447
0,,1001135466,,,,,,,,,,,,,,RB51,,,,,,,,,,,,,,,,,,,In Service,1702-3070-00,2005,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Initial AB,,,,,,20091023,20091023,49.062788,-122.801046
0,,1001135468,,,,,,,,,,,,,,RB1*50,,,,,,,,,,,,,,,,,,,In Service,1702-3070-00,,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091023,20091023,49.062850,-122.801342
0,,1001135469,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1702-3070-00,2005,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Initial AB,,,,,,20091023,20091023,49.063294,-122.801340
0,,1001135470,,,,,,,,,,,,,,RB61,,,,,,,,,,,,,,,,,,,In Service,1702-3070-00,2005,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Initial AB,,,,,,20091023,20091023,49.063294,-122.801340
0,,1001135471,,,,,,,,,,,,,,RB51,,,,,,,,,,,,,,,,,,,In Service,1702-3070-00,2005,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Initial AB,,,,,,20091023,20091023,49.063299,-122.801023
0,,1001135472,,,,,,,,,,,,,,RA1,,,,,,,,,,,,,,,,,,,In Service,1702-3070-00,,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091023,20091023,49.063671,-122.801418
0,,1001135473,,,,,,,,,,,,,,WA36L,,,,,,,,,,,,,,,,,,,In Service,1702-3070-00,2005,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Initial AB,,,,,,20091023,20091023,49.063595,-122.801212
0,,1001135474,,,,,,,,,,,,,,WA1022,,,,,,,,,,,,,,,,,,,In Service,1702-3070-00,,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091023,20091023,49.063806,-122.801518
0,,1001135480,,,,,,,,,,,,,,RB51,,,,,,,,,,,,,,,,,,,In Service,1702-3070-00,2005,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Initial AB,,,,,,20091023,20091023,49.064375,-122.801045
0,,1001135475,,,,,,,,,,,,,,WA7,,,,,,,,,,,,,,,,,,,In Service,1702-3070-00,,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091023,20091023,49.063806,-122.801544
0,,1001135477,,,,,,,,,,,,,,WA5R,,,,,,,,,,,,,,,,,,,In Service,1702-3070-00,2005,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Initial AB,,,,,,20091023,20091023,49.063806,-122.801544
,,1001145752,,,,,,,,,2009465,,,EB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,DAVIS ROAD,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,20100331,49.162705,-122.732008
,,1001145745,,,,,,,,,1008436,,,WB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,KENNEDY ROAD,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,20110928,49.163078,-122.878024
0,,1001153746,,,,,,,,,,,,,,RB1*60,,,,,,,,,,,,,,,,,,,In Service,,,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100325,20100325,49.060078,-122.734630
,,1001145840,,,,,,,,,2009486,,,SB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,,49.195572,-122.801088
0,,1001150487,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1706-3090-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100218,20100218,49.167448,-122.805241
0,,1001150462,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1706-3090-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100218,20100218,49.168565,-122.809583
0,,1001150423,,,,,,,,,,,,,,WA36L,,,,,,,,,,,,,,,,,,,In Service,1706-3090-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100218,20100218,49.170188,-122.812068
0,,1001150479,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1706-3090-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100218,20100218,49.167889,-122.806750
0,,1001138067,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1704-3380-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,20091106,20091106,49.133642,-122.811919
0,,1001155072,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1708-2070-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100412,20100413,49.154073,-122.856952
0,,1001155108,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1708-2070-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100413,20100413,49.157994,-122.857037
0,,1001159319,,,,,,,,,,,,,,ID31,,,,,,,,,,,,,,,,,,,In Service,7803-0192-00,2006,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100512,20100512,49.187193,-122.781398
0,,1001143793,,,,,,,,,,,,,,RA1,,,,,,,,,,,,,,,,,,,In Service,7807-0054-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091215,20091215,49.129961,-122.688283
0,,1001145279,,,,,,,60 Ave,,,,,North Bound,,RB23,,,,,,,,,,,,,,,,,,,Proposed,7807-0313-00,2008,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,EC,,,,,,20100108,20100108,49.111816,-122.809560
0,,1001152393,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1704-7110-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100310,20100310,49.198735,-122.780449
0,,1001155218,,,,,,,,,,,,,,RB51,,,,,,,,,,,,,,,,,,,In Service,1708-2060-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100413,20100413,49.111539,-122.731076
0,,1001142609,,,,,,,,,,,,,,RB92,,,,,,,,,,,,,,,,,,,In Service,1706-2000-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091204,20091204,49.034024,-122.867565
0,,1001156766,,,,,,,,,,,,,,WA50,,,,,,,,,,,,,,,,,,,In Service,7805-0232-00,2008,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100419,20100419,49.134823,-122.687882
0,,1001135485,,,,,,,,,,,,,,WA36L,,,,,,,,,,,,,,,,,,,In Service,1702-3070-00,2005,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Initial AB,,,,,,20091023,20091023,49.067503,-122.801162
0,,1001135496,,,,,,,,,,,,,,RB55L,,,,,,,,,,,,,,,,,,,In Service,1702-3070-00,2005,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Initial AB,,,,,,20091023,20091023,49.068563,-122.801311
0,,1001139739,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,,,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,20091109,20100409,49.144130,-122.845856
0,,1001155065,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1708-2070-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100412,20100413,49.152987,-122.856948
0,,1001138056,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1704-3380-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,20091106,20091106,49.133830,-122.813376
0,,1001138074,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1704-3380-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,20091106,20091106,49.133658,-122.809835
0,,1001149522,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1707-7030-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100212,20100212,49.051295,-122.792347
0,,1001141745,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1R05,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091127,20091127,49.177100,-122.690181
0,,1001151660,,,,,,,,,,,,,,WA36L,,,,,,,,,,,,,,,,,,,In Service,1705-3110-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100303,20100303,49.049184,-122.797999
0,,1001144681,,,,,,,128A St,2086,,,,North Bound,East,,,,,,,,,Streetlight,,,,,,,,,,,Proposed,7806-0118-00,2007,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,EC,,,,,,20100104,20100104,49.039872,-122.866162
0,,1001141381,,,,,,,,,,,,,,WA8,,,,,,,,,,,,,,,,,,,In Service,1R03,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091125,20091125,49.180272,-122.707661
0,,1001156959,,,,,,,,,,,,,,WA9,,,,,,,,,,,,,,,,,,,In Service,MOTH 71101-2011,2008,Provincial,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100420,20100420,49.148156,-122.734962
0,,1001141350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In Service,1R03,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091125,20091125,49.176944,-122.714492
,,1001145798,,,,,,,,,1008429,,,SB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,,49.167537,-122.857058
,,1001145800,,,,,,,,,1008424,,,SB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,,49.195411,-122.856594
,,1001145801,,,,,,,,,5008111,,,NB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,Nichol Road,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,20090604,49.036427,-122.834321
0,,1001135500,,,,,,,,,,,,,,WA9,,,,,,,,,,,,,,,,,,,In Service,1702-3070-00,,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091023,20091023,49.069655,-122.801168
0,,1001135501,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1702-3070-00,2005,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Initial AB,,,,,,20091023,20091023,49.069666,-122.801178
0,,1001135484,,,,,,,,,,,,,,WA33R,,,,,,,,,,,,,,,,,,,In Service,1702-3070-00,2005,Surrey,,100m,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Initial AB,,,,,,20091023,20091023,49.067604,-122.801021
0,,1001135502,,,,,,,,,,,,,,WA36L,,,,,,,,,,,,,,,,,,,In Service,1702-3070-00,2005,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Initial AB,,,,,,20091023,20091023,49.067229,-122.801205
0,,1001135505,,,,,,,,,,,,,,RB51,,,,,,,,,,,,,,,,,,,In Service,1702-3070-00,2005,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Initial AB,,,,,,20091023,20091023,49.066584,-122.801041
0,,1001135506,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1702-3070-00,2005,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Initial AB,,,,,,20091023,20091023,49.066482,-122.801336
0,,1001135508,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1702-3070-00,2005,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Initial AB,,,,,,20091023,20091023,49.066185,-122.801331
0,,1001135509,,,,,,,,,,,,,,RB51,,,,,,,,,,,,,,,,,,,In Service,1702-3070-00,2005,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Initial AB,,,,,,20091023,20091023,49.065702,-122.801041
0,,1001135510,,,,,,,,,,,,,,RB51,,,,,,,,,,,,,,,,,,,In Service,1702-3070-00,2005,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Initial AB,,,,,,20091023,20091023,49.065422,-122.801042
0,,1001135511,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1702-3070-00,2005,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Initial AB,,,,,,20091023,20091023,49.065538,-122.801341
0,,1001136808,,,,,,,,,,,,,,WA36R,,,,,,,,,,,,,,,,,,,In Service,7806-0216-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091030,20091030,49.110964,-122.811922
0,,1001136809,,,,,,,,,,,,,,WA36R,,,,,,,,,,,,,,,,,,,In Service,7806-0216-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091030,20091030,49.110805,-122.810954
0,,1001154816,,,,,,,,,,,,,,RA1,,,,,,,,,,,,,,,,,,,In Service,1709-2020-00,2010,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100407,20100407,49.100416,-122.712883
0,,1001154817,,,,,,,,,,,,,,RA1,,,,,,,,,,,,,,,,,,,In Service,1709-2020-00,2010,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100407,20100407,49.100564,-122.712597
0,,1001154818,,,,,,,,,,,,,,WA1022,,,,,,,,,,,,,,,,,,,In Service,1709-2020-00,2010,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100407,20100407,49.100531,-122.712868
0,,1001154819,,,,,,,,,,,,,,WC807,,,,,,,,,,,,,,,,,,,In Service,1709-2020-00,2010,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100407,20100407,49.100119,-122.712811
0,,1001154821,,,,,,,,,,,,,,RA1,,,,,,,,,,,,,,,,,,,In Service,1709-2020-00,2010,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100407,20100407,49.099142,-122.712622
0,,1001154822,,,,,,,,,,,,,,WC18,,,,,,,,,,,,,,,,,,,In Service,1709-2020-00,2010,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100407,20100407,49.097604,-122.712883
0,,1001154825,,,,,,,,,,,,,,RB1*30,,,,,,,,,,,,,,,,,,,In Service,1709-2020-00,2010,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100407,20100407,49.097389,-122.712884
0,,1001154826,,,,,,,,,,,,,,WA22,,,,,,,,,,,,,,,,,,,In Service,1709-2020-00,2010,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100407,20100407,49.095980,-122.712769
0,,1001154824,,,,,,,,,,,,,,WA22,,,,,,,,,,,,,,,,,,,In Service,1709-2020-00,2010,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100407,20100407,49.097389,-122.712884
0,,1001154827,,,,,,,,,,,,,,RB1*30,,,,,,,,,,,,,,,,,,,In Service,1709-2020-00,2010,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100407,20100407,49.095980,-122.712769
,,1001145881,,,,,,,,,4003147,,,SB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,Latimer Road,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,20090604,49.130906,-122.691025
,,1001145882,,,,,,,,,4003158,,,NB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,Latimer Road,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,20090604,49.137043,-122.690547
0,,1001154175,,,,,,,175A St,,,,,,,RB151,,,,,,,,,,,,,,,,,,,In Service,7809-0099-00,2010,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100330,20110630,49.006375,-122.737350
0,,1001154176,,,,,,,175A St,,,,,,,RB151,,,,,,,,,,,,,,,,,,,In Service,7809-0099-00,2010,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100330,20110630,49.006980,-122.737184
0,,1001154177,,,,,,,,,,,,,,RB151,,,,,,,,,,,,,,,,,,,In Service,7809-0099-00,2010,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100330,20110630,49.007595,-122.737012
0,,1001154180,,,,,,,175A St,,,,,,,RB151,,,,,,,,,,,,,,,,,,,In Service,7809-0099-00,2010,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100330,20110630,49.009252,-122.736732
0,,1001154181,,,,,,,175A St,,,,,North Bound,,WA50,,,,,,,,,,,,,,,,,,,In Service,7809-0099-00,2010,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100330,20110630,49.005714,-122.737319
,,1001145687,,,,,,,,,5008116,,,EB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,Campbell River Road,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,20100625,49.016508,-122.745525
,,1001145688,,,,,,,,,5008115,,,WB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,Campbell River Road,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,20100625,49.016782,-122.736261
0,,1001141150,,,,,,,,,,,,,,WA1022,,,,,,,,,,,,,,,,,,,In Service,1R02,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091124,20100408,49.175826,-122.723695
0,,1001154860,,,,,,,,,,,,,,RA1,,,,,,,,,,,,,,,,,,,In Service,1708-7040-00,2010,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100408,20100408,49.176911,-122.723695
0,,1001134396,,,,,,,,,,,,,,WA50,,,,,,,,,,,,,,,,,,,In Service,7806-0350-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091014,20091109,49.155653,-122.823941
0,,1001134397,,,,,,,,,,,,,,RB51L,,,,,,,,,,,,,,,,,,,In Service,7806-0350-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091014,20091109,49.155606,-122.823655
