FACILITYID,ROAD_NAME,AADT_2009,AADT_2014
1000978451,92 Ave,0,4300
1000978681,Grosvenor Rd,4000,4000
1000978690,180 St,1800,2400
1000975721,King George Blvd,20100,19800
1000975726,120 St,23400,23900
1000977901,96 Ave,14900,13200
1000977955,University Dr,0,8600
1000978826,148 St,11200,10300
1000978166,132 St,7900,8200
1000978456,King George Blvd,30100,33600
1000978481,148 St,9800,9100
1000978482,150 St,0,9700
1000979174,80 Ave,4400,5800
1000975774,76 Ave,0,2800
1000975783,122 St,0,2800
1000976735,Martin Dr,0,7700
1000978841,80 Ave,17100,15300
1000978858,Whalley Blvd,0,9500
1000979200,King George Blvd,30100,33600
1000979218,88 Ave,25000,17000
1000976453,New Mclellan Rd,2400,2600
1000976461,100 Ave,0,2100
1000976740,144 St,3900,0
1000976775,180 St,3700,4100
1000977703,154 St,8100,7700
1000976005,64 Ave,24700,24200
1000976039,144 St,0,4000
1000976049,105 Ave,0,4200
1000976059,84 Ave,11300,11200
1000976283,76 Ave,2600,7600
1000976296,New Mclellan Rd,2400,2600
1000977206,104 Ave,6600,5800
1000977212,140 St,15500,16300
1000979107,Highway 10 (Langley ByPass),29400,33000
1000973090,128 St,9300,8400
1000973182,Marine Dr,0,1800
1000981458,99 Ave,0,2500
1000981488,156 St,11800,11100
1000979182,68 Ave,13000,16500
1000974649,156 St,7600,9100
1000974787,196 St,0,4000
1000974843,132 St,10600,10300
1000977401,152 St,29500,32600
1000977498,144 St,12400,15500
1000979138,172 St,1900,3100
1000975296,68 Ave,7900,8000
1000982064,82 Ave,5500,5400
1000974870,Hyland Rd,0,2300
1000974970,148 St,0,3000
1000975001,64 Ave,30400,26400
1000972672,68 Ave,7900,8000
1000972987,148 St,15800,9000
1000982036,154 St,7400,7700
1000982068,160 St,0,9000
1000985604,188 St,3900,4600
1000972503,152 St,16100,24900
1000972520,104 Ave,22500,11600
1000978400,64 Ave,0,19800
1000978468,186 St,0,3900
1000978613,148 St,15800,9000
1000976734,King George Blvd,40100,36000
1000977005,40 Ave,1100,1000
1000984366,132 St,10600,10300
1000984387,132 St,10600,10300
1000980440,100 Ave,12200,13300
1000980467,112 Ave,9300,11100
1000982166,Whalley Blvd,0,9500
1000982167,King George Blvd,20100,33600
1000982237,144 St,12400,15500
1000982593,144 St,15100,15400
1000982766,130 St,0,3300
1000972912,Ferguson Div,33800,20800
1000973111,Crescent Rd,8300,7600
1000973184,130 St,2400,2500
1000973221,16 Ave,19900,15000
1000984273,164 St,3400,3900
1000984274,112 Ave,9300,11100
1000977207,28 Ave,0,1100
1000973390,111 Ave,0,3200
1000980681,Highway 10 (56 Ave),26900,35000
1000980935,80 Ave,6200,5500
1000979575,88 Ave,35700,33400
1000979902,168 St,3100,3400
1000979954,100 Ave,13800,18650
1000983011,144 St,12400,15500
1000977554,40 Ave,1100,2000
1000977631,88 Ave,25000,17000
1000977735,No 1 Hwy,120000,110000
1000984500,148 St,5700,10000
1000984694,148 St,5700,10000
1000982556,148 St,15800,9000
1000982605,140 St,8800,7900
1000982635,194A St,0,2600
1000980128,100 Ave,0,2700
1000975218,92 Ave,0,4300
1000975262,140 St,15500,17000
1000975423,16 Ave,13400,11300
1000975598,68 Ave,7900,9200
1000975647,100 Ave,15100,16900
1000977804,84 Ave,12800,13000
1000977842,138 St,11000,12800
1000977967,140 St,18000,17200
1000973052,57A Ave,0,400
1000973274,152 St,29500,32600
1000973335,Grosvenor Rd,4000,4000
1000980115,144 St,15100,16000
1000980146,Barnston Dr E,0,2700
1000980156,128 St,10800,0
1000980167,168 St,15200,12500
1000980191,120 St,23400,23900
1000982861,60 Ave,0,2400
1000978726,Crescent Rd,10900,14100
1000978855,Highway 10 (58 Ave),29900,35000
1000978927,108 Ave,21400,19800
1000975691,Highway 10 (56 Ave),26900,35000
1000975769,100 Ave,13800,18650
1000984433,No 99 Hwy,45200,62000
1000982329,75 Ave,12700,7200
1000976124,King George Blvd,36200,33900
1000976590,129 St,0,300
1000979331,188 St,0,11400
1000979423,152 St,37800,33533
1000977406,194A St,0,2600
1000977810,108 Ave,21400,19800
1000981082,128 St,9900,8700
1000981088,160 St,19000,19400
1000981412,148 St,14000,13800
1000982645,20 Ave,1200,900
1000983358,144 St,3900,2500
1000984614,20 Ave,5600,6300
1000984721,184 St,8500,8100
1000985169,140 St,12300,15800
1000985171,96 Ave,14100,12100
1000985212,144 St,15600,8600
1000973713,King George Blvd,38500,42100
1000980228,34 Ave,0,1000
1000980303,Highway 10 (58 Ave),29900,35000
1000980313,88 Ave,32300,29900
1000980363,124 St,6300,6900
1000980418,60 Ave,10600,9100
1000980420,188 St,3900,4600
1000983386,72 Ave,0,600
1000977969,140 St,12300,15800
1000978277,148 St,5700,10000
1000985246,168 St,4800,5200
1000985471,32 Ave,0,4000
1000985571,172 St,0,2100
1000985628,Country Woods Dr,0,500
1000980333,84 Ave,0,6100
1000973972,Hansen Rd,12400,13300
1000983027,Highway 15,10000,10000
1000980557,132 St,15800,13800
1000980626,156B St,0,1700
1000975826,138 St,11000,12800
1000975938,128 St,6300,7100
1000976088,72 Ave,32200,28700
1000976109,140 St,11700,7600
1000978319,84 Ave,4600,3900
1000978532,100 Ave,15300,17000
1000973736,16 Ave,11400,8900
1000973784,68 Ave,0,6600
1000980716,88 Ave,33800,30100
1000976697,King George Blvd,16900,23200
1000983102,108 Ave,24800,23500
1000983155,88 Ave,8700,11400
1000983188,140 St,17300,17200
1000979569,Highway 15,11500,14000
1000976125,84 Ave,4600,3900
1000976177,Old Yale Rd,0,6300
1000976467,60 Ave,4600,6100
1000976476,28 Ave,0,1000
1000976486,160 St,19000,19400
1000977467,192 St,8700,7600
1000977715,74 Ave,0,13200
1000977732,124 St,7000,7500
1000977733,144 St,12400,15500
1000977737,60 Ave,10600,9100
1000976974,Highway 15,11500,14000
1000977000,177B St,0,4800
1000977956,96 Ave,14900,15000
1000977239,134 St,0,3000
1000977250,192 St,11000,8100
1000978211,120 St,31700,29600
1000977476,144 St,12400,15500
1000978483,152 St,37800,33533
1000978486,130 St,0,3300
1000978751,King George Blvd,25400,21800
1000978756,32 Ave,20500,21300
1000978763,88 Ave,35100,32800
1000978765,60 Ave,0,2400
1000977999,188 St,0,6500
1000978224,104 Ave,22500,14000
1000978257,108 Ave,11200,11000
1000978284,144 St,0,4700
1000979094,148 St,7300,6200
1000978504,194A St,0,2600
1000978505,134 St,0,4700
1000978511,16 Ave,11400,9100
1000978516,148 St,13400,15200
1000978526,60 Ave,10700,11300
1000975527,96 Ave,22200,23000
1000975834,60 Ave,10600,11600
1000975836,102 Ave,0,8500
1000976780,King George Blvd,38500,37800
1000978973,177B St,0,4800
1000979130,King George Blvd,16900,23200
1000979131,84 Ave,0,5600
1000979142,128 St,17400,27300
1000976308,Highway 10 (56 Ave),29400,33000
1000975540,28 Ave,0,300
1000975555,122 St,0,2800
1000975558,80 Ave,6200,5500
1000976524,Crescent Rd,8300,7600
1000976817,King George Blvd,42500,42100
1000976083,192 St,4400,4000
1000976091,60 Ave,10700,11300
1000977009,156 St,11800,11100
1000976310,168 St,4800,5200
1000976314,84 Ave,0,5600
1000976326,88 Ave,8700,7000
1000976328,104 Ave,0,8000
1000976349,No 1 Hwy,93000,79000
1000976555,28 Ave,0,300
1000977809,King George Blvd,20100,62000
1000978784,123A St,0,1100
1000977028,Grosvenor Rd,4000,4000
1000977037,134 St,0,3000
1000977046,84 Ave,9900,8400
1000978012,Marine Dr,0,1800
1000977293,140 St,11700,7600
1000978292,Grosvenor Rd,4000,4000
1000977557,King George Blvd,44400,41800
1000978537,140 St,15500,17700
1000978787,No 99 Hwy,45200,62000
1000978793,96 Ave,14100,12100
1000978032,140 St,12300,15800
1000978046,108 Ave,6000,6900
1000978550,160 St,19000,19400
1000978557,56 Ave,2400,2600
1000975581,24 Ave,6800,7500
1000975590,72 Ave,31900,30100
1000975894,160 St,0,9000
1000975919,160 St,7100,9600
1000976840,Fraser Hwy,22600,22900
1000976850,King George Blvd,38500,37800
1000976869,124 St,0,2100
1000978989,104 Ave,32800,31500
1000978990,Hansen Rd,12400,13300
1000979012,148 St,7200,6200
1000976350,King George Blvd,0,10500
1000976353,80 Ave,4400,2500
1000976360,88 Ave,8700,7000
1000975632,56 Ave,0,2200
1000972947,60 Ave,0,2400
1000984894,Old Yale Rd,0,5300
1000984902,60 Ave,12300,11400
1000973281,24 Ave,8000,5900
1000973285,King George Blvd,25400,23300
1000973290,184 St,4800,6100
1000973293,84 Ave,4600,0
1000974309,King George Blvd,40500,48400
1000974317,King George Blvd,30100,33600
1000974681,64 Ave,30400,25600
1000974726,100 Ave,0,2700
1000972537,168 St,5100,5600
1000972548,152 St,16100,21550
1000972561,148 St,6400,5400
1000973950,96 Ave,26900,25600
1000973964,160 St,19000,19400
1000973816,68 Ave,0,3900
1000982114,168 St,4800,6000
1000974353,King George Blvd,30100,33600
1000974357,140 St,18000,17200
1000975477,152 St,29700,34500
1000975488,132 St,14400,15200
1000973636,96 Ave,14100,12100
1000973984,Highway 10 (56 Ave),26900,35000
1000973993,Harvie Rd,3900,3100
1000983699,134 St,0,4700
1000983957,8 Ave,0,5800
1000983962,140 St,18000,17200
1000983977,Fraser Hwy,24100,23900
1000973308,132 St,15800,12000
1000973321,144 St,12400,15500
1000974727,128 St,17400,27300
1000974752,144 St,15600,8600
1000983724,32 Ave,0,4000
1000983726,132 St,15800,21300
1000983732,King George Blvd,16900,13100
1000984727,140 St,12300,15800
1000984923,96 Ave,0,10800
1000973355,192 St,6700,4800
1000974780,156 St,9200,9200
1000985625,20 Ave,7800,8000
1000985636,100 Ave,13800,18650
1000973029,188 St,7700,9800
1000973033,192 St,14600,15200
1000974073,104 Ave,32800,31500
1000974080,124 St,6300,6900
1000974445,148 St,9800,9100
1000974451,152 St,20000,25000
1000975338,148 St,9800,9100
1000976220,104 Ave,8800,10000
1000984967,68 Ave,7900,8000
1000985128,172 St,1900,3100
1000973865,108 Ave,11200,14000
1000974089,128 St,14300,15400
1000982789,80 Ave,4400,5800
1000982865,103 Ave,0,800
1000982991,140 St,15500,18600
1000977042,156 St,11800,11100
1000985672,88 Ave,38600,35000
1000979746,King George Blvd,8800,9400
1000985152,Highway 10 (56 Ave),29400,33000
1000985158,60 Ave,0,5500
1000985247,City Parkway,0,2300
1000983131,88 Ave,35100,32800
1000983739,28 Ave,0,800
1000983767,180 St,1800,2400
1000983769,64 Ave,28400,26300
1000983810,Highway 10 (56 Ave),26900,35000
1000972574,King George Blvd,69500,79800
1000972616,142 St,0,2400
1000972639,Crescent Rd,5900,5700
1000972529,124 St,8100,10100
1000972677,64 Ave,26500,23300
1000974085,104 Ave,31900,24600
1000982174,Highway 10 (56 Ave),29400,33000
1000980932,100 Ave,0,4700
1000980986,60 Ave,0,5500
1000981071,132 St,14400,15200
1000983869,152 St,16100,21550
1000983944,128 St,9900,8700
1000983965,192 St,8700,7600
1000978535,144 St,15100,15400
1000980925,Highway 10 (58 Ave),29900,35000
1000980967,24 Ave,11600,11800
1000974343,108 Ave,11200,11000
1000981468,168 St,4700,2400
1000976481,144 St,3900,2500
1000976483,168 St,15200,12500
1000978758,8 Ave,0,5800
1000978914,24 Ave,8000,5900
1000974464,Highway 10 (56 Ave),26900,35000
1000977521,60 Ave,0,5500
1001152650,King George Blvd,41400,40000
1000979960,168 St,9600,8100
1000980033,164 St,1300,0
1000980183,148 St,6400,5400
1000976671,152 St,21400,22400
1000985465,60 Ave,0,5500
1000985489,168 St,5100,5600
1000974741,20 Ave,4500,5000
1000974783,168 St,9600,8000
1000983447,156 St,11800,11100
1000983455,128 St,0,1800
1000983497,King George Blvd,36200,33900
1000977612,184 St,2200,2200
1000977779,100 Ave,5000,0
1000977844,142 St,0,2400
1000975869,104 Ave,0,8000
1000975936,104 Ave,8800,10000
1000973544,80 Ave,17100,21800
1000972909,150 St,0,9700
1000972965,60 Ave,0,4700
1000975737,148 St,7200,6200
1000975791,40 Ave,1100,1000
1000976187,80 Ave,6200,5500
1000979299,80 Ave,17100,15300
1000979344,Grosvenor Rd,4000,4000
1000972966,168 St,15200,14900
1000972991,84 Ave,12800,13000
1000973247,King George Blvd,37100,79800
1000973315,No 1 Hwy,77400,77000
1000973530,60 Ave,0,4700
1000973702,24 Ave,6800,7500
1000975351,168 St,5100,5600
1000975838,64 Ave,24700,24200
1000975853,152 St,0,25000
1000973266,King George Blvd,30100,33600
1000973286,156 St,11800,11100
1000973395,140 St,11700,7600
1000973482,184 St,6600,9100
1000980789,132 St,15800,13800
1000980826,64 Ave,30400,26400
1000975186,80 Ave,17100,21800
1000975217,100 Ave,5000,0
1000975233,108 Ave,24800,23500
1000975316,156A St,0,1700
1000981538,144 St,15100,16000
1000981601,New Mclellan Rd,2400,2600
1000983676,180 St,3700,4100
1000983838,No 1 Hwy,77400,77000
1000984001,68 Ave,7900,9200
1000979386,144 St,0,4700
1000981205,68 Ave,6900,6900
1000981302,No 99 Hwy,8800,15000
1000977298,124 St,6300,6900
1000977311,192 St,6700,4800
1000984186,King George Blvd,42500,39600
1000980121,60 Ave,0,5500
1000977279,148 St,5000,6100
1000977291,60 Ave,12300,11400
1000973916,184 St,2800,3200
1000979795,64 Ave,28400,26300
1000979813,84 Ave,0,6100
1000979992,No 1 Hwy,77400,77000
1000984425,16 Ave,14200,12500
1000980262,144 St,0,3700
1000980591,88 Ave,35700,33400
1000981135,125A St,0,2200
1000980034,28 Ave,0,800
1000974139,64 Ave,21100,19500
1000974147,120 St,14200,16600
1000974244,40 Ave,1100,1700
1000973704,96 Ave,19500,18900
1000984676,194 St,0,6100
1000984708,20 Ave,8400,7200
1000984839,108 Ave,6800,7500
1000984550,92 Ave,0,4300
1000984556,Whalley Blvd,0,7900
1000980671,24 Ave,14900,13200
1000975548,66 Ave,0,3900
1000974091,130 St,2400,2500
1000981847,156 St,8000,12700
1000979408,168 St,9600,8100
1000979430,20 Ave,7800,8000
1000979434,68 Ave,3600,3700
1000973845,88 Ave,35100,32800
1000974037,152 St,32800,30700
1000975611,96 Ave,17400,16400
1000975626,125A St,0,2200
1000975727,24 Ave,6800,7500
1000984255,88 Ave,13600,15600
1000981909,168 St,9600,8000
1000981963,64 Ave,24700,24200
1000982032,132 St,10500,10800
1000977686,No 99 Hwy,8800,15000
1000972643,152 St,20000,25300
1000972645,72 Ave,31900,29300
1000972652,111 Ave,0,3200
1000972676,152 St,19500,16300
1000973698,128 St,9100,7700
1000973711,152 St,29500,32600
1000973716,60 Ave,0,2400
1000980185,132 St,0,2200
1000980498,Guildford Dr,10300,12200
1000975091,68 Ave,7900,9200
1000975356,King George Blvd,20100,22700
1000975376,124 St,0,2100
1000973360,126 St,0,2800
1000973385,92 Ave,0,6200
1000973744,Old Yale Rd,12200,12900
1000974800,4 Ave,0,1100
1000974805,188 St,0,2900
1000980559,148 St,9800,9100
1000980583,99 Ave,0,2500
1000983787,192 St,0,4100
1000975100,King George Blvd,20100,22700
1000975113,Old Yale Rd,0,5300
1000973065,144 St,15100,16000
1000973428,92 Ave,0,5000
1000974480,112 Ave,9300,11100
1000974488,104 Ave,32800,29200
1000974814,88 Ave,13600,12800
1000972726,Marine Dr,0,1800
1000983805,152 St,29500,32600
1000984793,192 St,11000,8100
1000984799,132 St,14400,15200
1000973128,152 St,16500,17300
1000974513,148 St,15800,9000
1000974530,184 St,6600,6600
1000972747,148 St,7200,6200
1000972750,104 Ave,29000,23600
1000984818,68 Ave,3600,2500
1000972651,156A St,0,1700
1000972785,128 St,22400,26900
1000974167,26 Ave,0,1200
1000974173,100 Ave,5000,0
1000975130,King George Blvd,33800,36200
1000975422,16 Ave,12900,12500
1000975449,24 Ave,8000,6400
1000975457,Harvie Rd,3900,3100
1000973433,King George Blvd,48200,44700
1000973454,152 St,37800,33533
1000973830,Crescent Rd,10900,14100
1000973839,Croydon Dr,0,7100
1000974830,110 Ave,0,7900
1000974858,148 St,0,3000
1000972889,156B St,0,1700
1000973037,128 St,13000,12200
1000980921,88 Ave,0,5600
1000980931,King George Blvd,36200,33900
1000973146,Whalley Blvd,0,7900
1000981450,King George Blvd,30100,23300
1000983552,King George Blvd,30100,23300
1000973460,168 St,4800,6000
1000973461,100 Ave,0,2700
1000974537,King George Blvd,38500,42100
1000974545,184 St,2200,2200
1000974877,184 St,6600,6600
1000972772,124 St,8800,9100
1000972807,194 St,0,6100
1000981321,75A Ave,12700,7400
1000983817,104 Ave,6600,5800
1000983837,Old Yale Rd,12200,12900
1000973167,Highway 10 (58 Ave),29900,35000
1000973172,72 Ave,29600,26500
1000973176,128 St,0,1800
1000973179,176 St,10000,10000
1000973189,156A St,0,1700
1000973496,60 Ave,0,4700
1000973503,76 Ave,2600,7600
1000972809,160 St,18700,17600
1000973861,Whalley Blvd,14600,11900
1000973866,192 St,0,7200
1000973871,16 Ave,14000,11300
1000983877,100 Ave,15100,16900
1000974211,Marine Dr,0,1800
1000975201,75 Ave,12700,7200
1000975215,64 Ave,3500,3300
1000973555,72 Ave,31900,30100
1000974617,134 St,0,5000
1000973891,172 St,0,2100
1000984847,142 St,0,2400
1000984850,68 Ave,7900,9200
1000984855,32 Ave Div,19400,51000
1000973228,76 Ave,14900,17000
1000975231,80 Ave,6200,5500
1000975268,192 St,9400,9800
1000973203,144 St,15100,16000
1000974630,24 Ave,14900,13600
1000974654,60 Ave,4100,5400
1000972489,80 Ave,7600,8300
1000972495,King George Blvd,0,10500
1000974916,76 Ave,2600,7600
1000974927,84 Ave,12800,13000
1000972858,King George Blvd,25400,21800
1000973401,64 Ave,21100,17800
1000981401,King George Blvd,30100,33600
1000981448,120 St,36400,33900
1000981545,84 Ave,12800,13000
1000981620,92 Ave,0,4300
1000981696,92 Ave,0,22300
1000973248,100 Ave,15300,17000
1000974255,156A St,0,1700
1000972504,152 St,16100,24900
1000973568,184 St,6600,6600
1000973570,132 St,16200,15300
1000973580,120 St,36400,33900
1000973896,132 St,10600,10300
1000973898,96 Ave,14900,15000
1000973907,104 Ave,32100,28000
1000983886,188 St,0,6500
1000983897,60 Ave,0,5500
1000975291,128 St,10800,0
1000973612,68 Ave,0,2000
1000973618,188 St,3900,4600
1000974672,132 St,10600,10300
1000974932,132 St,10600,10300
1000983947,148 St,9800,9100
1000983951,68 Ave,3600,3700
1000984870,140 St,6600,6300
1000984876,156 St,0,600
1000975310,154 St,8100,7700
1000975323,108 Ave,6800,7500
1000975328,King George Blvd,30100,23300
1000981873,20 Ave,1200,900
1000981878,148 St,7200,6200
1000981882,104 Ave,31900,28300
1000981884,88 Ave,13600,15600
1000981887,80 Ave,6200,5500
1000981897,Boundary Dr E,2500,2600
1000982113,Highway 15,10000,10000
1000979646,177B St,0,4800
1000975670,32 Ave,20500,27300
1000975804,20 Ave,8400,7200
1000981675,72 Ave,32200,28700
1000981815,King George Blvd,42500,42100
1000984276,Highway 15,10000,10000
1000984474,24 Ave,14900,26100
1000977927,148 St,15800,9000
1000978191,148 St,6400,5400
1000975997,No 1 Hwy,77400,77000
1000976111,121 St,0,1700
1000983768,Highway 10 (58 Ave),29900,35000
1000978244,24 Ave,11600,11800
1000978359,188 St,0,2900
1000981365,88 Ave,33800,30100
1000981422,184 St,11400,11900
1000974849,128 St,6300,7100
1000974913,No 99 Hwy,22800,51000
1000985206,124 St,8800,9100
1000978238,100 Ave,0,2700
1000978316,96 Ave,14600,15200
1000974063,188 St,0,6500
1000981037,Boundary Dr E,2500,2600
1000981267,28 Ave,0,1600
1000974163,82 Ave,6000,8800
1000974268,60 Ave,4600,6100
1000974360,168 St,9600,8100
1000985516,168 St,9600,8100
1000985610,King George Blvd,36200,33900
1000979982,112 Ave,9300,11100
1000974260,152 St,25600,30200
1000975893,Grosvenor Rd,4000,4000
1000976040,King George Blvd,0,10500
1000976201,64 Ave,23400,24800
1000982592,Highway 10 (56 Ave),29400,33000
1000982990,72 Ave,0,5300
1000978287,88 Ave,13600,12800
1000980125,132 St,8000,8400
1000980199,156 St,0,600
1000980271,184 St,900,0
1000976563,172 St,1900,3100
1000982051,68 Ave,0,12700
1000982071,160 St,18700,19400
1000982621,168 St,15200,14900
1000982748,82 Ave,5500,5400
1000984702,160 St,0,9000
1000984707,152 St,20000,25300
1000985006,156 St,13500,12400
1000978575,75 Ave,12700,7200
1000978612,130 St,0,3300
1000976600,104 Ave,0,8000
1000976674,Highway 10 (58 Ave),29900,35000
1000979209,40 Ave,1400,1700
1000978811,168 St,15200,14900
1000981943,80 Ave,13200,13400
1000982006,128 St,10800,12200
1000981420,92 Ave,0,5000
1000975214,132 St,14000,12900
1000975395,76 Ave,14900,14400
1000985098,96 Ave,19500,18900
1000985178,Marine Dr,0,1800
1000981490,72 Ave,29600,26500
1000981686,152 St,27800,25300
1000981740,16 Ave,11400,8900
1000981992,160 St,7100,10300
1000972876,96 Ave,22200,23000
1000980276,130 St,2400,2500
1000980370,124 St,8800,6600
1000980567,88 Ave,8700,11400
1000980654,156 St,0,4500
1000974585,100 Ave,13800,18650
1000974712,128 St,14300,11900
1000974807,Highway 15,10000,10000
1000982756,192 St,3500,3300
1000976915,88 Ave,35700,38200
1000983424,126 St,0,4000
1000978645,Barnston Dr E,0,2700
1000980698,64 Ave,28200,28000
1000977003,150 St,0,7000
1000982816,100 Ave,15300,17000
1000982888,20 Ave,4500,5000
1000982985,104 Ave,8800,8300
1000983038,18 Ave,0,7700
1000983488,136 St,0,400
1000985146,King George Blvd,30100,33600
1000985268,104 Ave,8800,8300
1000985504,104 Ave,0,8000
1000978757,King George Blvd,20100,33600
1000978853,152 St,19500,16300
1000978913,130 St,2400,2500
1000975533,88 Ave,33800,30100
1000972921,192 St,8700,7600
1000973045,68 Ave,6900,6900
1000979642,Highway 10 (56 Ave),29400,33000
1000979744,20 Ave,7800,8000
1000980028,King George Blvd,47100,55700
1000980067,88 Ave,33800,30100
1000976847,132 St,10500,10800
1000976958,20 Ave,1200,900
1000977047,156 St,0,11200
1000973365,152 St,20000,25000
1000976372,136 St,0,400
1000976518,64 Ave,25800,27300
1000976521,144 St,12400,15500
1000976602,144 St,0,4000
1000976744,68 Ave,3600,2500
1000978523,City Parkway,0,2300
1000978619,124 St,6300,6900
1000978731,128 St,10800,12200
1000977984,144 St,15100,15400
1000982019,96 Ave,17400,16400
1000982225,132 St,10600,10300
1000982229,64 Ave,25800,27300
1000982335,134 St,0,2700
1000984183,140 St,17300,17200
1000984419,64 Ave,21100,17800
1000984600,72 Ave,20400,14600
1000983950,King George Blvd,47100,79800
1000975620,80 Ave,18000,17000
1000975662,28 Ave,0,1600
1000984840,100 Ave,0,2100
1000974072,80 Ave,4400,5800
1000974086,King George Blvd,25400,23300
1000974329,132 St,7900,8200
1000977063,184 St,6600,9100
1000977592,104 Ave,22500,14000
1000983970,Highway 10 (56 Ave),29400,33000
1000984015,16 Ave,11400,10000
1000984127,138 St,11000,12800
1000984254,144 St,15100,15400
1000974439,Panorama Dr,0,5800
1000983280,Grosvenor Rd,4000,4000
1000983341,142 St,0,2000
1000983453,68 Ave,0,6600
1000985587,16 Ave,14000,13500
1000985638,188 St,0,11400
1000985166,82 Ave,6000,8800
1000985193,64 Ave,26500,21900
1000975960,80 Ave,17100,21800
1000977788,King George Blvd,33900,32900
1000977934,80 Ave,4400,5800
1000978069,Marine Dr,0,1800
1000978167,68 Ave,0,2000
1000978256,60 Ave,10700,10100
1000982771,56 Ave,0,2200
1000982777,20 Ave,2000,1800
1000982787,20 Ave,4500,5000
1000982799,57A Ave,0,400
1000983045,123A St,0,1100
1000983050,108 Ave,0,4900
1000983072,156 St,10100,10400
1000983077,134 St,0,3000
1000984154,84 Ave,12400,7400
1000983419,92 Ave,0,6100
1000983436,60 Ave,12300,11400
1000983437,104 Ave,29000,23600
1000983444,128 St,14300,15400
1000982823,96 Ave,25800,23600
1000979876,60 Ave,10600,11600
1000979917,192 St,11000,8100
1000983079,88 Ave,35700,38200
1000983084,King George Blvd,36200,33900
1000980201,99 Ave,0,2500
1000980211,104 Ave,29000,23600
1000980216,184 St,4800,6100
1000984665,180 St,3700,4100
1000984211,132 St,10600,10300
1000984223,66 Ave,0,3900
1000983472,140 St,11700,7600
1000984460,192 St,0,4100
1000984468,132 St,14400,13000
1000984469,152 St,19500,16300
1000984471,100 Ave,7500,9500
1000984479,64 Ave,28400,26300
1000979950,140 St,17300,17200
1000980906,Country Woods Dr,0,500
1000980929,88 Ave,25000,22400
1000980225,144 St,15100,16000
1000981131,King George Blvd,20100,22700
1000981141,156 St,0,7200
1000981157,Highway 10 (Langley ByPass),29400,33000
1000984240,King George Blvd,25400,21800
1000984243,148 St,14000,13800
1000985228,96 Ave,17400,16400
1000985233,Fleetwood Way,0,3700
1000985235,Highway 10 (56 Ave),26900,35000
1000984497,192 St,11000,8100
1000985402,76 Ave,14900,17000
1000985431,128 St,0,2700
1000985433,72 Ave,33800,31000
1000980957,168 St,8500,7000
1000981965,40 Ave,1400,1700
1000984958,92 Ave,0,6100
1000974038,University Dr,0,8600
1000974111,168 St,9600,8000
1000976147,64 Ave,28200,27000
1000976236,Highway 10 (58 Ave),29900,35000
1000985439,144 St,3900,2500
1000978648,102A Ave,0,7200
1000978890,148 St,5000,6100
1000982837,184 St,11400,11900
1000982846,110 Ave,0,7900
1000974308,160 St,6400,0
1000983826,64 Ave,28400,26300
1000976535,60 Ave,10600,9100
1000982728,104 Ave,0,8000
1000982831,68 Ave,0,2000
1000979121,168 St,15200,12500
1000983491,King George Blvd,41400,38100
1000983539,125A St,0,2200
1000979957,144 St,12400,15500
1000979983,24 Ave,11800,12500
1000980004,96 Ave,17400,16400
1000984107,City Parkway,0,7200
1000984010,144 St,15100,15400
1000984286,University Dr,0,5300
1000984292,108 Ave,11200,14000
1000984315,164 St,3400,3900
1000983567,164 St,3400,3900
1000984518,128 St,13000,16500
1000984526,64 Ave,24700,24200
1000984540,84 Ave,12800,13000
1000984571,64 Ave,24700,24200
1000980017,180 St,0,900
1000980982,60 Ave,0,5500
1000980991,140 St,15500,17700
1000984042,84 Ave,11300,11200
1000984044,184 St,4800,5700
1000984966,132 St,15800,13800
1000984994,Highway 15,11500,14000
1000985255,88 Ave,13600,12800
1000985270,128 St,9300,8400
1000985284,60 Ave,0,5500
1000985287,No 1 Hwy,93000,79000
1000984580,128 St,9300,8400
1000985470,24 Ave,2200,0
1000985473,108 Ave,24800,23500
1000985481,96 Ave,22200,23000
1000982010,156 St,11800,11100
1000982013,140 St,17300,17200
1000982017,16 Ave,19900,18800
1000985001,24 Ave,11800,12500
1000985021,164 St,3400,3900
1000974489,28 Ave,0,800
1000974774,King George Blvd,33900,32900
1000985313,84 Ave,9900,8400
1000976983,124 St,6300,6900
1000976995,144 St,0,3700
1000979155,68 Ave,0,2000
1000979228,82 Ave,5500,5400
1000979432,Hansen Rd,9300,10800
1000979491,72 Ave,32200,30000
1000982044,156 St,0,600
1000982053,136 St,0,400
1000982904,168 St,1200,1400
1000982913,96 Ave,25800,20700
1000982917,No 99 Hwy,22800,51000
1000982922,King George Blvd,33800,36200
1000982413,80 Ave,17100,15300
1000982491,24 Ave,12700,20300
1000983262,King George Blvd,25400,23300
1000983283,124 St,0,2100
1000983286,184 St,2500,2200
1000983314,66 Ave,0,3900
1000979676,82 Ave,6000,8800
1000983568,96 Ave,25800,20400
1000983608,4 Ave,0,1100
1000983615,100 Ave,0,2700
1000980089,26 Ave,0,1200
1000982627,148 St,15800,9000
1000982638,132 St,7900,8200
1000972719,32 Ave,14100,16700
1000979046,80 Ave,13200,13400
1000979256,177B St,0,4800
1000974466,184 St,11400,8100
1000981723,New Mclellan Rd,2400,2600
1000981741,64 Ave,28400,26300
1000983626,184 St,2200,2200
1000980320,84 Ave,11300,11200
1000982135,64 Ave,26500,21900
